"",BBK01.QUX861,BBK01.QUX861_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / China, People`s Republic of / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:37:42,
2002-03,3.591,
2002-04,3.576,
2002-05,3.578,
2002-06,3.479,
2002-07,3.489,
2002-08,3.532,
2002-09,3.493,
2002-10,3.502,
2002-11,3.617,
2002-12,3.488,
2003-01,3.427,
2003-02,3.424,
2003-03,3.471,
2003-04,3.494,
2003-05,3.496,
2003-06,3.338,
2003-07,3.277,
2003-08,3.242,
2003-09,3.194,
2003-10,3.209,
2003-11,3.243,
2003-12,3.276,
2004-01,3.284,
2004-02,3.239,
2004-03,3.197,
2004-04,3.253,
2004-05,3.235,
2004-06,3.191,
2004-07,3.144,
2004-08,3.167,
2004-09,3.196,
2004-10,3.208,
2004-11,3.343,
2004-12,3.149,
2005-01,3.197,
2005-02,3.158,
2005-03,3.194,
2005-04,3.200,
2005-05,3.137,
2005-06,3.032,
2005-07,3.156,
2005-08,3.108,
2005-09,3.123,
2005-10,3.086,
2005-11,3.116,
2005-12,2.672,
2006-01,2.724,
2006-02,2.763,
2006-03,2.726,
2006-04,3.558,
2006-05,3.480,
2006-06,2.867,
2006-07,2.694,
2006-08,3.207,
2006-09,2.615,
2006-10,2.662,
2006-11,3.198,
2006-12,2.962,
2007-01,2.887,
2007-02,2.914,
2007-03,2.671,
2007-04,2.682,
2007-05,2.724,
2007-06,2.538,
2007-07,2.519,
2007-08,2.593,
2007-09,2.610,
2007-10,2.617,
2007-11,2.591,
2007-12,2.566,
2008-01,2.861,
2008-02,3.078,
2008-03,2.607,
2008-04,2.513,
2008-05,3.584,
2008-06,2.318,
2008-07,2.493,
2008-08,2.487,
2008-09,2.939,
2008-10,2.239,
2008-11,2.114,
2008-12,2.361,
2009-01,2.357,
2009-02,2.335,
2009-03,2.469,
2009-04,2.492,
2009-05,2.654,
2009-06,2.574,
2009-07,2.589,
2009-08,0.967,
2009-09,1.051,
2009-10,0.998,
2009-11,0.893,
2009-12,0.877,
2010-01,1.074,
2010-02,0.949,
2010-03,1.103,
2010-04,1.248,
2010-05,1.060,
2010-06,1.118,
2010-07,1.192,
2010-08,1.182,
2010-09,1.135,
2010-10,1.193,
2010-11,1.212,
2010-12,1.149,
2011-01,1.130,
2011-02,1.180,
2011-03,1.242,
2011-04,1.296,
2011-05,1.300,
2011-06,1.063,
2011-07,1.148,
2011-08,1.166,
2011-09,1.209,
2011-10,1.273,
2011-11,1.327,
2011-12,1.348,
2012-01,1.362,
2012-02,1.356,
2012-03,1.419,
2012-04,1.416,
2012-05,1.426,
2012-06,1.447,
2012-07,1.454,
2012-08,1.535,
2012-09,1.552,
2012-10,1.589,
2012-11,1.645,
2012-12,1.796,
2013-01,1.787,
2013-02,1.799,
2013-03,1.765,
2013-04,1.844,
2013-05,1.874,
2013-06,3.368,
2013-07,1.930,
2013-08,2.016,
2013-09,1.952,
2013-10,1.987,
2013-11,2.087,
2013-12,2.075,
2014-01,2.052,
2014-02,2.060,
2014-03,2.095,
2014-04,2.215,
2014-05,2.251,
2014-06,2.250,
2014-07,2.153,
2014-08,2.153,
2014-09,2.216,
2014-10,2.274,
