"",BBK01.QUW867,BBK01.QUW867_FLAGS
"",Foreign subsidiaries in euro-area member states: Short-term liabilities to foreign banks / In the country of domicile of the subsidiary / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:13:05,
2001-12,79.734,
2002-01,82.584,
2002-02,87.702,
2002-03,84.619,
2002-04,74.718,
2002-05,76.140,
2002-06,80.006,
2002-07,69.091,
2002-08,59.816,
2002-09,52.809,
2002-10,55.296,
2002-11,54.532,
2002-12,60.391,
2003-01,55.135,
2003-02,57.660,
2003-03,57.103,
2003-04,54.191,
2003-05,55.164,
2003-06,56.918,
2003-07,58.703,
2003-08,56.390,
2003-09,56.348,
2003-10,57.100,
2003-11,58.085,
2003-12,55.011,
2004-01,54.822,
2004-02,54.428,
2004-03,52.617,
2004-04,53.334,
2004-05,53.493,
2004-06,53.674,
2004-07,57.201,
2004-08,56.733,
2004-09,57.141,
2004-10,59.020,
2004-11,60.096,
2004-12,63.944,
2005-01,63.415,
2005-02,66.757,
2005-03,69.788,
2005-04,68.202,
2005-05,66.903,
2005-06,72.547,
2005-07,71.663,
2005-08,73.173,
2005-09,67.589,
2005-10,72.116,
2005-11,73.477,
2005-12,68.979,
2006-01,72.964,
2006-02,73.511,
2006-03,68.104,
2006-04,66.083,
2006-05,64.473,
2006-06,66.266,
2006-07,68.545,
2006-08,69.106,
2006-09,70.376,
2006-10,66.818,
2006-11,66.483,
2006-12,66.355,
2007-01,65.225,
2007-02,67.929,
2007-03,67.566,
2007-04,67.714,
2007-05,70.799,
2007-06,66.227,
2007-07,68.283,
2007-08,61.588,
2007-09,66.030,
2007-10,59.003,
2007-11,61.328,
2007-12,56.428,
2008-01,51.778,
2008-02,51.515,
2008-03,51.967,
2008-04,57.059,
2008-05,65.386,
2008-06,69.990,
2008-07,62.959,
2008-08,59.160,
2008-09,54.855,
2008-10,63.122,
2008-11,59.388,
2008-12,54.479,
2009-01,47.209,
2009-02,48.041,
2009-03,50.722,
2009-04,47.438,
2009-05,46.043,
2009-06,37.059,
2009-07,32.334,
2009-08,28.318,
2009-09,26.725,
2009-10,26.762,
2009-11,19.457,
2009-12,15.633,
2010-01,18.062,
2010-02,18.505,
2010-03,18.595,
2010-04,22.812,
2010-05,22.550,
2010-06,19.148,
2010-07,25.335,
2010-08,22.579,
2010-09,19.516,
2010-10,17.264,
2010-11,14.562,
2010-12,15.780,
2011-01,18.618,
2011-02,19.012,
2011-03,18.019,
2011-04,16.880,
2011-05,17.918,
2011-06,15.542,
2011-07,16.523,
2011-08,17.733,
2011-09,16.251,
2011-10,15.675,
2011-11,15.636,
2011-12,13.371,
2012-01,13.889,
2012-02,12.755,
2012-03,14.940,
2012-04,16.912,
2012-05,17.368,
2012-06,18.153,
2012-07,20.039,
2012-08,16.692,
2012-09,16.268,
2012-10,16.572,
2012-11,17.176,
2012-12,18.553,
2013-01,15.266,
2013-02,15.419,
2013-03,15.062,
2013-04,14.290,
2013-05,14.730,
2013-06,16.991,
2013-07,15.309,
2013-08,14.209,
2013-09,13.955,
2013-10,13.195,
2013-11,13.416,
2013-12,18.683,
2014-01,15.626,
2014-02,13.748,
2014-03,16.187,
2014-04,16.041,
2014-05,15.903,
2014-06,13.360,
2014-07,14.041,
2014-08,13.237,
2014-09,11.509,
2014-10,11.844,
2014-11,11.095,
