"",BBK01.TXI394,BBK01.TXI394_FLAGS
2002-04,-1091,
2002-05,-8237,
2002-06,-24789,
2002-07,-38950,
2002-08,-50535,
2002-09,-48554,
2002-10,-42138,
2002-11,-47517,
2002-12,-56881,
2003-01,-50320,
2003-02,-63159,
2003-03,-48921,
2003-04,-55538,
2003-05,-43551,
2003-06,-42600,
2003-07,-63122,
2003-08,-67361,
2003-09,-60089,
2003-10,-63463,
2003-11,-70828,
2003-12,-67752,
2004-01,-47096,
2004-02,-60799,
2004-03,-54506,
2004-04,-52835,
2004-05,-61307,
2004-06,-54490,
2004-07,-58974,
2004-08,-69493,
2004-09,-80214,
2004-10,-58806,
2004-11,-73557,
2004-12,-69545,
2005-01,-76026,
2005-02,-77014,
2005-03,-95577,
2005-04,-43824,
2005-05,-89461,
2005-06,-95118,
2005-07,-98255,
2005-08,-111545,
2005-09,-120943,
2005-10,-131578,
2005-11,-154443,
2005-12,-134443,
2006-01,-107880,
2006-02,-126002,
2006-03,-134545,
2006-04,-104113,
2006-05,-122823,
2006-06,-114003,
2006-07,-118061,
2006-08,-137313,
2006-09,-121264,
2006-10,-118711,
2006-11,-95712,
2006-12,-106361,
2007-01,-119245,
2007-02,-134747,
2007-03,-131659,
2007-04,-131789,
2007-05,-149707,
2007-06,-162734,
2007-07,-148827,
2007-08,-170378,
2007-09,-172428,
2007-10,-167716,
2007-11,-200178,
2007-12,-194883,
2008-01,-219950,
2008-02,-228868,
2008-03,-212837,
2008-04,-187869,
2008-05,-197570,
2008-06,-228636,
2008-07,-223014,
2008-08,-240998,
2008-09,-238295,
2008-10,-248647,
2008-11,-309586,
2008-12,-334620,
2009-01,-353233,
2009-02,-376071,
2009-03,-382603,
2009-04,-373807,
2009-05,-361310,
2009-06,-390704,
2009-07,-397754,
2009-08,-407601,
2009-09,-396163,
2009-10,-388627,
2009-11,-384880,
2009-12,-390060,
2010-01,-364658,
2010-02,-394621,
2010-03,-419869,
2010-04,-411710,
2010-05,-469812,
2010-06,-475423,
2010-07,-483343,
2010-08,-496780,
2010-09,-517689,
2010-10,-414342,
2010-11,-439419,
2010-12,-456637,
2011-01,-421827,
2011-02,-446930,
2011-03,-438116,
2011-04,-413362,
2011-05,-455477,
2011-06,-480549,
2011-07,-484862,
2011-08,-542891,
2011-09,-600150,
2011-10,-608334,
2011-11,-639772,
2011-12,-607470,
2012-01,-614857,
2012-02,-670941,
2012-03,-710231,
2012-04,-733815,
2012-05,-796475,
2012-06,-829656,
2012-07,-840922,
2012-08,-857093,
2012-09,-806529,
2012-10,-822542,
2012-11,-813322,
2012-12,-759472,
2013-01,-715776,
2013-02,-719844,
2013-03,-696645,
2013-04,-696472,
2013-05,-693369,
2013-06,-696901,
2013-07,-681590,
2013-08,-696315,
2013-09,-696513,
2013-10,-694792,
2013-11,-679045,
2013-12,-652940,
2014-01,-638120,
2014-02,-633826,
2014-03,-601541,
2014-04,-594449,
2014-05,-618085,
2014-06,-591453,
2014-07,-570264,
2014-08,-607037,
2014-09,-621541,
2014-10,-620076,
2014-11,-621343,
2014-12,-614587,
2015-01,-673753,
