"",BBK01.TXI394,BBK01.TXI394_FLAGS
"",EXCESS OF INTER-MFI LIABILITIES / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:43,
1980-01,13340,
1980-02,16085,
1980-03,15172,
1980-04,15521,
1980-05,14635,
1980-06,15505,
1980-07,13304,
1980-08,14328,
1980-09,13850,
1980-10,16096,
1980-11,13126,
1980-12,12135,
1981-01,15335,
1981-02,15947,
1981-03,14390,
1981-04,15830,
1981-05,15887,
1981-06,15138,
1981-07,14924,
1981-08,12446,
1981-09,12948,
1981-10,14182,
1981-11,10984,
1981-12,10604,
1982-01,10347,
1982-02,10276,
1982-03,10215,
1982-04,12259,
1982-05,11480,
1982-06,12214,
1982-07,14848,
1982-08,11245,
1982-09,12069,
1982-10,13917,
1982-11,12392,
1982-12,12024,
1983-01,11962,
1983-02,10808,
1983-03,14245,
1983-04,13319,
1983-05,11481,
1983-06,12202,
1983-07,9502,
1983-08,9992,
1983-09,10396,
1983-10,9241,
1983-11,7697,
1983-12,9120,
1984-01,5724,
1984-02,5655,
1984-03,8348,
1984-04,8807,
1984-05,7654,
1984-06,8524,
1984-07,7283,
1984-08,9002,
1984-09,7543,
1984-10,8275,
1984-11,7865,
1984-12,5142,
1985-01,6321,
1985-02,5985,
1985-03,5053,
1985-04,8067,
1985-05,7719,
1985-06,5030,
1985-07,4170,
1985-08,5251,
1985-09,5051,
1985-10,4997,
1985-11,5351,
1985-12,2192,
1986-01,2440,
1986-02,2711,
1986-03,120,
1986-04,2037,
1986-05,2153,
1986-06,53,
1986-07,-110,
1986-08,-2779,
1986-09,-2569,
1986-10,-126,
1986-11,-5354,
1986-12,-5194,
1987-01,-3841,
1987-02,-5818,
1987-03,-7831,
1987-04,-4638,
1987-05,-8416,
1987-06,-8968,
1987-07,-6585,
1987-08,-9573,
1987-09,-8308,
1987-10,-6444,
1987-11,-9764,
1987-12,-9266,
1988-01,-7721,
1988-02,-9903,
1988-03,-5010,
1988-04,-6183,
1988-05,-8721,
1988-06,-7257,
1988-07,-8092,
1988-08,-9592,
1988-09,-8389,
1988-10,-9718,
1988-11,-10096,
1988-12,-12047,
1989-01,-8381,
1989-02,-8677,
1989-03,-6226,
1989-04,-6762,
1989-05,-7145,
1989-06,-9455,
1989-07,-12284,
1989-08,-11879,
1989-09,-10241,
1989-10,-11645,
1989-11,-12333,
1989-12,-18128,
1990-01,-15764,
1990-02,-14412,
1990-03,-10387,
1990-04,-14149,
1990-05,-15200,
1990-06,-9435,
1990-07,-10342,
1990-08,-9389,
1990-09,-7700,
1990-10,-10426,
1990-11,-13983,
1990-12,-17164,
1991-01,-14646,
1991-02,-12368,
1991-03,-8149,
1991-04,-7153,
1991-05,-11917,
1991-06,-10200,
1991-07,-11311,
1991-08,-7529,
1991-09,-5397,
1991-10,-3723,
1991-11,-5009,
1991-12,-13945,
1992-01,-1933,
1992-02,-1634,
1992-03,451,
1992-04,2551,
1992-05,4134,
1992-06,5860,
1992-07,3260,
1992-08,4642,
1992-09,8567,
1992-10,7805,
1992-11,7405,
1992-12,10558,
1993-01,13444,
1993-02,8966,
1993-03,5719,
1993-04,3744,
1993-05,5526,
1993-06,4782,
1993-07,4654,
1993-08,7249,
1993-09,4594,
1993-10,7632,
1993-11,5181,
1993-12,3880,
1994-01,5076,
1994-02,6902,
1994-03,12935,
1994-04,20302,
1994-05,20493,
1994-06,26280,
1994-07,22608,
1994-08,26012,
1994-09,28017,
1994-10,31762,
1994-11,34407,
1994-12,30294,
1995-01,27922,
1995-02,26676,
1995-03,31424,
1995-04,34851,
1995-05,31442,
1995-06,30466,
1995-07,26588,
1995-08,28762,
1995-09,33401,
1995-10,35455,
1995-11,28983,
1995-12,20612,
1996-01,24864,
1996-02,23452,
1996-03,30805,
1996-04,36719,
1996-05,34159,
1996-06,28344,
1996-07,26800,
1996-08,25443,
1996-09,21742,
1996-10,25638,
1996-11,21704,
1996-12,17416,
1997-01,27600,
1997-02,28417,
1997-03,30843,
1997-04,35933,
1997-05,41040,
1997-06,35156,
1997-07,36913,
1997-08,43590,
1997-09,33457,
1997-10,40898,
1997-11,32162,
1997-12,21332,
1998-01,35469,
1998-02,32578,
1998-03,45655,
1998-04,36189,
1998-05,44315,
1998-06,34640,
1998-07,33082,
1998-08,32562,
1998-09,34559,
1998-10,35154,
1998-11,46734,
1998-12,40743,
1999-01,-13450,
1999-02,-26368,
1999-03,1756,
1999-04,6910,
1999-05,11680,
1999-06,15035,
1999-07,34980,
1999-08,1376,
1999-09,-3050,
1999-10,67,
1999-11,-32731,
1999-12,-42326,
2000-01,-16159,
2000-02,-6257,
2000-03,10188,
2000-04,5307,
2000-05,21762,
2000-06,-15742,
2000-07,212,
2000-08,3370,
2000-09,-20302,
2000-10,-16370,
2000-11,-4502,
2000-12,-11686,
2001-01,-3109,
2001-02,-962,
2001-03,-25701,
2001-04,-3202,
2001-05,-4507,
2001-06,-30409,
2001-07,-24712,
2001-08,-39480,
2001-09,-39491,
2001-10,-37540,
2001-11,-21756,
2001-12,10622,
2002-01,-134,
2002-02,-572,
2002-03,-2712,
