"",BBK01.QUV728,BBK01.QUV728_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / Myanmar / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:26:00,
2001-12,0.149,
2002-01,0.177,
2002-02,0.177,
2002-03,0.176,
2002-04,0.177,
2002-05,0.179,
2002-06,0.187,
2002-07,0.188,
2002-08,0.187,
2002-09,0.186,
2002-10,0.186,
2002-11,0.186,
2002-12,0.194,
2003-01,0.195,
2003-02,0.195,
2003-03,0.194,
2003-04,0.194,
2003-05,0.195,
2003-06,0.203,
2003-07,0.204,
2003-08,0.204,
2003-09,0.203,
2003-10,0.203,
2003-11,0.204,
2003-12,0.212,
2004-01,0.213,
2004-02,0.213,
2004-03,0.212,
2004-04,0.212,
2004-05,0.213,
2004-06,0.221,
2004-07,0.222,
2004-08,0.222,
2004-09,0.222,
2004-10,0.222,
2004-11,0.222,
2004-12,.,No value available
2005-01,0.266,
2005-02,0.266,
2005-03,0.266,
2005-04,0.266,
2005-05,0.267,
2005-06,0.275,
2005-07,0.276,
2005-08,0.276,
2005-09,0.277,
2005-10,0.277,
2005-11,0.277,
2005-12,0.286,
2006-01,0.287,
2006-02,0.287,
2006-03,0.287,
2006-04,0.288,
2006-05,0.288,
2006-06,0.297,
2006-07,0.298,
2006-08,0.298,
2006-09,0.298,
2006-10,0.298,
2006-11,0.299,
2006-12,0.308,
2007-01,0.309,
2007-02,0.309,
2007-03,0.309,
2007-04,0.309,
2007-05,0.310,
2007-06,0.319,
2007-07,0.320,
2007-08,0.320,
2007-09,0.320,
2007-10,0.320,
2007-11,0.321,
2007-12,0.330,
2008-01,0.331,
2008-02,0.331,
2008-03,0.331,
2008-04,0.331,
2008-05,0.332,
2008-06,0.341,
2008-07,0.342,
2008-08,0.342,
2008-09,0.343,
2008-10,0.343,
2008-11,0.343,
2008-12,0.353,
2009-01,0.354,
2009-02,0.354,
2009-03,0.354,
2009-04,0.354,
2009-05,0.327,
2009-06,0.328,
2009-07,0.329,
2009-08,0.109,
2009-09,0.110,
2009-10,0.110,
2009-11,0.110,
2009-12,0.112,
2010-01,0.113,
2010-02,0.113,
2010-03,0.113,
2010-04,0.113,
2010-05,0.114,
2010-06,0.115,
2010-07,0.116,
2010-08,0.116,
2010-09,0.116,
2010-10,0.117,
2010-11,0.117,
2010-12,0.118,
2011-01,0.119,
2011-02,0.119,
2011-03,0.120,
2011-04,0.120,
2011-05,0.120,
2011-06,0.122,
2011-07,0.120,
2011-08,0.120,
2011-09,0.121,
2011-10,0.121,
2011-11,0.121,
2011-12,0.122,
2012-01,0.123,
2012-02,0.123,
2012-03,0.124,
2012-04,0.124,
2012-05,0.124,
2012-06,0.125,
2012-07,0.126,
2012-08,0.126,
2012-09,0.127,
2012-10,0.127,
2012-11,0.127,
2012-12,0.129,
2013-01,0.130,
2013-02,.,No value available
2013-03,0.130,
2013-04,0.130,
2013-05,0.131,
2013-06,0.132,
2013-07,0.133,
2013-08,0.133,
2013-09,0.133,
2013-10,0.133,
2013-11,0.134,
2013-12,0.136,
2014-01,0.138,
2014-02,0.138,
2014-03,0.252,
2014-04,0.252,
2014-05,.,No value available
2014-06,.,No value available
2014-07,.,No value available
2014-08,.,No value available
2014-09,.,No value available
2014-10,.,No value available
2014-11,.,No value available
2014-12,.,No value available
