"",BBDE1.M.DE.Y.BAA1.N2C250000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C250000.G.C.I10.A_FLAGS
"","Output in the production sector / Germany / 25 Manufacture of fabricated metal products, except machinery and equipment / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-06 08:29:54,
1991-01,75.0,
1991-02,76.4,
1991-03,75.6,
1991-04,75.4,
1991-05,75.0,
1991-06,77.2,
1991-07,76.1,
1991-08,73.5,
1991-09,74.4,
1991-10,75.1,
1991-11,78.1,
1991-12,78.5,
1992-01,77.2,
1992-02,80.5,
1992-03,79.2,
1992-04,77.7,
1992-05,77.0,
1992-06,75.5,
1992-07,74.8,
1992-08,75.1,
1992-09,73.1,
1992-10,72.8,
1992-11,73.1,
1992-12,75.0,
1993-01,75.5,
1993-02,70.4,
1993-03,70.0,
1993-04,69.6,
1993-05,70.0,
1993-06,70.0,
1993-07,68.6,
1993-08,69.5,
1993-09,71.0,
1993-10,71.1,
1993-11,69.5,
1993-12,71.8,
1994-01,70.5,
1994-02,70.5,
1994-03,69.1,
1994-04,72.7,
1994-05,72.6,
1994-06,71.5,
1994-07,71.2,
1994-08,73.5,
1994-09,74.2,
1994-10,76.0,
1994-11,75.5,
1994-12,78.3,
1995-01,76.2,
1995-02,77.9,
1995-03,78.4,
1995-04,77.5,
1995-05,77.6,
1995-06,77.2,
1995-07,77.6,
1995-08,76.5,
1995-09,79.1,
1995-10,74.9,
1995-11,74.6,
1995-12,74.2,
1996-01,76.0,
1996-02,73.7,
1996-03,73.9,
1996-04,74.0,
1996-05,74.6,
1996-06,74.7,
1996-07,74.5,
1996-08,75.5,
1996-09,74.9,
1996-10,74.4,
1996-11,75.1,
1996-12,76.7,
1997-01,73.7,
1997-02,75.9,
1997-03,78.0,
1997-04,76.3,
1997-05,75.5,
1997-06,79.4,
1997-07,81.1,
1997-08,77.6,
1997-09,79.2,
1997-10,81.3,
1997-11,81.3,
1997-12,82.5,
1998-01,81.0,
1998-02,81.2,
1998-03,86.6,
1998-04,82.0,
1998-05,82.5,
1998-06,82.3,
1998-07,83.7,
1998-08,82.3,
1998-09,81.8,
1998-10,82.7,
1998-11,81.2,
1998-12,81.8,
1999-01,82.6,
1999-02,81.0,
1999-03,82.6,
1999-04,83.0,
1999-05,82.8,
1999-06,82.5,
1999-07,82.5,
1999-08,83.9,
1999-09,85.4,
1999-10,85.1,
1999-11,85.2,
1999-12,85.9,
2000-01,86.1,
2000-02,87.3,
2000-03,87.5,
2000-04,88.7,
2000-05,90.5,
2000-06,87.0,
2000-07,89.6,
2000-08,90.4,
2000-09,90.8,
2000-10,90.5,
2000-11,91.4,
2000-12,92.7,
2001-01,93.6,
2001-02,94.1,
2001-03,93.1,
2001-04,91.4,
2001-05,93.1,
2001-06,93.5,
2001-07,90.2,
2001-08,91.6,
2001-09,90.3,
2001-10,89.7,
2001-11,88.3,
2001-12,88.3,
2002-01,90.2,
2002-02,89.4,
2002-03,89.5,
2002-04,90.8,
2002-05,88.4,
2002-06,92.0,
2002-07,90.7,
2002-08,90.5,
2002-09,91.4,
2002-10,88.6,
2002-11,90.3,
2002-12,93.2,
2003-01,90.2,
2003-02,89.5,
2003-03,89.8,
2003-04,89.2,
2003-05,87.9,
2003-06,92.6,
2003-07,92.2,
2003-08,89.4,
2003-09,89.6,
2003-10,92.6,
2003-11,92.3,
2003-12,91.5,
2004-01,92.8,
2004-02,93.1,
2004-03,93.1,
2004-04,94.4,
2004-05,95.1,
2004-06,93.5,
2004-07,94.9,
2004-08,92.8,
2004-09,92.8,
2004-10,93.4,
2004-11,92.8,
2004-12,92.3,
2005-01,94.4,
2005-02,93.0,
2005-03,95.3,
2005-04,94.0,
2005-05,93.7,
2005-06,94.0,
2005-07,94.4,
2005-08,93.8,
2005-09,95.2,
2005-10,97.2,
2005-11,96.9,
2005-12,98.2,
2006-01,97.8,
2006-02,97.8,
2006-03,97.5,
2006-04,101.0,
2006-05,100.8,
2006-06,100.4,
2006-07,101.9,
2006-08,103.0,
2006-09,104.0,
2006-10,104.8,
2006-11,106.2,
2006-12,108.5,
2007-01,107.2,
2007-02,108.6,
2007-03,108.0,
2007-04,107.8,
2007-05,109.9,
2007-06,109.4,
2007-07,110.3,
2007-08,111.9,
2007-09,110.8,
2007-10,111.2,
2007-11,110.2,
2007-12,111.3,
2008-01,114.7,
2008-02,116.0,
2008-03,116.7,
2008-04,117.6,
2008-05,114.2,
2008-06,114.6,
2008-07,112.8,
2008-08,114.5,
2008-09,110.4,
2008-10,107.9,
2008-11,100.9,
2008-12,92.4,
2009-01,86.9,
2009-02,84.9,
2009-03,84.5,
2009-04,83.5,
2009-05,84.6,
2009-06,85.9,
2009-07,85.5,
2009-08,86.7,
2009-09,90.7,
2009-10,89.5,
2009-11,91.4,
2009-12,90.5,
2010-01,90.8,
2010-02,91.2,
2010-03,93.8,
2010-04,98.1,
2010-05,99.2,
2010-06,100.4,
2010-07,101.0,
2010-08,101.6,
2010-09,102.3,
2010-10,105.0,
2010-11,103.4,
2010-12,105.2,
2011-01,106.9,
2011-02,107.6,
2011-03,109.5,
2011-04,110.2,
2011-05,111.9,
2011-06,110.6,
2011-07,113.5,
2011-08,112.6,
2011-09,111.7,
2011-10,113.8,
2011-11,114.2,
2011-12,111.6,
2012-01,111.3,
2012-02,110.7,
2012-03,110.0,
2012-04,109.7,
2012-05,112.2,
2012-06,110.1,
2012-07,110.4,
2012-08,109.8,
2012-09,109.4,
2012-10,108.9,
2012-11,107.8,
2012-12,110.9,
2013-01,108.6,
2013-02,109.4,
2013-03,110.4,
2013-04,111.2,
2013-05,110.3,
2013-06,112.4,
2013-07,111.2,
2013-08,112.2,
2013-09,112.8,
2013-10,112.3,
2013-11,114.6,
2013-12,113.5,
2014-01,115.9,
2014-02,116.3,
2014-03,117.2,
2014-04,117.3,
2014-05,113.6,
2014-06,114.8,
2014-07,116.0,
2014-08,114.4,
2014-09,113.1,
2014-10,114.4,Provisional value
2014-11,116.0,Provisional value
2014-12,116.3,Provisional value
