"",BBK01.OEYB21N,BBK01.OEYB21N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:33:34,
2002-01,60.808,
2002-04,60.197,
2002-07,61.602,
2002-10,60.150,
2003-01,60.972,
2003-04,59.292,
2003-07,58.851,
2003-10,53.046,
2004-01,59.235,
2004-04,55.929,
2004-07,55.868,
2004-10,56.569,
2005-01,57.537,
2005-04,57.034,
2005-07,59.715,
2005-10,60.123,
2006-01,61.699,
2006-04,58.866,
2006-07,59.469,
2006-10,59.804,
2007-01,59.175,
2007-04,58.083,
2007-07,58.892,
2007-10,57.477,
2008-01,57.114,
2008-04,57.825,
2008-07,43.055,
2008-10,43.204,
2009-01,42.061,
2009-04,44.603,
2009-07,47.134,
2009-10,48.162,
2010-01,48.363,
2010-04,62.970,
2010-07,56.095,
2010-10,56.719,
2011-01,55.265,
2011-04,51.827,
2011-07,50.452,
2011-10,49.983,
2012-01,53.178,
2012-04,60.918,
2012-07,56.577,
2012-10,47.228,
2013-01,45.499,
2013-04,45.209,
2013-07,43.067,
2013-10,42.315,
2014-01,41.373,
2014-04,41.173,
2014-07,41.301,
