"",BBK01.BQ1715,BBK01.BQ1715_FLAGS
"","Central, state and local government debt by creditor - foreign creditors",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:36:33,
1961-01,.,No value available
1961-04,.,No value available
1961-07,.,No value available
1961-10,1576.1,
1962-01,.,No value available
1962-04,.,No value available
1962-07,.,No value available
1962-10,1612.1,
1963-01,.,No value available
1963-04,.,No value available
1963-07,.,No value available
1963-10,1867.8,
1964-01,.,No value available
1964-04,.,No value available
1964-07,.,No value available
1964-10,1789.8,
1965-01,.,No value available
1965-04,.,No value available
1965-07,.,No value available
1965-10,1845.4,
1966-01,.,No value available
1966-04,.,No value available
1966-07,.,No value available
1966-10,1624.4,
1967-01,1519.1,
1967-04,1511.9,
1967-07,1362.0,
1967-10,1246.7,
1968-01,1302.1,
1968-04,1217.0,
1968-07,1093.4,
1968-10,1089.7,
1969-01,1081.1,
1969-04,966.5,
1969-07,974.2,
1969-10,821.9,
1970-01,802.2,
1970-04,753.0,
1970-07,763.1,
1970-10,785.8,
1971-01,791.9,
1971-04,834.1,
1971-07,866.5,
1971-10,952.8,
1972-01,1168.8,
1972-04,1518.1,
1972-07,1550.2,
1972-10,1554.9,
1973-01,1648.2,
1973-04,1672.7,
1973-07,1771.0,
1973-10,2032.3,
1974-01,1793.1,
1974-04,1791.1,
1974-07,1969.6,
1974-10,2341.5,
1975-01,2304.8,
1975-04,2352.0,
1975-07,2514.6,
1975-10,3470.9,
1976-01,4386.1,
1976-04,5249.0,
1976-07,6799.4,
1976-10,7109.3,
1977-01,7147.0,
1977-04,7083.8,
1977-07,7277.6,
1977-10,7790.0,
1978-01,7690.0,
1978-04,7690.0,
1978-07,7847.5,
1978-10,8783.3,
1979-01,9520.4,
1979-04,10246.4,
1979-07,9878.3,
1979-10,10027.6,
1980-01,12834.4,
1980-04,14803.1,
1980-07,16710.9,
1980-10,21252.6,
1981-01,26031.9,
1981-04,29524.1,
1981-07,33377.5,
1981-10,34130.1,
1982-01,35184.4,
1982-04,35323.0,
1982-07,37277.4,
1982-10,40535.4,
1983-01,40568.2,
1983-04,42086.6,
1983-07,44436.9,
1983-10,48368.3,
1984-01,52095.0,
1984-04,52794.9,
1984-07,51587.6,
1984-10,53532.3,
1985-01,54861.6,
1985-04,57980.5,
1985-07,60076.8,
1985-10,63451.3,
1986-01,70558.3,
1986-04,73012.5,
1986-07,76796.0,
1986-10,82471.4,
1987-01,90243.0,
1987-04,92952.9,
1987-07,92441.6,
1987-10,92083.7,
1988-01,93873.2,
1988-04,93668.7,
1988-07,92799.5,
1988-10,95458.2,
1989-01,92083.7,
1989-04,96685.3,
1989-07,100008.7,
1989-10,105070.5,
1990-01,98935.0,
1990-04,99241.8,
1990-07,100775.6,
1990-10,112791.0,
1991-01,116523.4,
1991-04,118006.2,
1991-07,126647.0,
1991-10,138815.7,
1992-01,141065.4,
1992-04,141065.4,
1992-07,163255.5,
1992-10,169186.5,
1993-01,186877.2,
1993-04,200784.3,
1993-07,209067.3,
1993-10,224968.4,
1994-01,225530.8,
1994-04,219753.3,
1994-07,216071.9,
1994-10,219804.4,
1995-01,264235.6,
1995-04,275177.3,
1995-07,279369.9,
1995-10,289902.5,
1996-01,288879.9,
1996-04,295884.6,
1996-07,308769.2,
1996-10,319199.5,
1997-01,331112.6,
1997-04,340980.6,
1997-07,348803.3,
1997-10,361892.4,
1998-01,364653.4,
1998-04,364244.3,
1998-07,388428.4,
1998-10,396404.6,
1999-01,405765.8,
1999-04,401677.7,
1999-07,413799.8,
1999-10,418963.9,
2000-01,418292.4,
2000-04,432464.0,
2000-07,441705.0,
2000-10,440283.0,
2001-01,433400.0,
2001-04,436800.0,
2001-07,453700.0,
2001-10,454200.0,
2002-01,461900.0,
2002-04,483600.0,
2002-07,498800.0,
2002-10,497800.0,
2003-01,516400.0,
2003-04,527000.0,
2003-07,527000.0,
2003-10,520700.0,
2004-01,544900.0,
2004-04,542600.0,
2004-07,564100.0,
2004-10,574600.0,
2005-01,598000.0,
2005-04,625400.0,
2005-07,636900.0,
2005-10,653500.0,
2006-01,673400.0,
2006-04,671400.0,
2006-07,685100.0,
2006-10,702800.0,
2007-01,697900.0,
2007-04,727000.0,
2007-07,731100.0,
2007-10,761500.0,
2008-01,769600.0,
2008-04,801000.0,
2008-07,822300.0,
2008-10,809900.0,
2009-01,856000.0,
2009-04,905100.0,
2009-07,903500.0,
2009-10,896900.0,
2010-01,902100.0,
2010-04,909500.0,
2010-07,938100.0,
2010-10,945500.0,
2011-01,965300.0,
2011-04,995200.0,
2011-07,989400.0,
2011-10,982400.0,
2012-01,1015000.0,
2012-04,1047500.0,
2012-07,1060300.0,
2012-10,1075700.0,
2013-01,1108200.0,
2013-04,1093400.0,
2013-07,1095500.0,
2013-10,1109900.0,
2014-01,1131400.0,
2014-04,1128300.0,
2014-07,1102700.0,
"",General: Partly estimated,
