"",BBK01.OUZ501,BBK01.OUZ501_FLAGS
"","Number of reporting credit institutions, Landesbanken and Savings banks",
unit,ANZAHL (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 10:57:01,
1999-01,602,
1999-02,602,
1999-03,602,
1999-04,598,
1999-05,597,
1999-06,597,
1999-07,592,
1999-08,592,
1999-09,592,
1999-10,592,
1999-11,591,
1999-12,591,
2000-01,580,
2000-02,580,
2000-03,579,
2000-04,578,
2000-05,578,
2000-06,578,
2000-07,577,
2000-08,577,
2000-09,577,
2000-10,577,
2000-11,576,
2000-12,575,
2001-01,560,
2001-02,560,
2001-03,559,
2001-04,558,
2001-05,558,
2001-06,557,
2001-07,554,
2001-08,554,
2001-09,553,
2001-10,553,
2001-11,553,
2001-12,550,
2002-01,541,
2002-02,540,
2002-03,540,
2002-04,540,
2002-05,540,
2002-06,540,
2002-07,538,
2002-08,538,
2002-09,537,
2002-10,536,
2002-11,534,
2002-12,534,
2003-01,524,
2003-02,524,
2003-03,524,
2003-04,521,
2003-05,519,
2003-06,516,
2003-07,512,
2003-08,511,
2003-09,508,
2003-10,507,
2003-11,504,
2003-12,504,
2004-01,504,
2004-02,502,
2004-03,501,
2004-04,501,
2004-05,500,
2004-06,499,
2004-07,496,
2004-08,494,
2004-09,494,
2004-10,491,
2004-11,490,
2004-12,489,
2005-01,485,
2005-02,484,
2005-03,484,
2005-04,482,
2005-05,481,
2005-06,481,
2005-07,478,
2005-08,475,
2005-09,475,
2005-10,475,
2005-11,475,
2005-12,475,
2006-01,470,
2006-02,470,
2006-03,470,
2006-04,470,
2006-05,470,
2006-06,470,
2006-07,470,
2006-08,470,
2006-09,470,
2006-10,470,
2006-11,469,
2006-12,469,
2007-01,461,
2007-02,461,
2007-03,461,
2007-04,460,
2007-05,460,
2007-06,460,
2007-07,460,
2007-08,459,
2007-09,459,
2007-10,459,
2007-11,459,
2007-12,458,
2008-01,456,
2008-02,456,
2008-03,456,
2008-04,453,
2008-05,453,
2008-06,453,
2008-07,448,
2008-08,448,
2008-09,448,
2008-10,448,
2008-11,448,
2008-12,448,
2009-01,444,
2009-02,444,
2009-03,444,
2009-04,444,
2009-05,444,
2009-06,444,
2009-07,444,
2009-08,442,
2009-09,441,
2009-10,441,
2009-11,441,
2009-12,441,
2010-01,441,
2010-02,441,
2010-03,441,
2010-04,440,
2010-05,440,
2010-06,440,
2010-07,440,
2010-08,440,
2010-09,440,
2010-10,440,
2010-11,439,
2010-12,439,
2011-01,439,
2011-02,439,
2011-03,439,
2011-04,439,
2011-05,439,
2011-06,438,
2011-07,438,
2011-08,438,
2011-09,438,
2011-10,437,
2011-11,437,
2011-12,437,
2012-01,436,
2012-02,436,
2012-03,436,
2012-04,436,
2012-05,436,
2012-06,436,
2012-07,433,
2012-08,433,
2012-09,433,
2012-10,433,
2012-11,433,
2012-12,432,
2013-01,432,
2013-02,432,
2013-03,432,
2013-04,432,
2013-05,432,
2013-06,432,
2013-07,431,
2013-08,431,
2013-09,431,
2013-10,430,
2013-11,430,
2013-12,430,
2014-01,426,
2014-02,426,
2014-03,426,
2014-04,426,
2014-05,426,
2014-06,426,
2014-07,426,
2014-08,426,
2014-09,426,
2014-10,425,
2014-11,425,
