"",BBK01.TUE381,BBK01.TUE381_FLAGS
"",Deposits of general government / Other general government / With agreed maturities of over 2 years / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:11,
1997-09,54225,
1997-10,54264,
1997-11,54452,
1997-12,55234,
1998-01,55611,
1998-02,55542,
1998-03,55462,
1998-04,55390,
1998-05,55285,
1998-06,55017,
1998-07,55317,
1998-08,55350,
1998-09,55460,
1998-10,55086,
1998-11,55284,
1998-12,51730,
1999-01,27721,
1999-02,27499,
1999-03,27161,
1999-04,26718,
1999-05,26692,
1999-06,26504,
1999-07,26103,
1999-08,26028,
1999-09,26409,
1999-10,26017,
1999-11,26163,
1999-12,26636,
2000-01,26834,
2000-02,27520,
2000-03,27261,
2000-04,27205,
2000-05,27359,
2000-06,27281,
2000-07,27234,
2000-08,27306,
2000-09,27844,
2000-10,27817,
2000-11,27848,
2000-12,27809,
2001-01,27403,
2001-02,27184,
2001-03,27459,
2001-04,27041,
2001-05,27488,
2001-06,27239,
2001-07,27372,
2001-08,27295,
2001-09,26988,
2001-10,26838,
2001-11,26727,
2001-12,26665,
2002-01,27034,
2002-02,26599,
2002-03,26685,
2002-04,26554,
2002-05,26551,
2002-06,26733,
2002-07,26275,
2002-08,26331,
2002-09,25870,
2002-10,25623,
2002-11,25638,
2002-12,25620,
2003-01,24783,
2003-02,24427,
2003-03,24456,
2003-04,24179,
2003-05,24059,
2003-06,24625,
2003-07,24455,
2003-08,23899,
2003-09,23933,
2003-10,23850,
2003-11,24042,
2003-12,24274,
2004-01,23244,
2004-02,23459,
2004-03,23269,
2004-04,23131,
2004-05,23090,
2004-06,22839,
2004-07,22937,
2004-08,22063,
2004-09,21758,
2004-10,21625,
2004-11,21642,
2004-12,20341,
2005-01,20262,
2005-02,20248,
2005-03,20275,
2005-04,20330,
2005-05,20383,
2005-06,20413,
2005-07,20278,
2005-08,19993,
2005-09,19929,
2005-10,19933,
2005-11,20236,
2005-12,21031,
2006-01,20993,
2006-02,20888,
2006-03,21086,
2006-04,21231,
2006-05,21601,
2006-06,21686,
2006-07,21580,
2006-08,21544,
2006-09,21720,
2006-10,21716,
2006-11,22725,
2006-12,22762,
2007-01,22934,
2007-02,22917,
2007-03,22577,
2007-04,22466,
2007-05,22580,
2007-06,22460,
2007-07,22415,
2007-08,22457,
2007-09,22931,
2007-10,22948,
2007-11,22997,
2007-12,24071,
2008-01,24166,
2008-02,24554,
2008-03,24340,
2008-04,24564,
2008-05,24520,
2008-06,24393,
2008-07,24408,
2008-08,24429,
2008-09,24613,
2008-10,24761,
2008-11,24532,
2008-12,24663,
2009-01,24603,
2009-02,24592,
2009-03,24876,
2009-04,24862,
2009-05,24945,
2009-06,24954,
2009-07,25526,
2009-08,25723,
2009-09,25699,
2009-10,26020,
2009-11,26075,
2009-12,25861,
2010-01,28233,
2010-02,28371,
2010-03,28486,
2010-04,28593,
2010-05,28446,
2010-06,29995,
2010-07,30545,
2010-08,30763,
2010-09,30116,
2010-10,30261,
2010-11,30364,
2010-12,29181,
2011-01,29243,
2011-02,29683,
2011-03,29814,
2011-04,29825,
2011-05,29939,
2011-06,29928,
2011-07,29555,
2011-08,29277,
2011-09,29178,
2011-10,29284,
2011-11,29331,
2011-12,29457,
2012-01,29682,
2012-02,29779,
2012-03,29752,
2012-04,29628,
2012-05,29952,
2012-06,42817,
2012-07,43015,
2012-08,42921,
2012-09,43005,
2012-10,43089,
2012-11,43541,
2012-12,43901,
2013-01,43405,
2013-02,43530,
2013-03,44010,
2013-04,43736,
2013-05,44611,
2013-06,44309,
2013-07,45060,
2013-08,44548,
2013-09,44799,
2013-10,44956,
2013-11,45332,
2013-12,45106,
2014-01,45129,
2014-02,45505,
2014-03,45372,
2014-04,45435,
2014-05,45383,
2014-06,45338,
2014-07,45015,
2014-08,45044,
2014-09,45160,
2014-10,45074,
2014-11,44910,
2014-12,39583,
2015-01,39921,
