"",BBK01.QUK893,BBK01.QUK893_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Greece / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:33,
2002-03,5.243,
2002-04,5.274,
2002-05,5.070,
2002-06,3.890,
2002-07,3.906,
2002-08,3.967,
2002-09,3.955,
2002-10,4.042,
2002-11,4.093,
2002-12,4.140,
2003-01,4.175,
2003-02,4.177,
2003-03,4.444,
2003-04,4.419,
2003-05,4.327,
2003-06,4.358,
2003-07,4.557,
2003-08,4.569,
2003-09,4.599,
2003-10,5.067,
2003-11,5.759,
2003-12,5.687,
2004-01,5.674,
2004-02,5.964,
2004-03,5.952,
2004-04,6.175,
2004-05,5.913,
2004-06,5.877,
2004-07,5.873,
2004-08,5.869,
2004-09,5.874,
2004-10,5.952,
2004-11,5.903,
2004-12,5.951,
2005-01,5.961,
2005-02,6.439,
2005-03,6.161,
2005-04,6.197,
2005-05,6.135,
2005-06,6.021,
2005-07,6.276,
2005-08,6.112,
2005-09,6.123,
2005-10,5.570,
2005-11,5.626,
2005-12,4.864,
2006-01,4.775,
2006-02,4.654,
2006-03,4.421,
2006-04,4.348,
2006-05,4.553,
2006-06,4.652,
2006-07,4.708,
2006-08,4.687,
2006-09,4.976,
2006-10,4.974,
2006-11,4.868,
2006-12,4.866,
2007-01,4.643,
2007-02,4.486,
2007-03,4.482,
2007-04,4.073,
2007-05,4.052,
2007-06,3.814,
2007-07,3.762,
2007-08,3.794,
2007-09,3.318,
2007-10,3.119,
2007-11,3.426,
2007-12,3.404,
2008-01,3.608,
2008-02,3.462,
2008-03,3.435,
2008-04,3.400,
2008-05,3.221,
2008-06,3.205,
2008-07,3.023,
2008-08,3.327,
2008-09,3.724,
2008-10,3.699,
2008-11,3.667,
2008-12,3.634,
2009-01,3.159,
2009-02,3.015,
2009-03,2.792,
2009-04,2.474,
2009-05,2.310,
2009-06,2.004,
2009-07,1.978,
2009-08,1.978,
2009-09,1.810,
2009-10,1.709,
2009-11,1.698,
2009-12,1.861,
2010-01,1.993,
2010-02,1.866,
2010-03,1.866,
2010-04,1.491,
2010-05,5.920,
2010-06,5.823,
2010-07,5.573,
2010-08,5.573,
2010-09,7.069,
2010-10,7.069,
2010-11,7.069,
2010-12,7.069,
2011-01,8.438,
2011-02,8.438,
2011-03,9.050,
2011-04,9.050,
2011-05,8.850,
2011-06,8.500,
2011-07,13.551,
2011-08,13.551,
2011-09,13.551,
2011-10,13.451,
2011-11,13.453,
2011-12,15.173,
2012-01,15.165,
2012-02,15.165,
2012-03,15.165,
2012-04,15.165,
2012-05,15.165,
2012-06,15.165,
2012-07,15.165,
2012-08,15.165,
2012-09,15.187,
2012-10,15.187,
2012-11,15.187,
2012-12,15.187,
2013-01,15.187,
2013-02,15.187,
2013-03,15.187,
2013-04,15.187,
2013-05,15.187,
2013-06,15.187,
2013-07,15.187,
2013-08,15.187,
2013-09,15.187,
2013-10,15.187,
2013-11,15.187,
2013-12,15.187,
2014-01,15.187,
2014-02,15.187,
2014-03,15.187,
2014-04,15.187,
2014-05,15.187,
2014-06,15.187,
2014-07,15.187,
2014-08,15.187,
2014-09,15.187,
2014-10,15.187,
