"",BBK01.SUD030,BBK01.SUD030_FLAGS
"",Outstanding amounts (volumes) of German banks / Loans for consumption and other purposes to households with a maturity of over 1 year and up to 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:39,
2003-01,71201,
2003-02,71146,
2003-03,71519,
2003-04,71614,
2003-05,71774,
2003-06,70545,
2003-07,71055,
2003-08,71011,
2003-09,70957,
2003-10,70809,
2003-11,70975,
2003-12,70446,
2004-01,69872,
2004-02,69585,
2004-03,69587,
2004-04,70268,
2004-05,70586,
2004-06,70479,
2004-07,71134,
2004-08,71478,
2004-09,70960,
2004-10,71660,
2004-11,70561,
2004-12,70109,
2005-01,69565,
2005-02,69138,
2005-03,69157,
2005-04,70598,
2005-05,71128,
2005-06,71357,
2005-07,71644,
2005-08,71856,
2005-09,70882,
2005-10,70158,
2005-11,70586,
2005-12,70569,
2006-01,70145,
2006-02,69580,
2006-03,68684,
2006-04,68536,
2006-05,69051,
2006-06,69157,
2006-07,69213,
2006-08,69592,
2006-09,69624,
2006-10,69198,
2006-11,69528,
2006-12,67373,
2007-01,66954,
2007-02,66426,
2007-03,66593,
2007-04,65831,
2007-05,66151,
2007-06,66528,
2007-07,66991,
2007-08,67238,
2007-09,66890,
2007-10,66284,
2007-11,66285,
2007-12,66288,
2008-01,66119,
2008-02,64854,
2008-03,64918,
2008-04,65354,
2008-05,65268,
2008-06,65599,
2008-07,65200,
2008-08,65213,
2008-09,64216,
2008-10,64177,
2008-11,64131,
2008-12,64751,
2009-01,64234,
2009-02,64058,
2009-03,65236,
2009-04,66027,
2009-05,66445,
2009-06,66936,
2009-07,67784,
2009-08,68040,
2009-09,68844,
2009-10,69092,
2009-11,69197,
2009-12,70265,
2010-01,69803,
2010-02,69606,
2010-03,69966,
2010-04,69811,
2010-05,69992,
2010-06,69419,
2010-07,69924,
2010-08,69869,
2010-09,69703,
2010-10,69962,
2010-11,70098,
2010-12,70042,
2011-01,69810,
2011-02,69108,
2011-03,69606,
2011-04,69778,
2011-05,70343,
2011-06,69359,
2011-07,69328,
2011-08,74147,
2011-09,74384,
2011-10,73804,
2011-11,73789,
2011-12,73322,
2012-01,73596,
2012-02,73581,
2012-03,73527,
2012-04,73758,
2012-05,74466,
2012-06,74576,
2012-07,75103,
2012-08,75464,
2012-09,75456,
2012-10,75715,
2012-11,75919,
2012-12,75716,
2013-01,76521,
2013-02,75576,
2013-03,75792,
2013-04,76405,
2013-05,76791,
2013-06,76634,
2013-07,77021,
2013-08,77302,
2013-09,77444,
2013-10,77656,
2013-11,77800,
2013-12,77624,
2014-01,77651,
2014-02,77550,
2014-03,77679,
2014-04,76672,
2014-05,75911,
2014-06,76099,
2014-07,76766,
2014-08,77128,
2014-09,77166,
2014-10,77707,
2014-11,77140,
2014-12,76871,Provisional value
"","General: Data based on mothly balance sheet statistics. Loans for consumption are definded as loans granted for the purpose of personal use in the consumption of goods and services. For the purpose of these statistics, other loans are loans granted for other purposes such as business, debt consolidation, education etc. p = Provisional",
