"",BBK01.PC3251,BBK01.PC3251_FLAGS
"",Lending to domestic enterprises and self-employed persons / Total / Building and loan asscociations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:22:01,
1999-01,10.578,
1999-04,10.342,
1999-07,10.337,
1999-10,10.397,
2000-01,10.364,
2000-04,10.454,
2000-07,10.554,
2000-10,10.712,
2001-01,10.774,
2001-04,10.844,
2001-07,10.889,
2001-10,10.959,
2002-01,10.923,
2002-04,10.906,
2002-07,10.985,
2002-10,11.020,
2003-01,11.019,
2003-04,10.922,
2003-07,10.861,
2003-10,10.853,
2004-01,10.884,
2004-04,10.628,
2004-07,10.472,
2004-10,10.441,
2005-01,10.225,
2005-04,10.076,
2005-07,9.967,
2005-10,9.915,
2006-01,9.782,
2006-04,9.669,
2006-07,9.684,
2006-10,10.083,
2007-01,10.159,
2007-04,10.186,
2007-07,10.307,
2007-10,10.091,
2008-01,10.167,
2008-04,10.332,
2008-07,10.573,
2008-10,10.703,
2009-01,10.809,
2009-04,10.900,
2009-07,11.139,
2009-10,11.322,
2010-01,11.390,
2010-04,11.482,
2010-07,11.447,
2010-10,11.486,
2011-01,11.579,
2011-04,11.667,
2011-07,11.809,
2011-10,11.999,
2012-01,12.187,
2012-04,12.296,
2012-07,12.353,
2012-10,12.428,
2013-01,12.645,
2013-04,12.851,
2013-07,12.941,
2013-10,13.056,
2014-01,13.142,
2014-04,13.258,
2014-07,13.300,
2014-10,13.192,
