"",BBK01.OUA111,BBK01.OUA111_FLAGS
"",Participating interests / in foreign enterprises   / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:53:20,
1968-12,0.176,
1969-01,0.180,
1969-02,0.186,
1969-03,0.193,
1969-04,0.192,
1969-05,0.194,
1969-06,0.198,
1969-07,0.200,
1969-08,0.202,
1969-09,0.202,
1969-10,0.203,
1969-11,0.208,
1969-12,0.210,
1970-01,0.212,
1970-02,0.213,
1970-03,0.208,
1970-04,0.215,
1970-05,0.220,
1970-06,0.230,
1970-07,0.232,
1970-08,0.238,
1970-09,0.245,
1970-10,0.246,
1970-11,0.248,
1970-12,0.284,
1971-01,0.288,
1971-02,0.290,
1971-03,0.293,
1971-04,0.299,
1971-05,0.301,
1971-06,0.288,
1971-07,0.294,
1971-08,0.302,
1971-09,0.310,
1971-10,0.316,
1971-11,0.327,
1971-12,0.338,
1972-01,0.354,
1972-02,0.358,
1972-03,0.377,
1972-04,0.375,
1972-05,0.386,
1972-06,0.389,
1972-07,0.403,
1972-08,0.406,
1972-09,0.421,
1972-10,0.426,
1972-11,0.467,
1972-12,0.490,
1973-01,0.501,
1973-02,0.516,
1973-03,0.514,
1973-04,0.528,
1973-05,0.549,
1973-06,0.576,
1973-07,0.601,
1973-08,0.613,
1973-09,0.620,
1973-10,0.690,
1973-11,0.717,
1973-12,0.821,
1974-01,0.822,
1974-02,0.833,
1974-03,0.857,
1974-04,0.870,
1974-05,0.882,
1974-06,0.879,
1974-07,0.898,
1974-08,0.909,
1974-09,0.914,
1974-10,0.972,
1974-11,0.978,
1974-12,1.016,
1975-01,1.014,
1975-02,1.020,
1975-03,1.022,
1975-04,1.015,
1975-05,1.018,
1975-06,1.028,
1975-07,1.033,
1975-08,1.040,
1975-09,1.074,
1975-10,1.116,
1975-11,1.130,
1975-12,1.151,
1976-01,1.136,
1976-02,1.140,
1976-03,1.194,
1976-04,1.197,
1976-05,1.201,
1976-06,1.197,
1976-07,1.211,
1976-08,1.210,
1976-09,1.228,
1976-10,1.228,
1976-11,1.243,
1976-12,1.276,
1977-01,1.273,
1977-02,1.268,
1977-03,1.349,
1977-04,1.349,
1977-05,1.359,
1977-06,1.369,
1977-07,1.372,
1977-08,1.394,
1977-09,1.409,
1977-10,1.418,
1977-11,1.418,
1977-12,1.460,
1978-01,1.477,
1978-02,1.464,
1978-03,1.454,
1978-04,1.474,
1978-05,1.474,
1978-06,1.520,
1978-07,1.537,
1978-08,1.554,
1978-09,1.564,
1978-10,1.565,
1978-11,1.577,
1978-12,1.639,
1979-01,1.624,
1979-02,1.635,
1979-03,1.669,
1979-04,1.681,
1979-05,1.691,
1979-06,1.717,
1979-07,1.742,
1979-08,1.746,
1979-09,1.743,
1979-10,1.793,
1979-11,1.812,
1979-12,1.832,
1980-01,1.819,
1980-02,1.874,
1980-03,1.969,
1980-04,1.978,
1980-05,1.980,
1980-06,2.002,
1980-07,2.018,
1980-08,2.035,
1980-09,2.035,
1980-10,2.120,
1980-11,2.134,
1980-12,2.186,
1981-01,2.234,
1981-02,2.232,
1981-03,2.255,
1981-04,2.277,
1981-05,2.278,
1981-06,2.295,
1981-07,2.285,
1981-08,2.304,
1981-09,2.350,
1981-10,2.367,
1981-11,2.376,
1981-12,2.441,
1982-01,2.439,
1982-02,2.430,
1982-03,2.483,
1982-04,2.486,
1982-05,2.506,
1982-06,2.515,
1982-07,2.513,
1982-08,2.509,
1982-09,2.524,
1982-10,2.538,
1982-11,2.523,
1982-12,2.438,
1983-01,2.458,
1983-02,2.439,
1983-03,2.436,
1983-04,2.444,
1983-05,2.445,
1983-06,2.469,
1983-07,2.475,
1983-08,2.475,
1983-09,2.478,
1983-10,2.479,
1983-11,2.488,
1983-12,2.488,
1984-01,2.484,
1984-02,2.478,
1984-03,2.461,
1984-04,2.466,
1984-05,2.457,
1984-06,2.470,
1984-07,2.551,
1984-08,2.551,
1984-09,2.549,
1984-10,2.568,
1984-11,2.612,
1984-12,2.646,
1985-01,2.674,
1985-02,2.677,
1985-03,2.680,
1985-04,2.753,
1985-05,2.774,
1985-06,2.775,
1985-07,2.841,
1985-08,2.845,
1985-09,2.846,
1985-10,2.877,
1985-11,2.854,
1985-12,2.860,
1986-01,2.907,
1986-02,2.904,
1986-03,2.916,
1986-04,2.921,
1986-05,2.947,
1986-06,3.006,
1986-07,3.021,
1986-08,3.014,
1986-09,3.020,
1986-10,3.038,
1986-11,3.074,
1986-12,3.731,
1987-01,3.691,
1987-02,4.012,
1987-03,4.028,
1987-04,3.977,
1987-05,3.978,
1987-06,3.975,
1987-07,3.988,
1987-08,3.999,
1987-09,4.026,
1987-10,4.041,
1987-11,4.048,
1987-12,4.144,
1988-01,4.100,
1988-02,4.104,
1988-03,4.137,
1988-04,4.145,
1988-05,4.215,
1988-06,4.309,
1988-07,4.305,
1988-08,4.376,
1988-09,4.442,
1988-10,4.499,
1988-11,4.501,
1988-12,4.628,
1989-01,4.616,
1989-02,4.671,
1989-03,4.784,
1989-04,4.899,
1989-05,4.923,
1989-06,5.023,
1989-07,5.099,
1989-08,5.181,
1989-09,5.191,
1989-10,5.246,
1989-11,5.762,
1989-12,6.318,
1990-01,7.065,
1990-02,7.119,
1990-03,7.135,
1990-04,7.226,
1990-05,7.292,
1990-06,7.662,
1990-07,7.677,
1990-08,7.768,
1990-09,7.771,
1990-10,7.836,
1990-11,8.040,
1990-12,8.273,
1991-01,8.113,
1991-02,8.123,
1991-03,8.170,
1991-04,8.396,
1991-05,8.481,
1991-06,8.486,
1991-07,8.534,
1991-08,8.607,
1991-09,8.647,
1991-10,8.658,
1991-11,8.687,
1991-12,8.943,
1992-01,8.950,
1992-02,9.042,
1992-03,9.058,
1992-04,9.180,
1992-05,9.188,
1992-06,9.288,
1992-07,9.324,
1992-08,9.309,
1992-09,9.461,
1992-10,9.492,
1992-11,9.435,
1992-12,9.624,
1993-01,9.734,
1993-02,9.781,
1993-03,9.792,
1993-04,9.941,
1993-05,10.008,
1993-06,10.206,
1993-07,10.278,
1993-08,10.388,
1993-09,10.490,
1993-10,10.592,
1993-11,10.828,
1993-12,4.218,
1994-01,4.235,
1994-02,4.263,
1994-03,4.312,
1994-04,4.321,
1994-05,4.469,
1994-06,4.454,
1994-07,4.696,
1994-08,4.728,
1994-09,4.747,
1994-10,4.740,
1994-11,4.808,
1994-12,4.560,
1995-01,4.679,
1995-02,4.692,
1995-03,4.930,
1995-04,5.078,
1995-05,5.117,
1995-06,5.150,
1995-07,5.193,
1995-08,5.200,
1995-09,5.177,
1995-10,5.094,
1995-11,4.995,
1995-12,5.228,
1996-01,5.108,
1996-02,5.152,
1996-03,5.283,
1996-04,5.182,
1996-05,5.121,
1996-06,5.248,
1996-07,5.296,
1996-08,5.285,
1996-09,5.299,
1996-10,5.398,
1996-11,5.397,
1996-12,5.826,
1997-01,5.820,
1997-02,5.883,
1997-03,5.962,
1997-04,6.017,
1997-05,6.005,
1997-06,6.081,
1997-07,6.274,
1997-08,6.085,
1997-09,6.193,
1997-10,6.209,
1997-11,6.234,
1997-12,6.612,
1998-01,6.537,
1998-02,6.500,
1998-03,6.632,
1998-04,6.662,
1998-05,6.675,
1998-06,6.662,
1998-07,6.654,
1998-08,6.560,
1998-09,6.284,
1998-10,6.355,
1998-11,6.350,
1998-12,6.491,
1999-01,6.339,
1999-02,6.625,
1999-03,6.433,
1999-04,6.565,
1999-05,6.560,
1999-06,6.888,
1999-07,6.840,
1999-08,12.567,
1999-09,12.642,
1999-10,12.636,
1999-11,12.526,
1999-12,14.154,
2000-01,15.958,
2000-02,15.794,
2000-03,16.023,
2000-04,16.586,
2000-05,16.734,
2000-06,16.742,
2000-07,16.888,
2000-08,17.018,
2000-09,17.426,
2000-10,17.807,
2000-11,17.814,
2000-12,17.969,
2001-01,18.869,
2001-02,19.131,
2001-03,19.545,
2001-04,19.579,
2001-05,20.001,
2001-06,20.045,
2001-07,20.630,
2001-08,20.788,
2001-09,20.759,
2001-10,20.812,
2001-11,20.922,
2001-12,21.710,
2002-01,21.001,
2002-02,21.353,
2002-03,21.304,
2002-04,21.284,
2002-05,21.768,
2002-06,21.722,
2002-07,21.802,
2002-08,21.879,
2002-09,21.972,
2002-10,20.364,
