"",BBK01.OUH047,BBK01.OUH047_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic self-employed persons / Time deposits / Total / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:32:56,
1968-12,0.223,
1969-01,0.232,
1969-02,0.238,
1969-03,0.238,
1969-04,0.243,
1969-05,0.252,
1969-06,0.241,
1969-07,0.251,
1969-08,0.266,
1969-09,0.263,
1969-10,0.276,
1969-11,0.276,
1969-12,0.339,
1970-01,0.378,
1970-02,0.426,
1970-03,0.451,
1970-04,0.508,
1970-05,0.550,
1970-06,0.583,
1970-07,0.655,
1970-08,0.682,
1970-09,0.653,
1970-10,0.660,
1970-11,0.654,
1970-12,0.652,
1971-01,0.667,
1971-02,0.687,
1971-03,0.688,
1971-04,0.670,
1971-05,0.652,
1971-06,0.632,
1971-07,0.674,
1971-08,0.711,
1971-09,0.732,
1971-10,0.750,
1971-11,0.739,
1971-12,0.766,
1972-01,0.793,
1972-02,0.755,
1972-03,0.721,
1972-04,0.709,
1972-05,0.705,
1972-06,0.690,
1972-07,0.707,
1972-08,0.733,
1972-09,0.736,
1972-10,0.756,
1972-11,0.811,
1972-12,0.898,
1973-01,0.969,
1973-02,1.013,
1973-03,1.066,
1973-04,1.189,
1973-05,1.371,
1973-06,1.497,
1973-07,1.770,
1973-08,1.976,
1973-09,2.045,
1973-10,2.176,
1973-11,2.266,
1973-12,2.392,
1974-01,2.507,
1974-02,2.576,
1974-03,2.594,
1974-04,2.603,
1974-05,2.565,
1974-06,2.527,
1974-07,2.584,
1974-08,2.641,
1974-09,2.580,
1974-10,2.591,
1974-11,2.556,
1974-12,2.509,
1975-01,2.544,
1975-02,2.479,
1975-03,2.203,
1975-04,1.863,
1975-05,1.665,
1975-06,1.482,
1975-07,1.443,
1975-08,1.365,
1975-09,1.240,
1975-10,1.145,
1975-11,1.113,
1975-12,1.090,
1976-01,1.090,
1976-02,1.060,
1976-03,1.006,
1976-04,0.997,
1976-05,1.007,
1976-06,0.987,
1976-07,1.020,
1976-08,1.044,
1976-09,1.037,
1976-10,1.078,
1976-11,1.095,
1976-12,1.157,
1977-01,1.213,
1977-02,1.239,
1977-03,1.220,
1977-04,1.259,
1977-05,1.266,
1977-06,1.239,
1977-07,1.277,
1977-08,1.318,
1977-09,1.304,
1977-10,1.299,
1977-11,1.309,
1977-12,1.348,
1978-01,1.386,
1978-02,1.401,
1978-03,1.369,
1978-04,1.388,
1978-05,1.405,
1978-06,1.378,
1978-07,1.450,
1978-08,1.534,
1978-09,1.536,
1978-10,1.596,
1978-11,1.622,
1978-12,1.727,
1979-01,1.822,
1979-02,1.878,
1979-03,1.852,
1979-04,1.938,
1979-05,2.050,
1979-06,2.079,
1979-07,2.235,
1979-08,2.403,
1979-09,2.464,
1979-10,2.654,
1979-11,2.850,
1979-12,3.104,
1980-01,3.330,
1980-02,3.477,
1980-03,3.529,
1980-04,3.647,
1980-05,3.781,
1980-06,3.786,
1980-07,4.044,
1980-08,4.158,
1980-09,4.127,
1980-10,4.228,
1980-11,4.204,
1980-12,4.351,
1981-01,4.599,
1981-02,4.740,
1981-03,4.778,
1981-04,4.916,
1981-05,5.058,
1981-06,5.046,
1981-07,5.293,
1981-08,5.419,
1981-09,5.370,
1981-10,5.425,
1981-11,5.391,
1981-12,5.446,
1982-01,5.691,
1982-02,5.766,
1982-03,5.600,
1982-04,5.689,
1982-05,5.697,
1982-06,5.581,
1982-07,5.745,
1982-08,5.883,
1982-09,5.712,
1982-10,5.699,
1982-11,5.560,
1982-12,5.455,
1983-01,5.453,
1983-02,5.413,
1983-03,5.212,
1983-04,5.144,
1983-05,5.066,
1983-06,4.923,
1983-07,5.023,
1983-08,5.065,
1983-09,4.989,
1983-10,5.020,
1983-11,4.990,
1983-12,5.045,
1984-01,5.205,
1984-02,5.251,
1984-03,5.137,
1984-04,5.210,
1984-05,5.306,
1984-06,5.239,
1984-07,5.340,
1984-08,5.437,
1984-09,5.319,
1984-10,5.373,
1984-11,5.359,
1984-12,5.355,
1985-01,5.593,
1985-02,5.663,
1985-03,5.592,
1985-04,5.681,
1985-05,5.725,
1985-06,5.597,
1985-07,5.679,
1985-08,5.752,
1985-09,5.508,
1985-10,5.509,
1985-11,5.463,
1985-12,5.435,
1986-01,5.602,
1986-02,5.657,
1986-03,5.500,
1986-04,5.514,
1986-05,5.537,
1986-06,5.470,
1986-07,5.635,
1986-08,5.758,
1986-09,5.674,
1986-10,5.782,
1986-11,5.834,
1986-12,5.888,
1987-01,6.076,
1987-02,6.094,
1987-03,5.938,
1987-04,5.965,
1987-05,5.958,
1987-06,5.809,
1987-07,5.952,
1987-08,6.040,
1987-09,5.936,
1987-10,6.024,
1987-11,5.987,
1987-12,6.024,
1988-01,6.178,
1988-02,6.143,
1988-03,6.017,
1988-04,6.020,
1988-05,6.029,
1988-06,5.933,
1988-07,6.099,
1988-08,6.308,
1988-09,6.278,
1988-10,6.411,
1988-11,6.400,
1988-12,6.313,
