"",BBK01.OEAH47V,BBK01.OEAH47V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:32:02,
2002-01,0.014,
2002-04,0.015,
2002-07,0.015,
2002-10,0.012,
2003-01,0.012,
2003-04,0.014,
2003-07,0.014,
2003-10,0.012,
2004-01,0.012,
2004-04,0.012,
2004-07,0.010,
2004-10,0.011,
2005-01,0.014,
2005-04,0.013,
2005-07,0.014,
2005-10,0.013,
2006-01,0.021,
2006-04,0.023,
2006-07,0.024,
2006-10,0.026,
2007-01,0.027,
2007-04,0.025,
2007-07,0.027,
2007-10,0.034,
2008-01,0.039,
2008-04,0.037,
2008-07,0.038,
2008-10,0.044,
2009-01,0.061,
2009-04,0.062,
2009-07,0.066,
2009-10,0.064,
2010-01,0.052,
2010-04,0.048,
2010-07,0.049,
2010-10,0.053,
2011-01,0.060,
2011-04,0.058,
2011-07,0.060,
2011-10,0.065,
2012-01,0.067,
2012-04,0.063,
2012-07,0.055,
2012-10,0.050,
2013-01,0.046,
2013-04,0.046,
2013-07,0.044,
2013-10,0.047,
2014-01,0.050,
2014-04,0.049,
2014-07,0.046,
