"",BBNZ1.Q.DE.Y.H.0091.A,BBNZ1.Q.DE.Y.H.0091.A_FLAGS
"","Germany / National accounts / Origin of GDP / Business services, Other service / Chain-linked index / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 17:37:42,
1991-01,73.21,
1991-04,73.86,
1991-07,73.95,
1991-10,73.57,
1992-01,77.49,
1992-04,77.52,
1992-07,77.87,
1992-10,77.54,
1993-01,78.87,
1993-04,79.33,
1993-07,79.43,
1993-10,79.45,
1994-01,79.27,
1994-04,79.45,
1994-07,80.50,
1994-10,80.93,
1995-01,82.04,
1995-04,82.18,
1995-07,82.93,
1995-10,83.65,
1996-01,83.37,
1996-04,84.13,
1996-07,84.62,
1996-10,84.93,
1997-01,82.70,
1997-04,85.03,
1997-07,85.01,
1997-10,85.95,
1998-01,85.77,
1998-04,86.56,
1998-07,87.58,
1998-10,88.63,
1999-01,88.93,
1999-04,89.77,
1999-07,90.32,
1999-10,92.35,
2000-01,94.47,
2000-04,94.55,
2000-07,94.79,
2000-10,94.75,
2001-01,96.12,
2001-04,95.59,
2001-07,95.75,
2001-10,95.88,
2002-01,95.35,
2002-04,95.37,
2002-07,95.65,
2002-10,94.98,
2003-01,95.26,
2003-04,94.79,
2003-07,96.92,
2003-10,96.47,
2004-01,94.85,
2004-04,95.46,
2004-07,95.77,
2004-10,95.87,
2005-01,95.74,
2005-04,96.98,
2005-07,97.45,
2005-10,98.55,
2006-01,97.57,
2006-04,98.54,
2006-07,100.10,
2006-10,101.84,
2007-01,102.90,
2007-04,103.93,
2007-07,104.98,
2007-10,105.27,
2008-01,106.03,
2008-04,107.04,
2008-07,106.13,
2008-10,105.66,
2009-01,98.24,
2009-04,97.18,
2009-07,96.73,
2009-10,97.20,
2010-01,99.02,
2010-04,99.48,
2010-07,99.95,
2010-10,101.18,
2011-01,102.19,
2011-04,101.54,
2011-07,101.40,
2011-10,101.76,
2012-01,102.70,
2012-04,102.04,
2012-07,102.26,
2012-10,101.97,
2013-01,101.56,
2013-04,102.55,
2013-07,102.93,
2013-10,102.95,
2014-01,103.75,
2014-04,103.89,
2014-07,104.88,
2014-10,105.07,
