"",BBK01.QUK944,BBK01.QUK944_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Remaining countries in Africa / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:35:19,
2002-03,0.454,
2002-04,0.433,
2002-05,0.447,
2002-06,0.444,
2002-07,0.440,
2002-08,0.438,
2002-09,0.455,
2002-10,0.453,
2002-11,0.451,
2002-12,0.443,
2003-01,0.446,
2003-02,0.445,
2003-03,0.457,
2003-04,0.441,
2003-05,0.443,
2003-06,0.392,
2003-07,0.390,
2003-08,0.391,
2003-09,0.371,
2003-10,0.365,
2003-11,0.364,
2003-12,0.363,
2004-01,0.363,
2004-02,0.365,
2004-03,0.367,
2004-04,0.361,
2004-05,0.358,
2004-06,0.353,
2004-07,0.355,
2004-08,0.359,
2004-09,0.360,
2004-10,0.356,
2004-11,0.371,
2004-12,0.393,
2005-01,0.388,
2005-02,0.399,
2005-03,0.392,
2005-04,0.389,
2005-05,0.393,
2005-06,0.384,
2005-07,0.384,
2005-08,0.349,
2005-09,0.321,
2005-10,0.328,
2005-11,0.332,
2005-12,0.320,
2006-01,0.316,
2006-02,0.330,
2006-03,0.333,
2006-04,0.328,
2006-05,0.347,
2006-06,0.373,
2006-07,0.395,
2006-08,0.408,
2006-09,0.383,
2006-10,0.391,
2006-11,0.394,
2006-12,0.400,
2007-01,0.407,
2007-02,0.427,
2007-03,0.439,
2007-04,0.448,
2007-05,0.458,
2007-06,0.476,
2007-07,0.484,
2007-08,0.478,
2007-09,0.477,
2007-10,0.515,
2007-11,0.522,
2007-12,0.545,
2008-01,0.594,
2008-02,0.591,
2008-03,0.578,
2008-04,0.597,
2008-05,0.597,
2008-06,0.748,
2008-07,0.821,
2008-08,0.796,
2008-09,0.827,
2008-10,0.809,
2008-11,0.860,
2008-12,0.794,
2009-01,0.899,
2009-02,0.851,
2009-03,0.825,
2009-04,0.816,
2009-05,0.875,
2009-06,0.828,
2009-07,0.907,
2009-08,0.716,
2009-09,0.654,
2009-10,0.662,
2009-11,0.694,
2009-12,0.782,
2010-01,0.725,
2010-02,0.735,
2010-03,0.729,
2010-04,0.703,
2010-05,0.720,
2010-06,0.716,
2010-07,0.738,
2010-08,0.764,
2010-09,0.718,
2010-10,0.714,
2010-11,0.739,
2010-12,0.689,
2011-01,0.687,
2011-02,0.692,
2011-03,0.644,
2011-04,0.641,
2011-05,0.645,
2011-06,0.600,
2011-07,0.602,
2011-08,0.605,
2011-09,0.599,
2011-10,0.596,
2011-11,0.613,
2011-12,0.582,
2012-01,0.586,
2012-02,0.589,
2012-03,0.554,
2012-04,0.561,
2012-05,0.575,
2012-06,0.537,
2012-07,0.546,
2012-08,0.548,
2012-09,0.492,
2012-10,0.503,
2012-11,0.513,
2012-12,0.482,
2013-01,0.486,
2013-02,0.479,
2013-03,0.455,
2013-04,0.462,
2013-05,0.466,
2013-06,0.428,
2013-07,0.439,
2013-08,0.451,
2013-09,0.431,
2013-10,0.500,
2013-11,0.505,
2013-12,0.503,
2014-01,0.506,
2014-02,0.518,
2014-03,0.470,
2014-04,0.445,
2014-05,0.451,
2014-06,0.428,
2014-07,0.472,
2014-08,0.429,
2014-09,0.162,
2014-10,0.424,
