"",BBK01.OUM249,BBK01.OUM249_FLAGS
"",Time deposits of resident households / for up and including 1 year / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:19:59,
1999-01,0.186,
1999-02,0.155,
1999-03,0.138,
1999-04,0.131,
1999-05,0.102,
1999-06,0.096,
1999-07,0.095,
1999-08,0.099,
1999-09,0.086,
1999-10,0.078,
1999-11,0.075,
1999-12,0.070,
2000-01,0.060,
2000-02,0.060,
2000-03,0.055,
2000-04,0.049,
2000-05,0.051,
2000-06,0.050,
2000-07,0.061,
2000-08,0.052,
2000-09,0.049,
2000-10,0.079,
2000-11,0.109,
2000-12,0.058,
2001-01,0.121,
2001-02,0.130,
2001-03,0.117,
2001-04,0.112,
2001-05,0.108,
2001-06,0.058,
2001-07,0.053,
2001-08,0.049,
2001-09,0.046,
2001-10,0.047,
2001-11,0.047,
2001-12,0.044,
2002-01,0.041,
2002-02,0.042,
2002-03,0.039,
2002-04,0.046,
2002-05,0.038,
2002-06,0.036,
2002-07,0.042,
2002-08,0.039,
2002-09,0.039,
2002-10,0.033,
2002-11,0.030,
2002-12,0.046,
2003-01,0.095,
2003-02,0.082,
2003-03,0.085,
2003-04,0.092,
2003-05,0.067,
2003-06,0.071,
2003-07,0.071,
2003-08,0.070,
2003-09,0.066,
2003-10,0.103,
2003-11,0.119,
2003-12,0.137,
2004-01,0.113,
2004-02,0.307,
2004-03,0.302,
2004-04,0.302,
2004-05,0.310,
2004-06,0.350,
2004-07,0.116,
2004-08,0.170,
2004-09,0.148,
2004-10,0.154,
2004-11,0.229,
2004-12,0.233,
2005-01,0.240,
2005-02,0.247,
2005-03,0.247,
2005-04,0.242,
2005-05,0.093,
2005-06,0.092,
2005-07,0.087,
2005-08,0.089,
2005-09,0.095,
2005-10,0.086,
2005-11,0.056,
2005-12,0.053,
2006-01,0.052,
2006-02,0.052,
2006-03,0.050,
2006-04,0.099,
2006-05,0.100,
2006-06,0.101,
2006-07,0.126,
2006-08,0.138,
2006-09,0.144,
2006-10,0.159,
2006-11,0.126,
2006-12,0.125,
2007-01,0.128,
2007-02,0.131,
2007-03,0.145,
2007-04,0.153,
2007-05,0.181,
2007-06,0.175,
2007-07,0.164,
2007-08,0.142,
2007-09,0.124,
2007-10,0.138,
2007-11,0.137,
2007-12,0.153,
2008-01,0.152,
2008-02,0.165,
2008-03,0.157,
2008-04,0.179,
2008-05,0.187,
2008-06,0.190,
2008-07,0.220,
2008-08,0.211,
2008-09,0.194,
2008-10,0.197,
2008-11,0.204,
2008-12,0.186,
2009-01,0.677,
2009-02,0.724,
2009-03,0.721,
2009-04,0.703,
2009-05,0.565,
2009-06,0.554,
2009-07,0.512,
2009-08,0.498,
2009-09,0.482,
2009-10,0.418,
2009-11,0.362,
2009-12,0.274,
2010-01,0.172,
2010-02,0.123,
2010-03,0.114,
2010-04,0.117,
2010-05,0.114,
2010-06,0.107,
2010-07,0.105,
2010-08,0.135,
2010-09,0.143,
2010-10,0.141,
2010-11,0.135,
2010-12,0.201,
2011-01,0.241,
2011-02,0.222,
2011-03,0.228,
2011-04,0.212,
2011-05,0.283,
2011-06,0.286,
2011-07,0.289,
2011-08,0.285,
2011-09,0.284,
2011-10,0.268,
2011-11,0.232,
2011-12,0.164,
2012-01,0.154,
2012-02,0.156,
2012-03,0.150,
2012-04,0.118,
2012-05,0.089,
2012-06,0.082,
2012-07,0.079,
2012-08,0.070,
2012-09,0.069,
2012-10,0.075,
2012-11,0.096,
2012-12,0.067,
2013-01,0.077,
2013-02,0.127,
2013-03,0.167,
2013-04,0.155,
2013-05,0.162,
2013-06,0.174,
2013-07,0.185,
2013-08,0.212,
2013-09,0.228,
2013-10,0.244,
2013-11,0.276,
2013-12,0.293,
2014-01,0.339,
2014-02,0.300,
2014-03,0.352,
2014-04,0.393,
2014-05,0.401,
2014-06,0.416,
2014-07,0.410,
2014-08,0.388,
2014-09,0.369,
2014-10,0.353,
2014-11,0.346,
2014-12,0.353,Provisional value
