"",BBK01.OUL231,BBK01.OUL231_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic self-employed persons / Time deposits / for up to and including 1 year / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:33:10,
1968-12,0.092,
1969-01,0.102,
1969-02,0.108,
1969-03,0.108,
1969-04,0.108,
1969-05,0.112,
1969-06,0.111,
1969-07,0.111,
1969-08,0.120,
1969-09,0.121,
1969-10,0.122,
1969-11,0.125,
1969-12,0.136,
1970-01,0.148,
1970-02,0.167,
1970-03,0.183,
1970-04,0.203,
1970-05,0.222,
1970-06,0.247,
1970-07,0.284,
1970-08,0.302,
1970-09,0.307,
1970-10,0.311,
1970-11,0.319,
1970-12,0.331,
1971-01,0.350,
1971-02,0.369,
1971-03,0.377,
1971-04,0.382,
1971-05,0.382,
1971-06,0.389,
1971-07,0.410,
1971-08,0.432,
1971-09,0.440,
1971-10,0.460,
1971-11,0.465,
1971-12,0.479,
1972-01,0.501,
1972-02,0.513,
1972-03,0.502,
1972-04,0.507,
1972-05,0.510,
1972-06,0.512,
1972-07,0.533,
1972-08,0.553,
1972-09,0.552,
1972-10,0.579,
1972-11,0.599,
1972-12,0.639,
1973-01,0.678,
1973-02,0.708,
1973-03,0.731,
1973-04,0.803,
1973-05,0.903,
1973-06,1.020,
1973-07,1.208,
1973-08,1.375,
1973-09,1.438,
1973-10,1.537,
1973-11,1.621,
1973-12,1.842,
1974-01,1.988,
1974-02,2.108,
1974-03,2.164,
1974-04,2.195,
1974-05,2.275,
1974-06,2.208,
1974-07,2.208,
1974-08,2.252,
1974-09,2.220,
1974-10,2.251,
1974-11,2.253,
1974-12,2.225,
1975-01,2.238,
1975-02,2.157,
1975-03,1.954,
1975-04,1.688,
1975-05,1.543,
1975-06,1.403,
1975-07,1.345,
1975-08,1.295,
1975-09,1.187,
1975-10,1.147,
1975-11,1.095,
1975-12,1.089,
1976-01,1.053,
1976-02,1.040,
1976-03,0.990,
1976-04,0.972,
1976-05,0.968,
1976-06,0.953,
1976-07,1.002,
1976-08,1.029,
1976-09,1.013,
1976-10,1.042,
1976-11,1.054,
1976-12,1.092,
1977-01,1.095,
1977-02,1.088,
1977-03,1.074,
1977-04,1.076,
1977-05,1.110,
1977-06,1.109,
1977-07,1.155,
1977-08,1.193,
1977-09,1.176,
1977-10,1.212,
1977-11,1.216,
1977-12,1.266,
1978-01,1.294,
1978-02,1.279,
1978-03,1.248,
1978-04,1.274,
1978-05,1.312,
1978-06,1.302,
1978-07,1.371,
1978-08,1.436,
1978-09,1.442,
1978-10,1.486,
1978-11,1.525,
1978-12,1.569,
1979-01,1.615,
1979-02,1.670,
1979-03,1.666,
1979-04,1.708,
1979-05,1.822,
1979-06,1.845,
1979-07,1.977,
1979-08,2.109,
1979-09,2.162,
1979-10,2.301,
1979-11,2.488,
1979-12,2.677,
1980-01,2.843,
1980-02,2.980,
1980-03,3.111,
1980-04,3.245,
1980-05,3.407,
1980-06,3.418,
1980-07,3.609,
1980-08,3.695,
1980-09,3.673,
1980-10,3.812,
1980-11,3.853,
1980-12,3.846,
1981-01,4.061,
1981-02,4.255,
1981-03,4.339,
1981-04,4.516,
1981-05,4.609,
1981-06,4.635,
1981-07,4.946,
1981-08,5.116,
1981-09,5.122,
1981-10,5.237,
1981-11,5.244,
1981-12,5.250,
1982-01,5.460,
1982-02,5.557,
1982-03,5.466,
1982-04,5.488,
1982-05,5.492,
1982-06,5.384,
1982-07,5.525,
1982-08,5.631,
1982-09,5.498,
1982-10,5.476,
1982-11,5.376,
1982-12,5.222,
1983-01,5.223,
1983-02,5.180,
1983-03,4.995,
1983-04,4.910,
1983-05,4.853,
1983-06,4.746,
1983-07,4.819,
1983-08,4.867,
1983-09,4.812,
1983-10,4.827,
1983-11,4.826,
1983-12,4.883,
1984-01,4.999,
1984-02,5.014,
1984-03,4.903,
1984-04,4.931,
1984-05,4.983,
1984-06,4.909,
1984-07,4.999,
1984-08,5.060,
1984-09,5.012,
1984-10,5.116,
1984-11,5.097,
1984-12,5.022,
1985-01,5.209,
1985-02,5.291,
1985-03,5.220,
