"",BBDE1.M.DE.W.AEB1.A2P310000.F.V.I10.A,BBDE1.M.DE.W.AEB1.A2P310000.F.V.I10.A_FLAGS
"",Orders received from the domestic market / At current prices / Germany / Intermediate goods / Calendar adjusted only,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:09,
1991-01,80.2,
1991-02,77.7,
1991-03,82.3,
1991-04,74.2,
1991-05,71.7,
1991-06,75.1,
1991-07,72.2,
1991-08,67.6,
1991-09,73.7,
1991-10,74.2,
1991-11,75.8,
1991-12,67.0,
1992-01,77.7,
1992-02,76.4,
1992-03,82.2,
1992-04,72.3,
1992-05,71.4,
1992-06,71.9,
1992-07,69.4,
1992-08,65.7,
1992-09,70.4,
1992-10,67.9,
1992-11,67.0,
1992-12,58.4,
1993-01,68.5,
1993-02,65.5,
1993-03,68.7,
1993-04,62.8,
1993-05,60.9,
1993-06,63.1,
1993-07,63.0,
1993-08,58.5,
1993-09,65.5,
1993-10,64.0,
1993-11,65.2,
1993-12,58.6,
1994-01,66.6,
1994-02,66.4,
1994-03,72.0,
1994-04,66.8,
1994-05,66.6,
1994-06,69.9,
1994-07,68.4,
1994-08,65.6,
1994-09,74.8,
1994-10,73.9,
1994-11,74.4,
1994-12,71.8,
1995-01,72.9,
1995-02,74.4,
1995-03,79.4,
1995-04,73.3,
1995-05,70.3,
1995-06,72.8,
1995-07,70.5,
1995-08,65.5,
1995-09,71.9,
1995-10,67.6,
1995-11,68.0,
1995-12,61.3,
1996-01,67.1,
1996-02,64.0,
1996-03,70.7,
1996-04,65.0,
1996-05,65.0,
1996-06,68.2,
1996-07,67.5,
1996-08,63.0,
1996-09,68.3,
1996-10,67.7,
1996-11,68.9,
1996-12,60.5,
1997-01,66.7,
1997-02,68.1,
1997-03,74.9,
1997-04,69.2,
1997-05,69.2,
1997-06,73.0,
1997-07,72.6,
1997-08,67.2,
1997-09,72.9,
1997-10,73.8,
1997-11,75.8,
1997-12,65.7,
1998-01,74.1,
1998-02,73.7,
1998-03,79.4,
1998-04,73.5,
1998-05,72.7,
1998-06,73.4,
1998-07,72.6,
1998-08,67.8,
1998-09,70.8,
1998-10,70.9,
1998-11,70.3,
1998-12,61.3,
1999-01,68.5,
1999-02,66.7,
1999-03,73.7,
1999-04,68.1,
1999-05,68.5,
1999-06,71.2,
1999-07,73.0,
1999-08,69.1,
1999-09,73.9,
1999-10,75.9,
1999-11,78.3,
1999-12,68.7,
2000-01,75.3,
2000-02,76.8,
2000-03,83.7,
2000-04,79.5,
2000-05,80.8,
2000-06,80.4,
2000-07,84.4,
2000-08,77.6,
2000-09,83.6,
2000-10,84.0,
2000-11,83.9,
2000-12,74.2,
2001-01,82.7,
2001-02,80.9,
2001-03,87.5,
2001-04,77.2,
2001-05,77.3,
2001-06,79.4,
2001-07,78.7,
2001-08,72.8,
2001-09,77.7,
2001-10,75.5,
2001-11,73.8,
2001-12,68.2,
2002-01,75.9,
2002-02,74.1,
2002-03,79.7,
2002-04,75.8,
2002-05,74.0,
2002-06,77.6,
2002-07,78.4,
2002-08,72.3,
2002-09,79.6,
2002-10,79.9,
2002-11,79.6,
2002-12,69.8,
2003-01,77.4,
2003-02,78.0,
2003-03,82.4,
2003-04,76.6,
2003-05,74.0,
2003-06,77.6,
2003-07,77.7,
2003-08,70.8,
2003-09,76.6,
2003-10,79.6,
2003-11,81.1,
2003-12,70.7,
2004-01,80.1,
2004-02,79.5,
2004-03,88.1,
2004-04,82.2,
2004-05,80.6,
2004-06,82.7,
2004-07,85.4,
2004-08,78.5,
2004-09,83.1,
2004-10,85.9,
2004-11,85.7,
2004-12,75.6,
2005-01,86.3,
2005-02,82.4,
2005-03,88.8,
2005-04,81.3,
2005-05,81.4,
2005-06,85.0,
2005-07,88.0,
2005-08,80.7,
2005-09,87.2,
2005-10,91.5,
2005-11,92.6,
2005-12,81.9,
2006-01,91.8,
2006-02,91.1,
2006-03,97.5,
2006-04,95.2,
2006-05,96.0,
2006-06,99.5,
2006-07,100.0,
2006-08,94.8,
2006-09,100.3,
2006-10,104.0,
2006-11,106.4,
2006-12,91.1,
2007-01,105.4,
2007-02,102.0,
2007-03,111.5,
2007-04,103.7,
2007-05,106.7,
2007-06,110.6,
2007-07,108.0,
2007-08,101.4,
2007-09,105.6,
2007-10,109.4,
2007-11,120.3,
2007-12,100.4,
2008-01,111.4,
2008-02,110.0,
2008-03,120.3,
2008-04,111.0,
2008-05,111.0,
2008-06,112.7,
2008-07,111.9,
2008-08,105.3,
2008-09,105.8,
2008-10,98.5,
2008-11,87.1,
2008-12,69.7,
2009-01,74.2,
2009-02,66.9,
2009-03,73.7,
2009-04,70.4,
2009-05,71.6,
2009-06,78.1,
2009-07,79.5,
2009-08,77.0,
2009-09,83.8,
2009-10,86.8,
2009-11,89.2,
2009-12,75.1,
2010-01,90.1,
2010-02,89.4,
2010-03,102.1,
2010-04,102.1,
2010-05,99.4,
2010-06,104.0,
2010-07,105.1,
2010-08,96.5,
2010-09,102.2,
2010-10,105.7,
2010-11,107.4,
2010-12,90.1,
2011-01,114.9,
2011-02,110.4,
2011-03,119.6,
2011-04,112.8,
2011-05,115.8,
2011-06,109.7,
2011-07,116.7,
2011-08,106.2,
2011-09,106.2,
2011-10,108.6,
2011-11,107.5,
2011-12,88.4,
2012-01,109.1,
2012-02,103.4,
2012-03,112.9,
2012-04,107.7,
2012-05,106.2,
2012-06,103.9,
2012-07,105.0,
2012-08,97.6,
2012-09,100.9,
2012-10,102.7,
2012-11,103.9,
2012-12,86.4,
2013-01,104.9,
2013-02,101.4,
2013-03,113.1,
2013-04,101.6,
2013-05,101.2,
2013-06,102.5,
2013-07,104.1,
2013-08,96.5,
2013-09,100.9,
2013-10,103.6,
2013-11,105.4,
2013-12,87.9,
2014-01,106.2,
2014-02,104.2,
2014-03,109.3,
2014-04,104.3,
2014-05,102.8,
2014-06,102.9,
2014-07,103.8,
2014-08,95.4,
2014-09,96.9,
2014-10,102.1,
2014-11,100.2,
2014-12,86.7,Provisional value
