"",BBK01.OUK077,BBK01.OUK077_FLAGS
"","Securities portfolios / Shares, mutual fund shares and other securities / Regional institutions of credit cooperatives",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:49:13,
1965-01,0.008,
1965-02,0.009,
1965-03,0.009,
1965-04,0.009,
1965-05,0.009,
1965-06,0.009,
1965-07,0.009,
1965-08,0.009,
1965-09,0.009,
1965-10,0.009,
1965-11,0.009,
1965-12,0.008,
1966-01,0.008,
1966-02,0.009,
1966-03,0.009,
1966-04,0.009,
1966-05,0.009,
1966-06,0.010,
1966-07,0.009,
1966-08,0.009,
1966-09,0.009,
1966-10,0.009,
1966-11,0.009,
1966-12,0.009,
1967-01,0.009,
1967-02,0.009,
1967-03,0.009,
1967-04,0.010,
1967-05,0.010,
1967-06,0.009,
1967-07,0.011,
1967-08,0.011,
1967-09,0.011,
1967-10,0.011,
1967-11,0.012,
1967-12,0.012,
1968-01,0.013,
1968-02,0.014,
1968-03,0.013,
1968-04,0.016,
1968-05,0.016,
1968-06,0.016,
1968-07,0.016,
1968-08,0.015,
1968-09,0.016,
1968-10,0.016,
1968-11,0.014,
1968-12,0.018,
1969-01,0.020,
1969-02,0.028,
1969-03,0.030,
1969-04,0.030,
1969-05,0.029,
1969-06,0.032,
1969-07,0.036,
1969-08,0.037,
1969-09,0.037,
1969-10,0.037,
1969-11,0.037,
1969-12,0.039,
1970-01,0.041,
1970-02,0.042,
1970-03,0.042,
1970-04,0.042,
1970-05,0.040,
1970-06,0.042,
1970-07,0.042,
1970-08,0.043,
1970-09,0.043,
1970-10,0.043,
1970-11,0.043,
1970-12,0.039,
1971-01,0.048,
1971-02,0.049,
1971-03,0.047,
1971-04,0.048,
1971-05,0.048,
1971-06,0.048,
1971-07,0.049,
1971-08,0.062,
1971-09,0.062,
1971-10,0.074,
1971-11,0.071,
1971-12,0.076,
1972-01,0.082,
1972-02,0.076,
1972-03,0.077,
1972-04,0.074,
1972-05,0.073,
1972-06,0.073,
1972-07,0.071,
1972-08,0.073,
1972-09,0.073,
1972-10,0.074,
1972-11,0.073,
1972-12,0.069,
1973-01,0.079,
1973-02,0.075,
1973-03,0.077,
1973-04,0.095,
1973-05,0.078,
1973-06,0.078,
1973-07,0.079,
1973-08,0.081,
1973-09,0.081,
1973-10,0.083,
1973-11,0.083,
1973-12,0.104,
1974-01,0.115,
1974-02,0.112,
1974-03,0.112,
1974-04,0.108,
1974-05,0.095,
1974-06,0.084,
1974-07,0.087,
1974-08,0.089,
1974-09,0.090,
1974-10,0.088,
1974-11,0.090,
1974-12,0.114,
1975-01,0.111,
1975-02,0.109,
1975-03,0.111,
1975-04,0.107,
1975-05,0.111,
1975-06,0.112,
1975-07,0.112,
1975-08,0.111,
1975-09,0.117,
1975-10,0.112,
1975-11,0.111,
1975-12,0.110,
1976-01,0.120,
1976-02,0.120,
1976-03,0.120,
1976-04,0.123,
1976-05,0.118,
1976-06,0.116,
1976-07,0.120,
1976-08,0.121,
1976-09,0.120,
1976-10,0.120,
1976-11,0.120,
1976-12,0.119,
1977-01,0.119,
1977-02,0.115,
1977-03,0.126,
1977-04,0.132,
1977-05,0.135,
1977-06,0.141,
1977-07,0.144,
1977-08,0.143,
1977-09,0.142,
1977-10,0.143,
1977-11,0.148,
1977-12,0.150,
1978-01,0.146,
1978-02,0.143,
1978-03,0.143,
1978-04,0.144,
1978-05,0.140,
1978-06,0.146,
1978-07,0.144,
1978-08,0.147,
1978-09,0.146,
1978-10,0.148,
1978-11,0.152,
1978-12,0.185,
1979-01,0.160,
1979-02,0.179,
1979-03,0.183,
1979-04,0.180,
1979-05,0.181,
1979-06,0.181,
1979-07,0.181,
1979-08,0.180,
1979-09,0.180,
1979-10,0.171,
1979-11,0.180,
1979-12,0.178,
1980-01,0.184,
1980-02,0.179,
