"",BBK01.OUZ422,BBK01.OUZ422_FLAGS
"","Balance sheet, total, Building and loan associations",
unit,EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:57:55,
1999-01,139.114,
1999-02,139.192,
1999-03,140.344,
1999-04,139.434,
1999-05,140.022,
1999-06,140.665,
1999-07,140.851,
1999-08,141.492,
1999-09,142.775,
1999-10,143.650,
1999-11,144.567,
1999-12,146.667,
2000-01,146.721,
2000-02,146.566,
2000-03,147.180,
2000-04,147.161,
2000-05,148.420,
2000-06,149.215,
2000-07,150.741,
2000-08,151.233,
2000-09,152.190,
2000-10,151.943,
2000-11,152.158,
2000-12,154.138,
2001-01,153.874,
2001-02,153.977,
2001-03,154.865,
2001-04,155.131,
2001-05,155.257,
2001-06,156.092,
2001-07,155.878,
2001-08,155.579,
2001-09,156.109,
2001-10,155.481,
2001-11,156.154,
2001-12,158.994,
2002-01,158.748,
2002-02,158.761,
2002-03,161.340,
2002-04,161.044,
2002-05,160.759,
2002-06,161.219,
2002-07,161.782,
2002-08,161.407,
2002-09,161.390,
2002-10,161.155,
2002-11,162.064,
2002-12,164.503,
2003-01,164.236,
2003-02,164.552,
2003-03,166.134,
2003-04,165.822,
2003-05,166.980,
2003-06,167.570,
2003-07,167.756,
2003-08,168.346,
2003-09,169.347,
2003-10,169.528,
2003-11,170.634,
2003-12,173.546,
2004-01,173.274,
2004-02,173.963,
2004-03,175.607,
2004-04,176.003,
2004-05,175.989,
2004-06,176.742,
2004-07,177.777,
2004-08,178.082,
2004-09,180.733,
2004-10,182.769,
2004-11,183.742,
2004-12,184.711,
2005-01,185.470,
2005-02,185.602,
2005-03,189.069,
2005-04,188.728,
2005-05,188.914,
2005-06,190.181,
2005-07,190.053,
2005-08,190.201,
2005-09,190.966,
2005-10,192.047,
2005-11,192.057,
2005-12,193.301,
2006-01,192.101,
2006-02,192.309,
2006-03,194.002,
2006-04,194.370,
2006-05,194.449,
2006-06,194.515,
2006-07,194.344,
2006-08,194.477,
2006-09,195.152,
2006-10,194.697,
2006-11,195.068,
2006-12,194.918,
2007-01,195.087,
2007-02,194.979,
2007-03,196.046,
2007-04,194.262,
2007-05,194.062,
2007-06,194.978,
2007-07,191.679,
2007-08,191.486,
2007-09,191.795,
2007-10,190.247,
2007-11,190.059,
2007-12,190.573,
2008-01,190.999,
2008-02,190.915,
2008-03,191.486,
2008-04,190.752,
2008-05,192.131,
2008-06,192.217,
2008-07,192.205,
2008-08,191.241,
2008-09,191.107,
2008-10,190.029,
2008-11,190.982,
2008-12,189.586,
2009-01,189.948,
2009-02,189.405,
2009-03,190.248,
2009-04,188.492,
2009-05,190.408,
2009-06,193.368,
2009-07,192.213,
2009-08,192.991,
2009-09,193.867,
2009-10,194.069,
2009-11,194.309,
2009-12,194.837,
2010-01,196.053,
2010-02,196.424,
2010-03,195.749,
2010-04,196.192,
2010-05,196.719,
2010-06,197.490,
2010-07,197.646,
2010-08,199.363,
2010-09,201.772,
2010-10,204.397,
2010-11,204.831,
2010-12,200.186,
2011-01,200.488,
2011-02,202.988,
2011-03,199.317,
2011-04,198.805,
2011-05,198.699,
2011-06,198.731,
2011-07,198.326,
2011-08,197.893,
2011-09,198.587,
2011-10,198.956,
2011-11,199.117,
2011-12,198.816,
2012-01,199.477,
2012-02,199.445,
2012-03,200.273,
2012-04,200.565,
2012-05,201.167,
2012-06,201.411,
2012-07,200.549,
2012-08,200.866,
2012-09,201.280,
2012-10,200.848,
2012-11,201.525,
2012-12,202.023,
2013-01,202.430,
2013-02,202.993,
2013-03,203.561,
2013-04,203.273,
2013-05,203.770,
2013-06,204.315,
2013-07,204.832,
2013-08,205.539,
2013-09,205.520,
2013-10,205.488,
2013-11,206.133,
2013-12,206.608,
2014-01,206.880,
2014-02,207.304,
2014-03,208.649,
2014-04,208.819,
2014-05,209.798,
2014-06,210.449,
2014-07,210.371,
2014-08,210.857,
2014-09,211.470,
2014-10,211.232,
2014-11,212.138,
"","General: Owing to the Act Modernising Accounting Law (Gesetz zur Modernisierung des Bilanzrechts) of 25 May 2009, derivative financial instruments in the trading portfolio (trading portfolio derivatives) within the meaning of section 340e (3) sentence 1 of the German Commercial Code (HGB) read in conjunction with section 35 (1) No 1a of the Credit Institution Accounting Regulation (RechKredV) are classified under ""Other assets and liabilities"" as of december 2010 reporting date.",
