"",BBK01.QUY071,BBK01.QUY071_FLAGS
"",Consolidated German banks: Loans and advances to non- residents / Turkmenistan / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:39:59,
2002-03,0.848,
2002-04,0.791,
2002-05,0.835,
2002-06,0.801,
2002-07,0.804,
2002-08,0.794,
2002-09,0.750,
2002-10,0.744,
2002-11,0.737,
2002-12,0.692,
2003-01,0.648,
2003-02,0.633,
2003-03,0.615,
2003-04,0.620,
2003-05,0.581,
2003-06,0.601,
2003-07,0.607,
2003-08,0.625,
2003-09,0.602,
2003-10,0.594,
2003-11,0.569,
2003-12,0.522,
2004-01,0.519,
2004-02,0.513,
2004-03,0.473,
2004-04,0.468,
2004-05,0.458,
2004-06,0.461,
2004-07,0.546,
2004-08,0.543,
2004-09,0.553,
2004-10,0.449,
2004-11,0.444,
2004-12,0.532,
2005-01,0.451,
2005-02,0.442,
2005-03,0.438,
2005-04,0.437,
2005-05,0.441,
2005-06,0.449,
2005-07,0.441,
2005-08,0.428,
2005-09,0.425,
2005-10,0.412,
2005-11,0.401,
2005-12,0.334,
2006-01,0.330,
2006-02,0.405,
2006-03,0.263,
2006-04,0.254,
2006-05,0.317,
2006-06,0.249,
2006-07,0.247,
2006-08,0.247,
2006-09,0.233,
2006-10,0.234,
2006-11,0.292,
2006-12,0.232,
2007-01,0.230,
2007-02,0.222,
2007-03,0.212,
2007-04,0.209,
2007-05,0.351,
2007-06,0.200,
2007-07,0.199,
2007-08,0.189,
2007-09,0.179,
2007-10,0.179,
2007-11,0.178,
2007-12,0.177,
2008-01,0.349,
2008-02,0.168,
2008-03,0.158,
2008-04,0.158,
2008-05,0.157,
2008-06,0.157,
2008-07,0.316,
2008-08,0.151,
2008-09,0.142,
2008-10,0.143,
2008-11,0.143,
2008-12,0.142,
2009-01,0.143,
2009-02,0.135,
2009-03,0.125,
2009-04,0.313,
2009-05,0.124,
2009-06,0.124,
2009-07,0.124,
2009-08,0.117,
2009-09,0.108,
2009-10,0.107,
2009-11,0.270,
2009-12,0.107,
2010-01,0.251,
2010-02,0.103,
2010-03,0.093,
2010-04,0.090,
2010-05,0.090,
2010-06,0.090,
2010-07,0.090,
2010-08,0.083,
2010-09,0.073,
2010-10,0.072,
2010-11,0.072,
2010-12,0.072,
2011-01,0.072,
2011-02,0.065,
2011-03,0.058,
2011-04,0.058,
2011-05,0.058,
2011-06,0.058,
2011-07,0.058,
2011-08,0.058,
2011-09,0.052,
2011-10,0.052,
2011-11,0.052,
2011-12,0.052,
2012-01,0.052,
2012-02,0.052,
2012-03,0.045,
2012-04,0.049,
2012-05,0.045,
2012-06,0.045,
2012-07,0.045,
2012-08,0.045,
2012-09,0.039,
2012-10,0.044,
2012-11,0.052,
2012-12,0.055,
2013-01,0.047,
2013-02,0.048,
2013-03,0.036,
2013-04,0.032,
2013-05,0.032,
2013-06,0.032,
2013-07,0.032,
2013-08,0.032,
2013-09,0.096,
2013-10,0.026,
2013-11,0.026,
2013-12,0.026,
2014-01,0.026,
2014-02,0.026,
2014-03,0.019,
2014-04,0.020,
2014-05,0.037,
2014-06,0.020,
2014-07,0.020,
2014-08,0.020,
2014-09,0.038,
2014-10,0.015,
