"",BBK01.QUV525,BBK01.QUV525_FLAGS
"",Banks in Germany: Short-term loans and advances to non- residents / Malta / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:10:40,
2001-12,0.032,
2002-01,0.022,
2002-02,0.027,
2002-03,0.083,
2002-04,0.081,
2002-05,0.087,
2002-06,0.076,
2002-07,0.089,
2002-08,0.126,
2002-09,0.130,
2002-10,0.104,
2002-11,0.110,
2002-12,0.115,
2003-01,0.119,
2003-02,0.119,
2003-03,0.131,
2003-04,0.096,
2003-05,0.109,
2003-06,0.086,
2003-07,0.112,
2003-08,0.114,
2003-09,0.113,
2003-10,0.278,
2003-11,0.306,
2003-12,0.328,
2004-01,0.336,
2004-02,0.356,
2004-03,0.366,
2004-04,0.338,
2004-05,0.351,
2004-06,0.369,
2004-07,0.386,
2004-08,0.279,
2004-09,0.271,
2004-10,0.273,
2004-11,0.311,
2004-12,0.321,
2005-01,0.245,
2005-02,0.278,
2005-03,0.291,
2005-04,0.250,
2005-05,0.245,
2005-06,0.239,
2005-07,0.217,
2005-08,0.222,
2005-09,0.240,
2005-10,0.263,
2005-11,0.352,
2005-12,0.377,
2006-01,0.491,
2006-02,0.462,
2006-03,0.437,
2006-04,0.484,
2006-05,0.530,
2006-06,0.610,
2006-07,0.607,
2006-08,0.545,
2006-09,0.546,
2006-10,0.548,
2006-11,0.470,
2006-12,0.377,
2007-01,0.313,
2007-02,0.609,
2007-03,0.637,
2007-04,0.706,
2007-05,0.765,
2007-06,0.801,
2007-07,0.763,
2007-08,0.988,
2007-09,0.805,
2007-10,0.915,
2007-11,0.957,
2007-12,0.833,
2008-01,0.956,
2008-02,1.076,
2008-03,0.993,
2008-04,1.014,
2008-05,0.859,
2008-06,1.395,
2008-07,1.313,
2008-08,1.329,
2008-09,1.623,
2008-10,1.070,
2008-11,1.066,
2008-12,1.373,
2009-01,1.288,
2009-02,1.050,
2009-03,1.112,
2009-04,0.926,
2009-05,1.100,
2009-06,1.054,
2009-07,1.094,
2009-08,1.071,
2009-09,1.097,
2009-10,1.095,
2009-11,1.105,
2009-12,1.081,
2010-01,1.020,
2010-02,1.033,
2010-03,1.021,
2010-04,1.002,
2010-05,0.760,
2010-06,1.071,
2010-07,1.218,
2010-08,0.945,
2010-09,0.779,
2010-10,0.853,
2010-11,1.169,
2010-12,0.996,
2011-01,0.886,
2011-02,0.838,
2011-03,0.737,
2011-04,0.714,
2011-05,0.708,
2011-06,0.854,
2011-07,0.800,
2011-08,0.944,
2011-09,1.434,
2011-10,0.891,
2011-11,0.794,
2011-12,0.819,
2012-01,0.859,
2012-02,0.874,
2012-03,0.784,
2012-04,0.922,
2012-05,0.700,
2012-06,0.789,
2012-07,0.719,
2012-08,0.684,
2012-09,0.656,
2012-10,0.647,
2012-11,0.585,
2012-12,0.617,
2013-01,0.690,
2013-02,0.697,
2013-03,0.760,
2013-04,0.761,
2013-05,0.760,
2013-06,0.917,
2013-07,0.831,
2013-08,0.768,
2013-09,0.864,
2013-10,0.932,
2013-11,0.849,
2013-12,0.776,
2014-01,0.753,
2014-02,0.724,
2014-03,0.715,
2014-04,0.644,
2014-05,0.743,
2014-06,0.831,
2014-07,0.774,
2014-08,0.778,
2014-09,1.026,
2014-10,0.988,
2014-11,1.307,
2014-12,1.386,
