"",BBK01.OEYB10H,BBK01.OEYB10H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:32,
2002-01,13.674,
2002-04,13.276,
2002-07,15.103,
2002-10,12.288,
2003-01,12.501,
2003-04,11.824,
2003-07,11.100,
2003-10,10.248,
2004-01,12.787,
2004-04,11.137,
2004-07,10.870,
2004-10,11.431,
2005-01,9.597,
2005-04,11.350,
2005-07,11.421,
2005-10,7.629,
2006-01,11.355,
2006-04,10.019,
2006-07,11.890,
2006-10,7.687,
2007-01,10.428,
2007-04,8.935,
2007-07,11.757,
2007-10,10.040,
2008-01,14.845,
2008-04,15.792,
2008-07,15.255,
2008-10,11.218,
2009-01,15.199,
2009-04,12.066,
2009-07,10.133,
2009-10,4.107,
2010-01,6.222,
2010-04,6.700,
2010-07,6.911,
2010-10,5.896,
2011-01,5.136,
2011-04,4.763,
2011-07,5.250,
2011-10,5.629,
2012-01,4.791,
2012-04,5.058,
2012-07,5.335,
2012-10,5.707,
2013-01,5.043,
2013-04,4.117,
2013-07,4.199,
2013-10,4.615,
2014-01,3.957,
2014-04,4.124,
2014-07,3.747,
