"",BBDE1.M.DE.Y.AEB5.N2C170000.F.C.I10.A,BBDE1.M.DE.Y.AEB5.N2C170000.F.C.I10.A_FLAGS
"",Orders received from abroad / At constant prices / Germany / 17 Manufacture of paper and paper products / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:23,
1991-01,46.7,
1991-02,46.0,
1991-03,45.1,
1991-04,47.1,
1991-05,45.6,
1991-06,46.3,
1991-07,47.5,
1991-08,44.5,
1991-09,46.3,
1991-10,48.4,
1991-11,47.0,
1991-12,46.8,
1992-01,48.3,
1992-02,47.5,
1992-03,48.1,
1992-04,45.4,
1992-05,47.4,
1992-06,46.4,
1992-07,45.6,
1992-08,46.6,
1992-09,45.7,
1992-10,45.7,
1992-11,46.8,
1992-12,43.6,
1993-01,44.7,
1993-02,43.7,
1993-03,44.8,
1993-04,44.6,
1993-05,43.1,
1993-06,46.9,
1993-07,46.1,
1993-08,47.9,
1993-09,43.0,
1993-10,45.6,
1993-11,47.6,
1993-12,51.1,
1994-01,49.3,
1994-02,51.9,
1994-03,52.1,
1994-04,53.2,
1994-05,53.7,
1994-06,53.4,
1994-07,52.6,
1994-08,56.2,
1994-09,58.4,
1994-10,57.0,
1994-11,58.5,
1994-12,64.9,
1995-01,58.3,
1995-02,62.9,
1995-03,60.4,
1995-04,61.9,
1995-05,57.7,
1995-06,58.3,
1995-07,52.3,
1995-08,48.4,
1995-09,51.9,
1995-10,53.8,
1995-11,52.6,
1995-12,52.7,
1996-01,53.8,
1996-02,51.9,
1996-03,56.0,
1996-04,55.7,
1996-05,60.5,
1996-06,59.4,
1996-07,63.3,
1996-08,63.7,
1996-09,68.2,
1996-10,68.2,
1996-11,62.6,
1996-12,64.1,
1997-01,68.8,
1997-02,70.5,
1997-03,69.2,
1997-04,65.9,
1997-05,66.9,
1997-06,68.7,
1997-07,71.2,
1997-08,72.8,
1997-09,72.6,
1997-10,73.7,
1997-11,70.6,
1997-12,73.4,
1998-01,72.1,
1998-02,66.3,
1998-03,64.2,
1998-04,66.5,
1998-05,62.8,
1998-06,67.6,
1998-07,65.4,
1998-08,66.1,
1998-09,60.7,
1998-10,59.8,
1998-11,62.5,
1998-12,61.2,
1999-01,64.3,
1999-02,66.1,
1999-03,69.6,
1999-04,68.3,
1999-05,69.7,
1999-06,69.1,
1999-07,73.9,
1999-08,77.5,
1999-09,72.9,
1999-10,71.2,
1999-11,74.1,
1999-12,71.8,
2000-01,72.4,
2000-02,75.0,
2000-03,77.7,
2000-04,81.1,
2000-05,77.6,
2000-06,79.9,
2000-07,76.6,
2000-08,75.6,
2000-09,75.0,
2000-10,78.7,
2000-11,76.1,
2000-12,78.3,
2001-01,74.9,
2001-02,73.0,
2001-03,71.6,
2001-04,71.9,
2001-05,75.5,
2001-06,75.5,
2001-07,72.1,
2001-08,78.2,
2001-09,78.8,
2001-10,80.1,
2001-11,82.1,
2001-12,82.7,
2002-01,79.1,
2002-02,81.7,
2002-03,84.0,
2002-04,83.1,
2002-05,85.0,
2002-06,80.1,
2002-07,80.6,
2002-08,78.5,
2002-09,83.8,
2002-10,83.2,
2002-11,81.9,
2002-12,84.0,
2003-01,82.4,
2003-02,83.0,
2003-03,81.4,
2003-04,81.7,
2003-05,77.7,
2003-06,75.7,
2003-07,81.0,
2003-08,82.8,
2003-09,81.5,
2003-10,82.1,
2003-11,82.7,
2003-12,86.6,
2004-01,82.6,
2004-02,84.0,
2004-03,82.1,
2004-04,85.2,
2004-05,86.1,
2004-06,86.0,
2004-07,87.8,
2004-08,85.8,
2004-09,88.3,
2004-10,85.2,
2004-11,86.5,
2004-12,87.0,
2005-01,87.6,
2005-02,86.1,
2005-03,86.6,
2005-04,85.1,
2005-05,93.7,
2005-06,94.9,
2005-07,89.1,
2005-08,90.4,
2005-09,90.1,
