"",BBK01.QUJ380,BBK01.QUJ380_FLAGS
"","Banks in Germany: Claims on non-residents, total / Croatia / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:39,
1994-01,0.110,
1994-02,0.111,
1994-03,0.115,
1994-04,0.109,
1994-05,0.111,
1994-06,0.115,
1994-07,0.123,
1994-08,0.118,
1994-09,0.123,
1994-10,0.127,
1994-11,0.125,
1994-12,0.129,
1995-01,0.129,
1995-02,0.129,
1995-03,0.127,
1995-04,0.129,
1995-05,0.131,
1995-06,0.165,
1995-07,0.167,
1995-08,0.166,
1995-09,0.188,
1995-10,0.174,
1995-11,0.174,
1995-12,0.225,
1996-01,0.223,
1996-02,0.240,
1996-03,0.264,
1996-04,0.242,
1996-05,0.250,
1996-06,0.247,
1996-07,0.281,
1996-08,0.303,
1996-09,0.326,
1996-10,0.336,
1996-11,0.335,
1996-12,0.499,
1997-01,0.464,
1997-02,0.484,
1997-03,0.478,
1997-04,0.515,
1997-05,0.530,
1997-06,0.596,
1997-07,0.677,
1997-08,0.733,
1997-09,0.819,
1997-10,0.812,
1997-11,0.893,
1997-12,0.967,
1998-01,0.966,
1998-02,1.055,
1998-03,1.118,
1998-04,1.118,
1998-05,1.086,
1998-06,1.047,
1998-07,1.067,
1998-08,1.056,
1998-09,1.044,
1998-10,1.032,
1998-11,1.047,
1998-12,1.046,
1999-01,1.055,
1999-02,1.104,
1999-03,1.544,
1999-04,1.110,
1999-05,1.104,
1999-06,1.107,
1999-07,1.100,
1999-08,1.090,
1999-09,1.095,
1999-10,1.095,
1999-11,1.108,
1999-12,1.128,
2000-01,1.139,
2000-02,1.143,
2000-03,1.180,
2000-04,1.246,
2000-05,1.222,
2000-06,1.205,
2000-07,1.292,
2000-08,1.369,
2000-09,1.392,
2000-10,1.492,
2000-11,1.503,
2000-12,1.519,
2001-01,1.616,
2001-02,1.626,
2001-03,1.746,
2001-04,1.702,
2001-05,1.784,
2001-06,1.693,
2001-07,1.670,
2001-08,1.701,
2001-09,1.682,
2001-10,1.637,
2001-11,1.644,
2001-12,1.635,
2002-01,1.639,
2002-02,1.626,
2002-03,1.609,
2002-04,1.519,
2002-05,1.497,
2002-06,1.505,
2002-07,1.570,
2002-08,1.469,
2002-09,1.501,
2002-10,1.604,
2002-11,1.819,
2002-12,2.026,
2003-01,2.035,
2003-02,1.949,
2003-03,2.044,
2003-04,2.061,
2003-05,2.061,
2003-06,2.113,
2003-07,1.952,
2003-08,1.983,
2003-09,2.007,
2003-10,2.083,
2003-11,2.405,
2003-12,2.237,
2004-01,2.430,
2004-02,2.554,
2004-03,2.496,
2004-04,2.544,
2004-05,2.606,
2004-06,2.725,
2004-07,2.364,
2004-08,2.263,
2004-09,2.182,
2004-10,2.239,
2004-11,2.256,
2004-12,2.256,
2005-01,2.448,
2005-02,2.311,
2005-03,2.359,
2005-04,2.288,
2005-05,2.309,
2005-06,2.456,
2005-07,2.433,
2005-08,2.557,
2005-09,2.456,
2005-10,2.547,
2005-11,2.535,
2005-12,2.640,
2006-01,2.609,
2006-02,2.740,
2006-03,2.624,
2006-04,2.713,
2006-05,2.722,
2006-06,2.790,
2006-07,2.707,
2006-08,2.384,
2006-09,2.383,
2006-10,2.459,
2006-11,2.430,
2006-12,2.653,
2007-01,2.642,
2007-02,2.744,
2007-03,2.668,
2007-04,2.667,
2007-05,2.628,
2007-06,2.579,
2007-07,2.616,
2007-08,2.464,
2007-09,2.496,
2007-10,2.505,
2007-11,2.589,
2007-12,2.952,
2008-01,2.954,
2008-02,3.073,
2008-03,3.150,
2008-04,3.116,
2008-05,3.089,
2008-06,3.147,
2008-07,3.130,
2008-08,2.902,
2008-09,2.751,
2008-10,2.902,
2008-11,2.933,
2008-12,2.908,
2009-01,2.986,
2009-02,2.867,
2009-03,2.777,
2009-04,2.722,
2009-05,2.602,
2009-06,2.572,
2009-07,2.578,
2009-08,2.570,
2009-09,2.565,
2009-10,2.591,
2009-11,2.626,
2009-12,2.637,
2010-01,2.615,
2010-02,2.536,
2010-03,2.498,
2010-04,2.484,
2010-05,2.444,
2010-06,2.457,
2010-07,2.437,
2010-08,2.278,
2010-09,2.181,
2010-10,2.199,
2010-11,2.174,
2010-12,2.343,
2011-01,2.242,
2011-02,2.242,
2011-03,2.231,
2011-04,2.217,
2011-05,2.208,
2011-06,2.105,
2011-07,1.993,
2011-08,1.964,
2011-09,1.962,
2011-10,1.849,
2011-11,1.874,
2011-12,1.854,
2012-01,1.858,
2012-02,1.798,
2012-03,1.811,
2012-04,1.742,
2012-05,1.783,
2012-06,1.725,
2012-07,1.694,
2012-08,1.635,
2012-09,1.546,
2012-10,1.710,
2012-11,1.717,
2012-12,1.650,
2013-01,1.610,
2013-02,1.619,
2013-03,1.611,
2013-04,1.518,
2013-05,1.616,
2013-06,1.649,
2013-07,1.434,
2013-08,1.388,
2013-09,1.362,
2013-10,1.275,
2013-11,1.323,
2013-12,1.326,
2014-01,1.432,
2014-02,1.393,
2014-03,1.467,
2014-04,1.393,
2014-05,1.384,
2014-06,1.450,
2014-07,1.279,
2014-08,1.270,
2014-09,1.268,
2014-10,1.262,
2014-11,1.285,
2014-12,1.379,
