"",BBK01.QUF814,BBK01.QUF814_FLAGS
"","All foreign subsidiaries: Liabilities to non-residents, total / Malta / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:15:44,
2004-12,0.010,
2005-01,0.024,
2005-02,0.024,
2005-03,0.015,
2005-04,0.014,
2005-05,0.013,
2005-06,0.021,
2005-07,0.025,
2005-08,0.047,
2005-09,0.010,
2005-10,0.008,
2005-11,0.012,
2005-12,0.014,
2006-01,0.024,
2006-02,0.025,
2006-03,0.052,
2006-04,0.038,
2006-05,0.035,
2006-06,0.034,
2006-07,0.039,
2006-08,0.038,
2006-09,0.081,
2006-10,0.077,
2006-11,0.042,
2006-12,4.049,
2007-01,4.040,
2007-02,4.049,
2007-03,4.062,
2007-04,4.075,
2007-05,4.087,
2007-06,2.941,
2007-07,0.879,
2007-08,0.111,
2007-09,0.121,
2007-10,0.150,
2007-11,0.072,
2007-12,0.858,
2008-01,0.137,
2008-02,0.143,
2008-03,0.391,
2008-04,0.166,
2008-05,0.156,
2008-06,0.175,
2008-07,0.116,
2008-08,0.143,
2008-09,0.192,
2008-10,0.128,
2008-11,0.060,
2008-12,0.047,
2009-01,0.086,
2009-02,0.059,
2009-03,0.068,
2009-04,0.643,
2009-05,0.195,
2009-06,0.188,
2009-07,0.187,
2009-08,0.220,
2009-09,0.222,
2009-10,0.343,
2009-11,0.319,
2009-12,0.341,
2010-01,0.372,
2010-02,0.246,
2010-03,1.191,
2010-04,1.237,
2010-05,2.236,
2010-06,1.068,
2010-07,1.003,
2010-08,1.117,
2010-09,0.890,
2010-10,0.474,
2010-11,0.924,
2010-12,1.070,
2011-01,1.739,
2011-02,1.739,
2011-03,1.743,
2011-04,1.846,
2011-05,1.838,
2011-06,1.831,
2011-07,1.866,
2011-08,1.824,
2011-09,1.675,
2011-10,1.702,
2011-11,2.132,
2011-12,1.660,
2012-01,1.674,
2012-02,1.677,
2012-03,0.966,
2012-04,0.548,
2012-05,0.520,
2012-06,0.281,
2012-07,0.386,
2012-08,1.424,
2012-09,2.292,
2012-10,2.027,
2012-11,1.971,
2012-12,1.851,
2013-01,1.819,
2013-02,1.833,
2013-03,2.362,
2013-04,1.853,
2013-05,1.998,
2013-06,2.496,
2013-07,2.501,
2013-08,2.725,
2013-09,2.204,
2013-10,1.376,
2013-11,1.661,
2013-12,1.792,
2014-01,1.844,
2014-02,0.960,
2014-03,0.967,
2014-04,0.564,
2014-05,0.550,
2014-06,0.548,
2014-07,0.530,
2014-08,0.536,
2014-09,0.568,
2014-10,0.488,
2014-11,0.499,
