"",BBK01.TUE360,BBK01.TUE360_FLAGS
"",Lending to enterprises and households / Shares and other equities / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:01,
1997-09,218816,
1997-10,222426,
1997-11,226427,
1997-12,238251,
1998-01,252029,
1998-02,260121,
1998-03,276628,
1998-04,285249,
1998-05,291580,
1998-06,286152,
1998-07,278633,
1998-08,272214,
1998-09,325325,
1998-10,326596,
1998-11,341626,
1998-12,356247,
1999-01,371317,
1999-02,378663,
1999-03,399153,
1999-04,412313,
1999-05,425559,
1999-06,418578,
1999-07,417380,
1999-08,416276,
1999-09,411748,
1999-10,414775,
1999-11,430760,
1999-12,448962,
2000-01,453392,
2000-02,468765,
2000-03,509540,
2000-04,522251,
2000-05,535905,
2000-06,504389,
2000-07,509063,
2000-08,510707,
2000-09,513680,
2000-10,514018,
2000-11,515828,
2000-12,521765,
2001-01,542987,
2001-02,549884,
2001-03,567070,
2001-04,586861,
2001-05,587275,
2001-06,557529,
2001-07,552285,
2001-08,545126,
2001-09,534747,
2001-10,543726,
2001-11,544634,
2001-12,568147,
2002-01,568122,
2002-02,566735,
2002-03,560683,
2002-04,566776,
2002-05,568873,
2002-06,563854,
2002-07,549120,
2002-08,559146,
2002-09,549062,
2002-10,561647,
2002-11,566864,
2002-12,572651,
2003-01,568717,
2003-02,565268,
2003-03,572796,
2003-04,591447,
2003-05,603365,
2003-06,598717,
2003-07,621431,
2003-08,624102,
2003-09,619843,
2003-10,617714,
2003-11,627557,
2003-12,627984,
2004-01,636642,
2004-02,636930,
2004-03,653502,
2004-04,676361,
2004-05,673600,
2004-06,666779,
2004-07,656973,
2004-08,647129,
2004-09,647186,
2004-10,651155,
2004-11,664031,
2004-12,669898,
2005-01,681870,
2005-02,683231,
2005-03,687624,
2005-04,744088,
2005-05,743286,
2005-06,715507,
2005-07,714449,
2005-08,715444,
2005-09,731016,
2005-10,707480,
2005-11,713100,
2005-12,710805,
2006-01,728769,
2006-02,748506,
2006-03,785144,
2006-04,836633,
2006-05,826868,
2006-06,787520,
2006-07,793051,
2006-08,800031,
2006-09,810033,
2006-10,829396,
2006-11,837251,
2006-12,813286,
2007-01,824776,
2007-02,813200,
2007-03,835952,
2007-04,892136,
2007-05,889245,
2007-06,852726,
2007-07,839406,
2007-08,829635,
2007-09,828510,
2007-10,878101,
2007-11,872326,
2007-12,883740,
2008-01,892679,
2008-02,871914,
2008-03,870272,
2008-04,925751,
2008-05,918281,
2008-06,860026,
2008-07,878386,
2008-08,879421,
2008-09,875370,
2008-10,836017,
2008-11,824532,
2008-12,785250,
2009-01,788225,
2009-02,775753,
2009-03,768440,
2009-04,796021,
2009-05,793251,
2009-06,783319,
2009-07,779711,
2009-08,782788,
2009-09,798034,
2009-10,799561,
2009-11,811975,
2009-12,813104,
2010-01,816961,
2010-02,803331,
2010-03,795159,
2010-04,826410,
2010-05,801824,
2010-06,783899,
2010-07,785196,
2010-08,795689,
2010-09,797552,
2010-10,805015,
2010-11,816728,
2010-12,800566,
2011-01,815899,
2011-02,808141,
2011-03,779615,
2011-04,822972,
2011-05,800083,
2011-06,789457,
2011-07,782624,
2011-08,765747,
2011-09,752845,
2011-10,752134,
2011-11,754470,
2011-12,741021,
2012-01,749299,
2012-02,747040,
2012-03,757334,
2012-04,768585,
2012-05,752108,
2012-06,732452,
2012-07,736779,
2012-08,739118,
2012-09,750347,
2012-10,747755,
2012-11,761489,
2012-12,766960,
2013-01,780674,
2013-02,775800,
2013-03,784734,
2013-04,815422,
2013-05,810209,
2013-06,792558,
2013-07,785687,
2013-08,781612,
2013-09,792678,
2013-10,793309,
2013-11,795213,
2013-12,792050,
2014-01,794661,
2014-02,792285,
2014-03,804194,
2014-04,825550,
2014-05,814996,
2014-06,805487,
2014-07,805677,
2014-08,802712,
2014-09,804248,
2014-10,800549,
2014-11,805886,
2014-12,768401,
2015-01,777301,
