"",BBK01.OEAH22H,BBK01.OEAH22H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:51,
2002-01,19.819,
2002-04,20.131,
2002-07,20.223,
2002-10,19.966,
2003-01,19.612,
2003-04,19.139,
2003-07,18.722,
2003-10,18.679,
2004-01,18.502,
2004-04,18.009,
2004-07,17.929,
2004-10,17.944,
2005-01,17.572,
2005-04,17.270,
2005-07,16.801,
2005-10,16.820,
2006-01,17.320,
2006-04,18.068,
2006-07,18.711,
2006-10,19.638,
2007-01,21.024,
2007-04,22.027,
2007-07,23.246,
2007-10,24.592,
2008-01,25.433,
2008-04,26.298,
2008-07,27.601,
2008-10,28.392,
2009-01,26.175,
2009-04,22.954,
2009-07,20.245,
2009-10,19.324,
2010-01,18.428,
2010-04,17.652,
2010-07,17.205,
2010-10,17.197,
2011-01,17.715,
2011-04,18.662,
2011-07,18.946,
2011-10,19.102,
2012-01,18.455,
2012-04,17.630,
2012-07,16.405,
2012-10,15.103,
2013-01,13.748,
2013-04,12.635,
2013-07,12.111,
2013-10,11.749,
2014-01,11.169,
2014-04,10.672,
2014-07,10.127,
