"",BBK01.OEAE19H,BBK01.OEAE19H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:03:10,
2002-01,12.759,
2002-04,12.778,
2002-07,12.298,
2002-10,12.160,
2003-01,11.167,
2003-04,10.874,
2003-07,10.650,
2003-10,11.667,
2004-01,11.357,
2004-04,11.763,
2004-07,11.563,
2004-10,11.361,
2005-01,11.123,
2005-04,11.398,
2005-07,11.508,
2005-10,11.869,
2006-01,11.639,
2006-04,11.257,
2006-07,11.663,
2006-10,11.383,
2007-01,11.189,
2007-04,11.372,
2007-07,11.351,
2007-10,12.646,
2008-01,13.190,
2008-04,12.941,
2008-07,12.542,
2008-10,14.057,
2009-01,13.803,
2009-04,12.605,
2009-07,12.880,
2009-10,13.206,
2010-01,11.277,
2010-04,11.247,
2010-07,10.253,
2010-10,10.502,
2011-01,10.371,
2011-04,10.207,
2011-07,12.625,
2011-10,12.545,
2012-01,11.502,
2012-04,12.036,
2012-07,12.379,
2012-10,12.723,
2013-01,12.854,
2013-04,13.186,
2013-07,13.551,
2013-10,13.574,
2014-01,14.317,
2014-04,15.410,
2014-07,15.759,
