"",BBFB1.M.N.DE.W1.S1.S1.T.D.SC13._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SC13._Z._Z._Z._T._X.N_FLAGS
"",Current account / Transport / Sea transport / Sonstige / Expenditure / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:37:14,
1991-01,130.933,
1991-02,130.327,
1991-03,115.038,
1991-04,131.919,
1991-05,138.616,
1991-06,127.540,
1991-07,147.689,
1991-08,145.171,
1991-09,155.562,
1991-10,131.218,
1991-11,140.023,
1991-12,123.233,
1992-01,171.240,
1992-02,123.822,
1992-03,134.006,
1992-04,130.539,
1992-05,132.380,
1992-06,149.442,
1992-07,165.239,
1992-08,140.042,
1992-09,148.856,
1992-10,144.198,
1992-11,149.392,
1992-12,125.692,
1993-01,163.697,
1993-02,110.665,
1993-03,127.580,
1993-04,133.127,
1993-05,129.854,
1993-06,157.741,
1993-07,141.207,
1993-08,165.082,
1993-09,158.647,
1993-10,128.857,
1993-11,143.045,
1993-12,156.671,
1994-01,182.223,
1994-02,116.109,
1994-03,143.315,
1994-04,155.485,
1994-05,138.878,
1994-06,179.490,
1994-07,168.363,
1994-08,174.796,
1994-09,154.314,
1994-10,153.045,
1994-11,159.926,
1994-12,157.778,
1995-01,164.971,
1995-02,119.856,
1995-03,164.622,
1995-04,159.040,
1995-05,161.112,
1995-06,174.147,
1995-07,178.213,
1995-08,176.154,
1995-09,140.989,
1995-10,169.109,
1995-11,162.852,
1995-12,153.421,
1996-01,202.329,
1996-02,182.019,
1996-03,186.744,
1996-04,191.638,
1996-05,209.715,
1996-06,205.119,
1996-07,187.093,
1996-08,227.105,
1996-09,191.596,
1996-10,203.131,
1996-11,182.367,
1996-12,206.141,
1997-01,232.204,
1997-02,170.305,
1997-03,188.055,
1997-04,212.125,
1997-05,207.587,
1997-06,201.813,
1997-07,214.749,
1997-08,228.749,
1997-09,221.532,
1997-10,215.980,
1997-11,217.700,
1997-12,217.047,
1998-01,254.891,
1998-02,199.458,
1998-03,213.865,
1998-04,221.277,
1998-05,229.314,
1998-06,234.495,
1998-07,230.669,
1998-08,284.447,
1998-09,259.024,
1998-10,215.914,
1998-11,206.036,
1998-12,219.340,
1999-01,228.475,
1999-02,213.543,
1999-03,202.341,
1999-04,258.810,
1999-05,224.352,
1999-06,242.754,
1999-07,262.603,
1999-08,230.452,
1999-09,278.257,
1999-10,233.302,
1999-11,243.910,
1999-12,290.387,
2000-01,266.266,
2000-02,232.771,
2000-03,281.751,
2000-04,288.796,
2000-05,296.906,
2000-06,348.551,
2000-07,326.600,
2000-08,320.051,
2000-09,318.719,
2000-10,303.791,
2000-11,394.079,
2000-12,347.382,
2001-01,312.656,
2001-02,304.346,
2001-03,344.138,
2001-04,275.626,
2001-05,351.385,
2001-06,354.057,
2001-07,321.266,
2001-08,331.307,
2001-09,319.657,
2001-10,325.358,
2001-11,362.007,
2001-12,269.791,
2002-01,291.901,
2002-02,329.714,
2002-03,329.766,
2002-04,303.578,
2002-05,341.270,
2002-06,347.238,
2002-07,304.737,
2002-08,348.852,
2002-09,330.945,
2002-10,329.940,
2002-11,303.583,
2002-12,329.409,
2003-01,311.365,
2003-02,312.269,
2003-03,311.803,
2003-04,293.296,
2003-05,275.985,
2003-06,274.181,
2003-07,291.708,
2003-08,288.536,
2003-09,294.696,
2003-10,307.037,
2003-11,279.294,
2003-12,309.932,
2004-01,292.440,
2004-02,288.990,
2004-03,353.101,
2004-04,316.426,
2004-05,325.527,
2004-06,350.129,
2004-07,332.912,
2004-08,359.089,
2004-09,347.846,
2004-10,331.042,
2004-11,338.153,
2004-12,362.438,
2005-01,345.457,
2005-02,307.055,
2005-03,370.018,
2005-04,365.878,
2005-05,381.564,
2005-06,435.463,
2005-07,392.991,
2005-08,424.967,
2005-09,434.701,
2005-10,425.438,
2005-11,452.736,
2005-12,448.330,
2006-01,431.893,
2006-02,438.214,
2006-03,479.146,
2006-04,433.290,
2006-05,511.831,
2006-06,537.569,
2006-07,536.979,
2006-08,606.365,
2006-09,597.502,
2006-10,619.819,
2006-11,610.943,
2006-12,609.288,
2007-01,623.809,
2007-02,587.102,
2007-03,621.474,
2007-04,585.815,
2007-05,647.966,
2007-06,636.597,
2007-07,654.699,
2007-08,715.002,
2007-09,635.092,
2007-10,708.929,
2007-11,720.901,
2007-12,646.175,
2008-01,798.819,
2008-02,904.280,
2008-03,849.003,
2008-04,921.177,
2008-05,883.409,
2008-06,844.933,
2008-07,810.631,
2008-08,766.777,
2008-09,759.373,
2008-10,785.097,
2008-11,701.950,
2008-12,628.704,
2009-01,579.640,
2009-02,726.311,
2009-03,771.578,
2009-04,722.431,
2009-05,666.887,
2009-06,720.267,
2009-07,756.056,
2009-08,722.758,
2009-09,751.608,
2009-10,675.691,
2009-11,722.632,
2009-12,726.197,
2010-01,645.103,
2010-02,717.458,
2010-03,844.887,
2010-04,823.724,
2010-05,854.593,
2010-06,942.713,
2010-07,922.008,
2010-08,934.051,
2010-09,904.086,
2010-10,817.345,
2010-11,915.684,
2010-12,944.179,
2011-01,629.304,
2011-02,894.623,
2011-03,982.795,
2011-04,895.442,
2011-05,958.490,
2011-06,937.824,
2011-07,919.462,
2011-08,975.803,
2011-09,1006.668,
2011-10,933.726,
2011-11,1013.216,
2011-12,984.685,
2012-01,1011.510,
2012-02,1001.266,
2012-03,1048.088,
2012-04,988.966,
2012-05,1073.312,
2012-06,1015.057,
2012-07,1049.283,
2012-08,1061.154,
2012-09,964.605,
2012-10,1009.767,
2012-11,1010.993,
2012-12,989.293,
