"",BBK01.OEAH23O,BBK01.OEAH23O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:56,
2002-01,1.275,
2002-04,1.265,
2002-07,1.275,
2002-10,1.317,
2003-01,1.255,
2003-04,1.181,
2003-07,1.150,
2003-10,1.192,
2004-01,1.087,
2004-04,1.018,
2004-07,0.989,
2004-10,1.122,
2005-01,1.162,
2005-04,1.170,
2005-07,1.149,
2005-10,1.240,
2006-01,1.372,
2006-04,1.584,
2006-07,1.809,
2006-10,2.074,
2007-01,2.664,
2007-04,3.237,
2007-07,3.882,
2007-10,4.539,
2008-01,4.962,
2008-04,5.348,
2008-07,5.697,
2008-10,6.204,
2009-01,5.578,
2009-04,4.388,
2009-07,3.491,
2009-10,2.894,
2010-01,2.356,
2010-04,2.116,
2010-07,1.995,
2010-10,2.130,
2011-01,2.122,
2011-04,2.264,
2011-07,2.351,
2011-10,2.530,
2012-01,2.593,
2012-04,2.497,
2012-07,2.315,
2012-10,2.316,
2013-01,1.791,
2013-04,1.555,
2013-07,1.432,
2013-10,1.505,
2014-01,1.265,
2014-04,1.205,
2014-07,1.178,
