"",BBK01.OUK001,BBK01.OUK001_FLAGS
"",Money market paper issued by banks (MFIs) / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:44:23,
1993-12,0.747,
1994-01,0.441,
1994-02,0.275,
1994-03,0.225,
1994-04,0.183,
1994-05,0.089,
1994-06,0.012,
1994-07,0.011,
1994-08,0.001,
1994-09,0.004,
1994-10,0.002,
1994-11,0.013,
1994-12,0.017,
1995-01,0.016,
1995-02,0.014,
1995-03,0.022,
1995-04,0.015,
1995-05,0.019,
1995-06,0.014,
1995-07,0.021,
1995-08,0.019,
1995-09,0.022,
1995-10,0.009,
1995-11,0.009,
1995-12,0.138,
1996-01,0.015,
1996-02,0.014,
1996-03,0.017,
1996-04,0.019,
1996-05,0.015,
1996-06,0.011,
1996-07,0.036,
1996-08,0.038,
1996-09,0.038,
1996-10,0.036,
1996-11,0.052,
1996-12,0.038,
1997-01,0.044,
1997-02,0.037,
1997-03,0.032,
1997-04,0.035,
1997-05,0.030,
1997-06,0.030,
1997-07,0.002,
1997-08,0.011,
1997-09,0.010,
1997-10,0.007,
1997-11,0.008,
1997-12,0.007,
1998-01,0.011,
1998-02,0.007,
1998-03,0.008,
1998-04,0.008,
1998-05,0.013,
1998-06,0.010,
1998-07,0.014,
1998-08,0.010,
1998-09,0.002,
1998-10,0.001,
1998-11,0.003,
1998-12,0.002,
1999-01,0.002,
1999-02,0.001,
1999-03,0.182,
1999-04,0.247,
1999-05,0.180,
1999-06,0.184,
1999-07,0.214,
1999-08,0.386,
1999-09,0.431,
1999-10,0.423,
1999-11,0.405,
1999-12,0.451,
2000-01,0.452,
2000-02,0.459,
2000-03,0.397,
2000-04,0.401,
2000-05,0.452,
2000-06,0.449,
2000-07,0.429,
2000-08,0.667,
2000-09,0.939,
2000-10,0.754,
2000-11,0.923,
2000-12,0.783,
2001-01,0.896,
2001-02,0.896,
2001-03,1.030,
2001-04,0.748,
2001-05,0.672,
2001-06,0.587,
2001-07,0.633,
2001-08,0.382,
2001-09,0.389,
2001-10,0.184,
2001-11,0.014,
2001-12,0.018,
2002-01,0.006,
2002-02,0.001,
2002-03,0.001,
2002-04,0.001,
2002-05,0.001,
2002-06,0.001,
2002-07,-,Nothing exists
2002-08,0.042,
2002-09,0.249,
2002-10,0.234,
2002-11,0.289,
2002-12,0.286,
2003-01,0.044,
2003-02,0.054,
2003-03,0.052,
2003-04,0.180,
2003-05,0.299,
2003-06,0.249,
2003-07,0.264,
2003-08,0.264,
2003-09,0.291,
2003-10,0.314,
2003-11,0.796,
2003-12,0.703,
2004-01,0.604,
2004-02,0.441,
2004-03,0.589,
2004-04,0.591,
2004-05,0.482,
2004-06,0.480,
2004-07,0.507,
2004-08,0.458,
2004-09,0.406,
2004-10,0.240,
2004-11,0.685,
2004-12,0.771,
2005-01,1.375,
2005-02,1.222,
2005-03,1.567,
2005-04,1.507,
2005-05,1.237,
2005-06,1.172,
2005-07,1.227,
2005-08,1.395,
2005-09,1.194,
2005-10,1.227,
2005-11,1.149,
2005-12,1.308,
2006-01,1.005,
2006-02,0.843,
2006-03,0.948,
2006-04,0.878,
2006-05,0.667,
2006-06,0.395,
2006-07,0.270,
2006-08,0.267,
2006-09,0.270,
2006-10,0.528,
2006-11,0.701,
2006-12,0.860,
2007-01,0.867,
2007-02,0.915,
2007-03,0.513,
2007-04,0.523,
2007-05,0.443,
2007-06,0.776,
2007-07,0.982,
2007-08,1.257,
2007-09,1.530,
2007-10,1.823,
2007-11,2.171,
2007-12,2.642,
2008-01,2.095,
2008-02,1.856,
2008-03,1.836,
2008-04,2.210,
2008-05,2.239,
2008-06,2.010,
2008-07,2.229,
2008-08,1.931,
2008-09,2.213,
2008-10,2.013,
2008-11,3.555,
2008-12,3.501,
2009-01,3.263,
2009-02,4.017,
2009-03,2.795,
2009-04,2.667,
2009-05,1.644,
2009-06,1.350,
2009-07,0.872,
2009-08,0.511,
2009-09,0.357,
2009-10,0.032,
2009-11,0.333,
2009-12,0.614,
2010-01,1.102,
2010-02,0.900,
2010-03,0.867,
2010-04,0.852,
2010-05,1.788,
2010-06,1.445,
2010-07,1.293,
2010-08,0.940,
2010-09,0.785,
2010-10,0.133,
2010-11,0.024,
2010-12,0.077,
2011-01,0.093,
2011-02,0.052,
2011-03,0.080,
2011-04,0.046,
2011-05,0.040,
2011-06,0.032,
2011-07,0.023,
2011-08,0.027,
2011-09,0.016,
2011-10,0.015,
2011-11,0.027,
2011-12,0.157,
2012-01,0.092,
2012-02,0.155,
2012-03,0.092,
2012-04,0.083,
2012-05,0.070,
2012-06,0.038,
2012-07,0.031,
2012-08,0.060,
2012-09,0.049,
2012-10,0.046,
2012-11,0.058,
2012-12,0.234,
2013-01,0.052,
2013-02,0.033,
2013-03,0.056,
2013-04,0.025,
2013-05,0.027,
2013-06,0.025,
2013-07,0.026,
2013-08,0.031,
2013-09,0.043,
2013-10,0.039,
2013-11,0.009,
2013-12,0.241,
2014-01,0.010,
2014-02,0.040,
2014-03,0.043,
2014-04,0.024,
2014-05,0.016,
2014-06,0.007,
2014-07,0.028,
2014-08,0.039,
2014-09,0.053,
2014-10,0.051,
2014-11,0.046,
2014-12,0.178,Provisional value
