"",BBK01.OUA247,BBK01.OUA247_FLAGS
"",Time deposits of non-profit institutions / for more than two years / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:21:19,
1968-12,0.427,
1969-01,0.440,
1969-02,0.441,
1969-03,0.448,
1969-04,0.450,
1969-05,0.455,
1969-06,0.466,
1969-07,0.464,
1969-08,0.463,
1969-09,0.454,
1969-10,0.461,
1969-11,0.486,
1969-12,0.486,
1970-01,0.499,
1970-02,0.508,
1970-03,0.510,
1970-04,0.514,
1970-05,0.497,
1970-06,0.491,
1970-07,0.495,
1970-08,0.515,
1970-09,0.541,
1970-10,0.556,
1970-11,0.567,
1970-12,0.588,
1971-01,0.596,
1971-02,0.624,
1971-03,0.643,
1971-04,0.655,
1971-05,0.650,
1971-06,0.659,
1971-07,0.674,
1971-08,0.681,
1971-09,0.676,
1971-10,0.677,
1971-11,0.686,
1971-12,0.722,
1972-01,0.674,
1972-02,0.721,
1972-03,0.747,
1972-04,0.748,
1972-05,0.755,
1972-06,0.767,
1972-07,0.782,
1972-08,0.784,
1972-09,0.776,
1972-10,0.713,
1972-11,0.746,
1972-12,0.822,
1973-01,0.817,
1973-02,0.852,
1973-03,0.824,
1973-04,0.834,
1973-05,0.840,
1973-06,0.859,
1973-07,0.861,
1973-08,0.861,
1973-09,0.869,
1973-10,0.875,
1973-11,0.884,
1973-12,0.889,
1974-01,0.888,
1974-02,0.885,
1974-03,0.891,
1974-04,0.895,
1974-05,0.902,
1974-06,0.909,
1974-07,0.956,
1974-08,0.974,
1974-09,0.971,
1974-10,0.963,
1974-11,0.973,
1974-12,0.984,
1975-01,0.925,
1975-02,0.940,
1975-03,0.952,
1975-04,0.960,
1975-05,1.002,
1975-06,1.001,
1975-07,1.005,
1975-08,1.009,
1975-09,1.011,
1975-10,1.011,
1975-11,1.021,
1975-12,1.027,
1976-01,1.039,
1976-02,1.042,
1976-03,1.067,
1976-04,1.073,
1976-05,1.078,
1976-06,1.089,
1976-07,1.088,
1976-08,1.103,
1976-09,1.111,
1976-10,1.121,
1976-11,1.128,
1976-12,1.146,
1977-01,1.163,
1977-02,1.190,
1977-03,1.192,
1977-04,1.203,
1977-05,1.204,
1977-06,1.233,
1977-07,1.250,
1977-08,1.251,
1977-09,1.256,
1977-10,1.269,
1977-11,1.254,
1977-12,1.263,
1978-01,1.300,
1978-02,1.336,
1978-03,1.357,
1978-04,1.373,
1978-05,1.379,
1978-06,1.406,
1978-07,1.462,
1978-08,1.470,
1978-09,1.471,
1978-10,1.499,
1978-11,1.503,
1978-12,1.530,
1979-01,1.513,
1979-02,1.521,
1979-03,1.537,
1979-04,1.560,
1979-05,1.555,
1979-06,1.584,
1979-07,1.602,
1979-08,1.603,
1979-09,1.609,
1979-10,1.651,
1979-11,1.659,
1979-12,1.660,
1980-01,1.672,
1980-02,1.657,
1980-03,1.670,
1980-04,1.661,
1980-05,1.693,
1980-06,1.721,
1980-07,1.736,
1980-08,1.724,
1980-09,1.729,
1980-10,1.682,
1980-11,1.702,
1980-12,1.708,
1981-01,1.756,
1981-02,1.781,
1981-03,1.786,
1981-04,1.785,
1981-05,1.801,
1981-06,1.854,
1981-07,1.857,
1981-08,1.888,
1981-09,1.894,
1981-10,1.995,
1981-11,1.995,
1981-12,1.986,
1982-01,1.996,
1982-02,1.995,
1982-03,2.006,
1982-04,1.997,
1982-05,1.989,
1982-06,1.964,
1982-07,2.022,
1982-08,2.034,
1982-09,2.031,
1982-10,2.036,
1982-11,2.051,
1982-12,2.062,
1983-01,2.136,
1983-02,2.156,
1983-03,2.168,
1983-04,2.216,
1983-05,2.231,
1983-06,2.240,
1983-07,2.279,
1983-08,2.259,
1983-09,2.253,
1983-10,2.275,
1983-11,2.277,
1983-12,2.285,
1984-01,2.289,
1984-02,2.324,
1984-03,2.301,
1984-04,2.322,
1984-05,2.322,
1984-06,2.349,
1984-07,2.348,
1984-08,2.365,
1984-09,2.387,
1984-10,2.439,
1984-11,2.478,
1984-12,2.486,
1985-01,2.496,
1985-02,2.515,
1985-03,2.525,
1985-04,2.560,
1985-05,2.612,
1985-06,2.627,
1985-07,2.671,
1985-08,2.659,
1985-09,2.645,
1985-10,2.713,
1985-11,2.730,
1985-12,2.702,
1986-01,2.692,
1986-02,2.701,
1986-03,2.710,
1986-04,2.721,
1986-05,2.735,
1986-06,2.752,
1986-07,2.726,
1986-08,2.749,
1986-09,2.776,
1986-10,2.824,
1986-11,2.844,
1986-12,2.859,
1987-01,2.867,
1987-02,2.894,
1987-03,2.933,
1987-04,2.939,
1987-05,3.011,
1987-06,3.015,
1987-07,3.062,
1987-08,3.136,
1987-09,3.163,
1987-10,3.227,
1987-11,3.228,
1987-12,3.303,
1988-01,3.372,
1988-02,3.438,
1988-03,3.426,
1988-04,3.465,
1988-05,3.481,
1988-06,3.521,
1988-07,3.579,
1988-08,3.646,
1988-09,3.675,
1988-10,3.716,
1988-11,3.704,
1988-12,3.859,
1989-01,3.876,
1989-02,3.885,
1989-03,3.920,
1989-04,4.013,
1989-05,4.033,
1989-06,4.072,
1989-07,4.125,
1989-08,4.170,
1989-09,4.213,
1989-10,4.257,
1989-11,4.307,
1989-12,4.287,
1990-01,4.388,
1990-02,4.435,
1990-03,4.521,
1990-04,4.544,
1990-05,4.410,
1990-06,4.488,
1990-07,4.522,
1990-08,4.565,
1990-09,4.527,
1990-10,4.530,
1990-11,4.551,
1990-12,4.636,
1991-01,4.705,
1991-02,4.722,
1991-03,4.729,
1991-04,4.721,
1991-05,4.733,
1991-06,4.719,
1991-07,4.757,
1991-08,4.780,
1991-09,4.801,
1991-10,4.817,
1991-11,4.787,
1991-12,4.821,
1992-01,4.832,
1992-02,4.851,
1992-03,4.861,
1992-04,4.848,
1992-05,4.831,
1992-06,4.846,
1992-07,4.865,
1992-08,4.819,
1992-09,4.852,
1992-10,4.876,
1992-11,4.787,
1992-12,4.950,
1993-01,4.914,
1993-02,5.059,
1993-03,5.017,
1993-04,5.101,
1993-05,5.208,
1993-06,5.232,
1993-07,5.356,
1993-08,5.405,
1993-09,5.383,
1993-10,5.430,
1993-11,5.452,
1993-12,5.586,
1994-01,5.660,
1994-02,5.736,
1994-03,5.678,
1994-04,5.728,
1994-05,5.734,
1994-06,5.782,
1994-07,5.846,
1994-08,5.916,
1994-09,5.996,
1994-10,6.057,
1994-11,6.043,
1994-12,6.177,
1995-01,5.554,
1995-02,5.348,
1995-03,4.872,
1995-04,4.733,
1995-05,4.666,
1995-06,4.580,
1995-07,4.684,
1995-08,4.686,
1995-09,4.667,
1995-10,4.620,
1995-11,4.581,
1995-12,4.174,
1996-01,4.128,
1996-02,4.207,
1996-03,4.397,
1996-04,3.989,
1996-05,3.986,
1996-06,3.981,
1996-07,3.922,
1996-08,4.042,
1996-09,4.105,
1996-10,4.096,
1996-11,4.065,
1996-12,3.812,
1997-01,3.845,
1997-02,3.892,
1997-03,3.909,
1997-04,3.751,
1997-05,3.795,
1997-06,3.729,
1997-07,3.695,
1997-08,3.661,
1997-09,3.636,
1997-10,3.601,
1997-11,3.575,
1997-12,3.597,
1998-01,3.643,
1998-02,3.671,
1998-03,3.679,
1998-04,3.667,
1998-05,3.695,
1998-06,3.719,
1998-07,3.749,
1998-08,3.719,
1998-09,3.687,
1998-10,3.620,
1998-11,3.554,
1998-12,3.539,
1999-01,4.316,
1999-02,4.240,
1999-03,4.201,
1999-04,4.142,
1999-05,4.116,
1999-06,4.202,
1999-07,4.016,
1999-08,4.011,
1999-09,4.182,
1999-10,4.137,
1999-11,4.159,
1999-12,4.098,
2000-01,3.954,
2000-02,4.118,
2000-03,4.130,
2000-04,4.107,
2000-05,4.085,
2000-06,4.141,
2000-07,4.122,
2000-08,4.154,
2000-09,4.189,
2000-10,4.191,
2000-11,4.229,
2000-12,4.278,
2001-01,4.311,
2001-02,4.310,
2001-03,4.330,
2001-04,4.286,
2001-05,4.272,
2001-06,4.322,
2001-07,4.359,
2001-08,4.309,
2001-09,4.338,
2001-10,4.260,
