"",BBK01.QUK803,BBK01.QUK803_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Liechtenstein / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:19,
2002-03,0.245,
2002-04,0.043,
2002-05,0.297,
2002-06,0.128,
2002-07,0.098,
2002-08,0.153,
2002-09,0.289,
2002-10,0.266,
2002-11,0.239,
2002-12,0.139,
2003-01,0.193,
2003-02,0.206,
2003-03,0.196,
2003-04,0.147,
2003-05,0.179,
2003-06,0.226,
2003-07,0.557,
2003-08,0.522,
2003-09,0.375,
2003-10,0.235,
2003-11,0.186,
2003-12,0.273,
2004-01,0.187,
2004-02,0.214,
2004-03,0.248,
2004-04,0.156,
2004-05,0.259,
2004-06,0.181,
2004-07,0.202,
2004-08,0.151,
2004-09,0.108,
2004-10,0.089,
2004-11,0.134,
2004-12,0.071,
2005-01,0.073,
2005-02,0.109,
2005-03,0.088,
2005-04,0.105,
2005-05,0.096,
2005-06,0.038,
2005-07,0.143,
2005-08,0.061,
2005-09,0.121,
2005-10,0.044,
2005-11,0.081,
2005-12,0.105,
2006-01,0.162,
2006-02,0.089,
2006-03,0.124,
2006-04,0.208,
2006-05,0.118,
2006-06,0.073,
2006-07,0.036,
2006-08,0.054,
2006-09,0.085,
2006-10,0.053,
2006-11,0.052,
2006-12,0.121,
2007-01,0.121,
2007-02,0.084,
2007-03,0.168,
2007-04,0.096,
2007-05,0.122,
2007-06,0.201,
2007-07,0.103,
2007-08,0.150,
2007-09,0.059,
2007-10,0.062,
2007-11,0.161,
2007-12,0.095,
2008-01,0.186,
2008-02,0.139,
2008-03,0.109,
2008-04,0.065,
2008-05,0.127,
2008-06,0.107,
2008-07,0.116,
2008-08,0.066,
2008-09,0.092,
2008-10,0.079,
2008-11,0.068,
2008-12,0.112,
2009-01,0.019,
2009-02,0.011,
2009-03,0.066,
2009-04,0.086,
2009-05,0.065,
2009-06,0.071,
2009-07,0.085,
2009-08,0.072,
2009-09,0.069,
2009-10,0.062,
2009-11,0.079,
2009-12,0.068,
2010-01,0.121,
2010-02,0.085,
2010-03,0.093,
2010-04,0.109,
2010-05,0.095,
2010-06,0.062,
2010-07,0.061,
2010-08,0.047,
2010-09,0.119,
2010-10,0.116,
2010-11,0.168,
2010-12,0.139,
2011-01,0.171,
2011-02,0.199,
2011-03,0.213,
2011-04,0.129,
2011-05,0.122,
2011-06,0.245,
2011-07,0.199,
2011-08,0.203,
2011-09,0.068,
2011-10,0.045,
2011-11,0.009,
2011-12,0.009,
2012-01,0.011,
2012-02,0.035,
2012-03,0.009,
2012-04,0.010,
2012-05,0.009,
2012-06,0.008,
2012-07,0.004,
2012-08,0.044,
2012-09,0.003,
2012-10,0.072,
2012-11,0.001,
2012-12,0.015,
2013-01,0.005,
2013-02,0.029,
2013-03,0.114,
2013-04,0.049,
2013-05,0.018,
2013-06,0.003,
2013-07,0.011,
2013-08,0.005,
2013-09,0.023,
2013-10,0.033,
2013-11,0.072,
2013-12,0.028,
2014-01,0.038,
2014-02,0.033,
2014-03,0.124,
2014-04,0.038,
2014-05,0.042,
2014-06,0.044,
2014-07,0.013,
2014-08,0.055,
2014-09,0.038,
2014-10,0.044,
