"",BBK01.TUD449,BBK01.TUD449_FLAGS
"",Liabilities to non-euro-area residents / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:35,
1979-12,42033,
1980-01,39327,
1980-02,39845,
1980-03,41011,
1980-04,41392,
1980-05,41076,
1980-06,41793,
1980-07,41036,
1980-08,41918,
1980-09,42359,
1980-10,42920,
1980-11,43444,
1980-12,44686,
1981-01,43512,
1981-02,43736,
1981-03,46854,
1981-04,45286,
1981-05,46038,
1981-06,46041,
1981-07,47181,
1981-08,45927,
1981-09,45604,
1981-10,44874,
1981-11,45267,
1981-12,47691,
1982-01,45871,
1982-02,45941,
1982-03,46721,
1982-04,45183,
1982-05,45267,
1982-06,46404,
1982-07,46718,
1982-08,47206,
1982-09,47764,
1982-10,47407,
1982-11,46975,
1982-12,48670,
1983-01,46348,
1983-02,46334,
1983-03,46781,
1983-04,46042,
1983-05,46752,
1983-06,48538,
1983-07,48075,
1983-08,47869,
1983-09,47920,
1983-10,47531,
1983-11,47677,
1983-12,48933,
1984-01,46536,
1984-02,45884,
1984-03,46492,
1984-04,47749,
1984-05,48310,
1984-06,48800,
1984-07,49945,
1984-08,49909,
1984-09,52699,
1984-10,52627,
1984-11,52929,
1984-12,56837,
1985-01,54960,
1985-02,56573,
1985-03,54201,
1985-04,54157,
1985-05,53003,
1985-06,54643,
1985-07,52520,
1985-08,53195,
1985-09,53284,
1985-10,53872,
1985-11,55363,
1985-12,57724,
1986-01,55681,
1986-02,54892,
1986-03,57107,
1986-04,56417,
1986-05,56678,
1986-06,57032,
1986-07,55605,
1986-08,55948,
1986-09,60605,
1986-10,61155,
1986-11,59959,
1986-12,60980,
1987-01,60550,
1987-02,59569,
1987-03,60277,
1987-04,61528,
1987-05,61450,
1987-06,63187,
1987-07,63056,
1987-08,63172,
1987-09,64877,
1987-10,67339,
1987-11,64917,
1987-12,64486,
1988-01,64964,
1988-02,65030,
1988-03,66329,
1988-04,65346,
1988-05,66859,
1988-06,68939,
1988-07,71980,
1988-08,73327,
1988-09,73083,
1988-10,72952,
1988-11,72703,
1988-12,72528,
1989-01,74207,
1989-02,75179,
1989-03,77156,
1989-04,79740,
1989-05,83687,
1989-06,83808,
1989-07,81430,
1989-08,82560,
1989-09,83333,
1989-10,84209,
1989-11,84308,
1989-12,84242,
1990-01,86068,
1990-02,87892,
1990-03,88265,
1990-04,89215,
1990-05,89462,
1990-06,99524,
1990-07,101523,
1990-08,102028,
1990-09,105264,
1990-10,103274,
1990-11,102597,
1990-12,103863,
1991-01,104254,
1991-02,105712,
1991-03,114013,
1991-04,112294,
1991-05,109821,
1991-06,113228,
1991-07,111177,
1991-08,112811,
1991-09,109814,
1991-10,111904,
1991-11,111481,
1991-12,109254,
1992-01,112252,
1992-02,114769,
1992-03,118223,
1992-04,120054,
1992-05,120028,
1992-06,119714,
1992-07,117994,
1992-08,119151,
1992-09,128592,
1992-10,129295,
1992-11,132141,
1992-12,133373,
1993-01,131627,
1993-02,136921,
1993-03,137671,
1993-04,136594,
1993-05,138303,
1993-06,143390,
1993-07,145577,
1993-08,146106,
1993-09,144355,
1993-10,148509,
1993-11,151367,
1993-12,154522,
1994-01,160815,
1994-02,161758,
1994-03,162298,
1994-04,164396,
1994-05,164793,
1994-06,162145,
1994-07,163506,
1994-08,167095,
1994-09,164710,
1994-10,164019,
1994-11,164167,
1994-12,172184,
1995-01,168755,
1995-02,176289,
1995-03,174557,
1995-04,182840,
1995-05,188235,
1995-06,191970,
1995-07,191238,
1995-08,202528,
1995-09,205560,
1995-10,203700,
1995-11,203357,
1995-12,201420,
1996-01,203941,
1996-02,202514,
1996-03,203254,
1996-04,214899,
1996-05,214666,
1996-06,213389,
1996-07,204025,
1996-08,202200,
1996-09,203833,
1996-10,200640,
1996-11,213494,
1996-12,215801,
1997-01,229870,
1997-02,244131,
1997-03,252767,
1997-04,263438,
1997-05,264329,
1997-06,272147,
1997-07,281797,
1997-08,279736,
1997-09,275576,
1997-10,293470,
1997-11,302729,
1997-12,306343,
1998-01,311900,
1998-02,313621,
1998-03,326861,
1998-04,330485,
1998-05,342574,
1998-06,345020,
1998-07,337257,
1998-08,344121,
1998-09,336288,
1998-10,356635,
1998-11,379240,
1998-12,378249,
1999-01,400661,
1999-02,396021,
1999-03,411359,
1999-04,421803,
1999-05,429939,
1999-06,428007,
1999-07,425965,
1999-08,436395,
1999-09,435364,
1999-10,451523,
1999-11,477719,
1999-12,487914,
2000-01,504148,
2000-02,518304,
2000-03,555271,
2000-04,586769,
2000-05,594540,
2000-06,554886,
2000-07,561935,
2000-08,580997,
2000-09,587369,
2000-10,606305,
2000-11,621584,
2000-12,599849,
2001-01,626255,
2001-02,640741,
2001-03,720417,
2001-04,725853,
2001-05,744631,
2001-06,717947,
2001-07,682499,
2001-08,693676,
2001-09,692203,
2001-10,689962,
2001-11,677129,
2001-12,647558,
2002-01,668253,
2002-02,664788,
2002-03,666363,
2002-04,673406,
2002-05,673284,
2002-06,628878,
2002-07,640884,
2002-08,636333,
2002-09,647674,
2002-10,642478,
2002-11,653509,
2002-12,599170,
2003-01,602919,
2003-02,606714,
2003-03,612146,
2003-04,620240,
2003-05,598992,
2003-06,594842,
2003-07,603560,
2003-08,579150,
2003-09,579676,
2003-10,574220,
2003-11,574550,
2003-12,567758,
2004-01,585384,
2004-02,604392,
2004-03,623109,
2004-04,632311,
2004-05,612549,
2004-06,582073,
2004-07,576649,
2004-08,577167,
2004-09,595617,
2004-10,582660,
2004-11,616064,
2004-12,577104,
2005-01,614955,
2005-02,623314,
2005-03,639259,
2005-04,679969,
2005-05,686879,
2005-06,636234,
2005-07,645032,
2005-08,640323,
2005-09,657620,
2005-10,662637,
2005-11,679256,
2005-12,626173,
2006-01,646349,
2006-02,662942,
2006-03,667582,
2006-04,662713,
2006-05,667785,
2006-06,651954,
2006-07,640183,
2006-08,645984,
2006-09,664953,
2006-10,663897,
2006-11,653038,
2006-12,638504,
2007-01,667565,
2007-02,682053,
2007-03,681272,
2007-04,708880,
2007-05,720224,
2007-06,685827,
2007-07,675246,
2007-08,694443,
2007-09,703623,
2007-10,687459,
2007-11,686998,
2007-12,661013,
2008-01,679155,
2008-02,694549,
2008-03,703100,
2008-04,729339,
2008-05,716843,
2008-06,679202,
2008-07,674834,
2008-08,687935,
2008-09,741645,
2008-10,747923,
2008-11,713205,
2008-12,666282,
2009-01,697511,
2009-02,686717,
2009-03,664613,
2009-04,697682,
2009-05,646550,
2009-06,652134,
2009-07,647346,
2009-08,626262,
2009-09,599711,
2009-10,591393,
2009-11,589425,
2009-12,565581,
2010-01,597993,
2010-02,608454,
2010-03,622594,
2010-04,672577,
2010-05,738368,
2010-06,705351,
2010-07,686679,
2010-08,701748,
2010-09,667068,
2010-10,657432,
