"",BBK01.OUB247,BBK01.OUB247_FLAGS
"",Time deposits of non-profit institutions / for more than two years / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:21:20,
1999-01,0.819,
1999-02,0.836,
1999-03,0.826,
1999-04,0.768,
1999-05,0.758,
1999-06,0.758,
1999-07,0.725,
1999-08,0.732,
1999-09,0.881,
1999-10,0.821,
1999-11,0.852,
1999-12,0.766,
2000-01,0.698,
2000-02,0.741,
2000-03,0.737,
2000-04,0.726,
2000-05,0.755,
2000-06,0.765,
2000-07,0.699,
2000-08,0.694,
2000-09,0.695,
2000-10,0.693,
2000-11,0.694,
2000-12,0.694,
2001-01,0.703,
2001-02,0.704,
2001-03,0.706,
2001-04,0.722,
2001-05,0.719,
2001-06,0.718,
2001-07,0.736,
2001-08,0.710,
2001-09,0.716,
2001-10,0.669,
2001-11,0.691,
2001-12,0.713,
2002-01,0.783,
2002-02,0.710,
2002-03,0.733,
2002-04,0.746,
2002-05,0.737,
2002-06,0.735,
2002-07,0.673,
2002-08,0.691,
2002-09,0.608,
2002-10,0.627,
2002-11,0.635,
2002-12,0.656,
2003-01,0.696,
2003-02,0.689,
2003-03,0.687,
2003-04,0.696,
2003-05,0.708,
2003-06,0.723,
2003-07,0.729,
2003-08,0.758,
2003-09,0.812,
2003-10,0.846,
2003-11,0.836,
2003-12,0.844,
2004-01,0.846,
2004-02,0.873,
2004-03,0.862,
2004-04,0.842,
2004-05,0.864,
2004-06,0.859,
2004-07,0.855,
2004-08,0.870,
2004-09,0.874,
2004-10,0.858,
2004-11,0.898,
2004-12,0.941,
2005-01,0.942,
2005-02,0.921,
2005-03,0.931,
2005-04,0.998,
2005-05,1.001,
2005-06,0.977,
2005-07,0.984,
2005-08,0.927,
2005-09,0.826,
2005-10,0.830,
2005-11,0.856,
2005-12,0.773,
2006-01,0.777,
2006-02,0.778,
2006-03,0.782,
2006-04,0.774,
2006-05,0.756,
2006-06,0.757,
2006-07,0.776,
2006-08,0.794,
2006-09,0.800,
2006-10,0.814,
2006-11,0.810,
2006-12,0.796,
2007-01,0.829,
2007-02,0.838,
2007-03,0.862,
2007-04,0.826,
2007-05,0.838,
2007-06,0.865,
2007-07,0.862,
2007-08,0.850,
2007-09,0.873,
2007-10,0.889,
2007-11,0.941,
2007-12,0.923,
2008-01,0.943,
2008-02,0.981,
2008-03,0.987,
2008-04,1.083,
2008-05,1.091,
2008-06,1.122,
2008-07,1.215,
2008-08,1.189,
2008-09,1.188,
2008-10,1.211,
2008-11,1.133,
2008-12,1.169,
2009-01,1.170,
2009-02,1.206,
2009-03,1.259,
2009-04,1.414,
2009-05,1.561,
2009-06,1.637,
2009-07,1.713,
2009-08,1.777,
2009-09,1.854,
2009-10,1.863,
2009-11,1.674,
2009-12,1.655,
2010-01,1.697,
2010-02,1.745,
2010-03,1.739,
2010-04,1.739,
2010-05,1.749,
2010-06,1.778,
2010-07,1.842,
2010-08,1.906,
2010-09,1.961,
2010-10,1.987,
2010-11,2.001,
2010-12,2.028,
2011-01,2.041,
2011-02,2.123,
2011-03,2.159,
2011-04,2.143,
2011-05,2.161,
2011-06,2.163,
2011-07,2.180,
2011-08,2.200,
2011-09,2.243,
2011-10,2.227,
2011-11,2.253,
2011-12,2.301,
2012-01,2.445,
2012-02,2.552,
2012-03,2.530,
2012-04,2.475,
2012-05,2.509,
2012-06,2.563,
2012-07,2.677,
2012-08,2.816,
2012-09,2.836,
2012-10,2.809,
2012-11,2.822,
2012-12,2.848,
2013-01,2.603,
2013-02,2.618,
2013-03,2.606,
2013-04,2.613,
2013-05,2.639,
2013-06,2.694,
2013-07,2.709,
2013-08,2.683,
2013-09,2.673,
2013-10,2.577,
2013-11,2.571,
2013-12,2.591,
2014-01,2.600,
2014-02,2.611,
2014-03,2.594,
2014-04,2.596,
2014-05,2.553,
2014-06,2.492,
2014-07,2.454,
2014-08,2.417,
2014-09,2.381,
2014-10,2.392,
2014-11,2.402,
2014-12,2.361,Provisional value
