"",BBDE1.M.DE.Y.AEA1.N2C250000.F.C.I10.A,BBDE1.M.DE.Y.AEA1.N2C250000.F.C.I10.A_FLAGS
"","Orders received / At constant prices / Germany / 25 Manufacture of fabricated metal products, except machinery and equipment / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:05,
1991-01,80.9,
1991-02,82.1,
1991-03,80.9,
1991-04,79.2,
1991-05,79.4,
1991-06,79.7,
1991-07,78.9,
1991-08,77.4,
1991-09,78.4,
1991-10,78.8,
1991-11,80.7,
1991-12,81.2,
1992-01,83.0,
1992-02,84.4,
1992-03,81.2,
1992-04,81.4,
1992-05,78.5,
1992-06,76.7,
1992-07,75.5,
1992-08,76.3,
1992-09,74.7,
1992-10,72.6,
1992-11,72.3,
1992-12,72.9,
1993-01,73.2,
1993-02,73.1,
1993-03,71.6,
1993-04,71.0,
1993-05,73.1,
1993-06,70.1,
1993-07,70.4,
1993-08,71.0,
1993-09,72.3,
1993-10,73.5,
1993-11,74.1,
1993-12,75.4,
1994-01,72.9,
1994-02,74.9,
1994-03,74.7,
1994-04,78.8,
1994-05,78.6,
1994-06,78.9,
1994-07,78.4,
1994-08,79.9,
1994-09,83.2,
1994-10,82.2,
1994-11,82.6,
1994-12,84.1,
1995-01,79.2,
1995-02,81.9,
1995-03,81.7,
1995-04,80.5,
1995-05,79.7,
1995-06,80.8,
1995-07,78.9,
1995-08,78.6,
1995-09,79.2,
1995-10,78.1,
1995-11,77.0,
1995-12,77.7,
1996-01,78.4,
1996-02,74.8,
1996-03,75.0,
1996-04,75.3,
1996-05,76.9,
1996-06,76.9,
1996-07,77.5,
1996-08,76.7,
1996-09,77.2,
1996-10,76.9,
1996-11,76.6,
1996-12,78.9,
1997-01,75.7,
1997-02,76.6,
1997-03,78.5,
1997-04,77.8,
1997-05,78.7,
1997-06,79.8,
1997-07,82.0,
1997-08,82.0,
1997-09,82.2,
1997-10,82.8,
1997-11,84.3,
1997-12,82.6,
1998-01,84.2,
1998-02,84.7,
1998-03,87.3,
1998-04,89.8,
1998-05,84.3,
1998-06,87.1,
1998-07,83.3,
1998-08,85.2,
1998-09,82.1,
1998-10,82.6,
1998-11,82.4,
1998-12,82.7,
1999-01,83.4,
1999-02,81.3,
1999-03,81.7,
1999-04,82.4,
1999-05,83.1,
1999-06,83.3,
1999-07,84.5,
1999-08,84.4,
1999-09,87.7,
1999-10,84.7,
1999-11,85.9,
1999-12,87.4,
2000-01,86.1,
2000-02,90.1,
2000-03,87.7,
2000-04,88.5,
2000-05,93.6,
2000-06,89.0,
2000-07,91.8,
2000-08,91.5,
2000-09,91.8,
2000-10,92.1,
2000-11,91.5,
2000-12,94.0,
2001-01,94.1,
2001-02,94.2,
2001-03,92.1,
2001-04,89.5,
2001-05,90.4,
2001-06,89.7,
2001-07,89.0,
2001-08,89.1,
2001-09,89.1,
2001-10,86.7,
2001-11,85.5,
2001-12,89.6,
2002-01,88.5,
2002-02,88.7,
2002-03,86.9,
2002-04,88.4,
2002-05,91.7,
2002-06,87.8,
2002-07,91.3,
2002-08,87.4,
2002-09,92.1,
2002-10,87.6,
2002-11,89.4,
2002-12,89.6,
2003-01,87.7,
2003-02,87.3,
2003-03,87.5,
2003-04,86.7,
2003-05,86.1,
2003-06,88.8,
2003-07,88.8,
2003-08,88.8,
2003-09,88.6,
2003-10,92.1,
2003-11,90.7,
2003-12,91.3,
2004-01,93.1,
2004-02,91.8,
2004-03,94.5,
2004-04,94.9,
2004-05,93.5,
2004-06,93.4,
2004-07,93.6,
2004-08,93.8,
2004-09,94.8,
2004-10,96.2,
2004-11,92.7,
2004-12,96.8,
2005-01,93.3,
2005-02,92.3,
2005-03,92.6,
2005-04,92.3,
2005-05,91.9,
2005-06,95.2,
2005-07,95.4,
2005-08,94.9,
2005-09,98.1,
2005-10,98.7,
2005-11,97.6,
2005-12,98.5,
2006-01,100.1,
2006-02,97.6,
2006-03,100.5,
2006-04,103.2,
2006-05,104.0,
2006-06,103.6,
2006-07,104.4,
2006-08,109.8,
2006-09,108.0,
2006-10,108.8,
2006-11,112.1,
2006-12,115.3,
2007-01,111.1,
2007-02,116.4,
2007-03,114.2,
2007-04,113.6,
2007-05,116.3,
2007-06,111.8,
2007-07,116.6,
2007-08,115.9,
2007-09,112.5,
2007-10,119.8,
2007-11,117.2,
2007-12,120.1,
2008-01,118.6,
2008-02,120.8,
2008-03,118.7,
2008-04,119.2,
2008-05,117.8,
2008-06,118.5,
2008-07,115.2,
2008-08,115.9,
2008-09,106.8,
2008-10,100.7,
2008-11,91.2,
2008-12,85.0,
2009-01,80.5,
2009-02,75.7,
2009-03,77.9,
2009-04,78.4,
2009-05,79.4,
2009-06,80.2,
2009-07,81.7,
2009-08,88.2,
2009-09,91.3,
2009-10,88.3,
2009-11,91.8,
2009-12,87.8,
2010-01,86.7,
2010-02,91.8,
2010-03,93.9,
2010-04,99.3,
2010-05,102.8,
2010-06,102.2,
2010-07,100.9,
2010-08,101.0,
2010-09,102.4,
2010-10,102.0,
2010-11,104.5,
2010-12,107.8,
2011-01,106.6,
2011-02,108.3,
2011-03,109.6,
2011-04,112.2,
2011-05,111.8,
2011-06,114.9,
2011-07,112.2,
2011-08,111.1,
2011-09,111.3,
2011-10,111.2,
2011-11,108.5,
2011-12,110.2,
2012-01,108.9,
2012-02,105.8,
2012-03,108.6,
2012-04,110.7,
2012-05,109.3,
2012-06,106.8,
2012-07,106.4,
2012-08,108.4,
2012-09,102.7,
2012-10,106.5,
2012-11,107.1,
2012-12,109.2,
2013-01,108.0,
2013-02,109.0,
2013-03,105.5,
2013-04,108.2,
2013-05,106.9,
2013-06,113.0,
2013-07,108.9,
2013-08,110.0,
2013-09,109.1,
2013-10,109.0,
2013-11,110.1,
2013-12,113.3,
2014-01,113.7,
2014-02,116.3,
2014-03,112.5,
2014-04,114.0,
2014-05,110.5,
2014-06,110.3,
2014-07,114.6,
2014-08,114.1,
2014-09,108.3,
2014-10,111.3,
2014-11,109.4,
2014-12,112.2,Provisional value
