"",BBK01.OEAE09N,BBK01.OEAE09N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:04:37,
2002-01,16.551,
2002-04,16.489,
2002-07,15.834,
2002-10,17.184,
2003-01,15.950,
2003-04,15.475,
2003-07,15.389,
2003-10,15.740,
2004-01,15.525,
2004-04,15.695,
2004-07,15.576,
2004-10,16.139,
2005-01,16.360,
2005-04,16.712,
2005-07,16.490,
2005-10,16.568,
2006-01,16.472,
2006-04,16.835,
2006-07,16.245,
2006-10,16.209,
2007-01,16.367,
2007-04,15.091,
2007-07,14.848,
2007-10,14.925,
2008-01,15.231,
2008-04,15.133,
2008-07,14.307,
2008-10,12.920,
2009-01,10.384,
2009-04,10.010,
2009-07,9.836,
2009-10,9.275,
2010-01,10.047,
2010-04,9.771,
2010-07,9.868,
2010-10,9.844,
2011-01,10.014,
2011-04,9.787,
2011-07,9.681,
2011-10,9.627,
2012-01,9.564,
2012-04,9.437,
2012-07,9.526,
2012-10,9.045,
2013-01,9.919,
2013-04,9.068,
2013-07,8.855,
2013-10,8.916,
2014-01,8.794,
2014-04,8.641,
2014-07,8.636,
