"",BBK01.EU8201,BBK01.EU8201_FLAGS
"",External position of the Bundesbank up to 1998 / Gold,
unit,DM (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:52:54,
1948-12,-,Nothing exists
1949-01,-,Nothing exists
1949-02,-,Nothing exists
1949-03,-,Nothing exists
1949-04,-,Nothing exists
1949-05,-,Nothing exists
1949-06,-,Nothing exists
1949-07,-,Nothing exists
1949-08,-,Nothing exists
1949-09,-,Nothing exists
1949-10,-,Nothing exists
1949-11,-,Nothing exists
1949-12,-,Nothing exists
1950-01,-,Nothing exists
1950-02,-,Nothing exists
1950-03,-,Nothing exists
1950-04,-,Nothing exists
1950-05,-,Nothing exists
1950-06,-,Nothing exists
1950-07,-,Nothing exists
1950-08,-,Nothing exists
1950-09,-,Nothing exists
1950-10,-,Nothing exists
1950-11,-,Nothing exists
1950-12,-,Nothing exists
1951-01,-,Nothing exists
1951-02,-,Nothing exists
1951-03,-,Nothing exists
1951-04,-,Nothing exists
1951-05,-,Nothing exists
1951-06,-,Nothing exists
1951-07,-,Nothing exists
1951-08,-,Nothing exists
1951-09,-,Nothing exists
1951-10,1.534,
1951-11,27.098,
1951-12,59.310,
1952-01,59.310,
1952-02,59.310,
1952-03,59.310,
1952-04,97.145,
1952-05,132.425,
1952-06,198.381,
1952-07,251.556,
1952-08,234.683,
1952-09,254.112,
1952-10,264.849,
1952-11,292.459,
1952-12,300.128,
1953-01,355.348,
1953-02,396.251,
1953-03,396.251,
1953-04,396.251,
1953-05,449.937,
1953-06,449.937,
1953-07,481.126,
1953-08,530.721,
1953-09,555.774,
1953-10,605.370,
1953-11,655.476,
1953-12,698.936,
1954-01,753.133,
1954-02,793.525,
1954-03,839.541,
1954-04,889.137,
1954-05,873.287,
1954-06,896.806,
1954-07,1025.652,
1954-08,1168.813,
1954-09,1233.236,
1954-10,1284.876,
1954-11,1312.486,
1954-12,1343.675,
1955-01,1397.361,
1955-02,1504.732,
1955-03,1533.876,
1955-04,1554.327,
1955-05,1589.095,
1955-06,1634.600,
1955-07,1672.947,
1955-08,1723.054,
1955-09,1771.115,
1955-10,1834.515,
1955-11,1863.148,
1955-12,1974.609,
1956-01,2045.679,
1956-02,2129.019,
1956-03,2153.561,
1956-04,2222.586,
1956-05,2268.091,
1956-06,2369.838,
1956-07,2552.880,
1956-08,2735.923,
1956-09,2779.383,
1956-10,2853.520,
1956-11,2954.244,
1956-12,3208.357,
1957-01,3361.744,
1957-02,3566.261,
1957-03,3772.823,
1957-04,3939.504,
1957-05,4130.727,
1957-06,4357.741,
1957-07,4560.724,
1957-08,4854.205,
1957-09,5152.288,
1957-10,5470.823,
1957-11,5489.230,
1957-12,5457.530,
1958-01,5369.587,
1958-02,5345.557,
1958-03,5283.179,
1958-04,5351.181,
1958-05,5366.008,
1958-06,5529.622,
1958-07,5541.893,
1958-08,5554.675,
1958-09,5576.661,
1958-10,5653.354,
1958-11,5667.671,
1958-12,5667.671,
1959-01,5751.011,
1959-02,5751.011,
1959-03,5751.011,
1959-04,5751.011,
1959-05,5763.282,
1959-06,5805.719,
1959-07,5843.044,
1959-08,5842.532,
1959-09,5628.812,
1959-10,5638.527,
1959-11,5639.038,
1959-12,5663.580,
1960-01,5664.091,
1960-02,5695.792,
1960-03,5733.627,
1960-04,5806.742,
1960-05,5885.481,
1960-06,5952.971,
1960-07,6051.139,
1960-08,6183.053,
1960-09,6202.993,
1960-10,6258.724,
1960-11,6319.568,
1960-12,6380.411,
1961-01,6439.210,
1961-02,6505.678,
1961-03,6630.944,
1961-04,6740.872,
1961-05,7021.060,
1961-06,7185.185,
1961-07,7210.238,
1961-08,7452.079,
1961-09,7452.590,
1961-10,7460.260,
1961-11,7460.260,
1961-12,7492.471,
1962-01,7492.983,
1962-02,7493.494,
1962-03,7498.095,
1962-04,7498.095,
1962-05,7498.607,
1962-06,7499.118,
1962-07,7499.629,
1962-08,7500.141,
1962-09,7502.186,
1962-10,7502.697,
1962-11,7503.720,
1962-12,7524.171,
1963-01,7555.360,
1963-02,7623.362,
1963-03,7666.822,
1963-04,7666.822,
1963-05,7667.333,
1963-06,7676.025,
1963-07,7690.852,
1963-08,7691.364,
1963-09,7691.875,
1963-10,7805.893,
1963-11,7818.675,
1963-12,7860.601,
1964-01,7861.113,
1964-02,7872.361,
1964-03,8085.059,
1964-04,8303.891,
1964-05,8323.832,
1964-06,8346.329,
1964-07,8420.977,
1964-08,8463.926,
1964-09,8484.377,
1964-10,8484.889,
1964-11,8484.889,
1964-12,8687.872,
1965-01,8692.473,
1965-02,8693.496,
1965-03,8678.157,
1965-04,8678.668,
1965-05,8953.232,
1965-06,8953.232,
1965-07,8963.969,
1965-08,8960.902,
1965-09,8978.285,
1965-10,9007.429,
1965-11,9010.497,
1965-12,9018.677,
1966-01,9019.189,
1966-02,9011.008,
1966-03,9002.827,
1966-04,9002.827,
1966-05,8817.228,
1966-06,8814.161,
1966-07,8797.799,
1966-08,8788.085,
1966-09,8783.483,
1966-10,8771.724,
1966-11,8774.280,
1966-12,8777.348,
1967-01,8773.257,
1967-02,8771.212,
1967-03,8781.438,
1967-04,8785.528,
1967-05,8782.972,
1967-06,8778.370,
1967-07,8765.077,
1967-08,8760.475,
1967-09,8760.986,
1967-10,8754.340,
1967-11,8746.670,
1967-12,8645.946,
1968-01,8466.482,
1968-02,8436.827,
1968-03,8123.405,
1968-04,8123.405,
1968-05,8124.939,
1968-06,8819.274,
1968-07,8895.967,
1968-08,9041.686,
1968-09,9113.266,
1968-10,9113.266,
1968-11,9280.970,
1968-12,9283.015,
1969-01,9283.015,
1969-02,9287.106,
1969-03,9287.106,
1969-04,9286.594,
1969-05,9289.662,
1969-06,9331.588,
1969-07,9331.077,
1969-08,9333.122,
1969-09,9401.635,
1969-10,8602.486,
1969-11,8626.517,
1969-12,7634.099,
1970-01,7633.076,
1970-02,7633.076,
1970-03,7633.076,
1970-04,7633.076,
1970-05,7633.076,
1970-06,7635.633,
1970-07,7635.122,
1970-08,7634.099,
1970-09,7637.678,
1970-10,7637.167,
1970-11,7636.144,
1970-12,7447.243,
1971-01,7446.124,
1971-02,7444.572,
1971-03,7442.967,
1971-04,7539.156,
1971-05,7549.613,
1971-06,7570.096,
1971-07,7628.098,
1971-08,7628.098,
1971-09,7628.204,
1971-10,7628.204,
1971-11,7628.204,
1971-12,7509.983,
1972-01,7510.171,
1972-02,7510.171,
1972-03,7510.171,
1972-04,7510.171,
1972-05,7526.988,
1972-06,7526.988,
1972-07,7527.132,
1972-08,7527.132,
1972-09,7524.832,
1972-10,7524.832,
1972-11,7524.832,
1972-12,7143.214,
1973-01,7156.433,
1973-02,7156.433,
1973-03,7156.433,
1973-04,7156.389,
1973-05,7158.661,
1973-06,7149.084,
1973-07,7158.661,
1973-08,7158.661,
1973-09,7158.661,
1973-10,7158.661,
1973-11,7158.661,
1973-12,7158.715,
1974-01,7158.727,
1974-02,7158.715,
1974-03,7158.715,
1974-04,7158.715,
1974-05,7158.981,
1974-06,7158.959,
1974-07,7158.958,
1974-08,7158.958,
1974-09,7158.958,
1974-10,7158.958,
1974-11,7158.958,
1974-12,7158.958,
1975-01,7158.958,
1975-02,7158.958,
1975-03,7158.958,
1975-04,7158.958,
1975-05,7158.958,
1975-06,7158.958,
1975-07,7158.958,
1975-08,7158.958,
1975-09,7158.958,
1975-10,7158.958,
1975-11,7158.958,
1975-12,7158.934,
1976-01,7158.934,
1976-02,7158.934,
1976-03,7158.934,
1976-04,7158.934,
1976-05,7158.934,
1976-06,7158.934,
1976-07,7158.934,
1976-08,7158.934,
1976-09,7158.934,
1976-10,7158.934,
1976-11,7158.934,
1976-12,7158.934,
1977-01,7175.674,
1977-02,7175.674,
1977-03,7175.674,
1977-04,7175.674,
1977-05,7175.674,
1977-06,7175.674,
1977-07,7175.674,
1977-08,7175.674,
1977-09,7175.674,
1977-10,7175.646,
1977-11,7175.646,
1977-12,7191.523,
1978-01,7191.523,
1978-02,7191.523,
1978-03,7191.523,
1978-04,7191.523,
1978-05,7191.523,
1978-06,7191.523,
1978-07,7191.523,
1978-08,7191.523,
1978-09,7191.523,
1978-10,7191.523,
1978-11,7191.523,
1978-12,8734.145,
1979-01,8734.145,
1979-02,8734.145,
1979-03,6987.305,
1979-04,6987.305,
1979-05,6987.305,
1979-06,6987.305,
1979-07,6987.305,
1979-08,6987.305,
1979-09,6987.305,
1979-10,6987.305,
1979-11,6987.305,
1979-12,7001.230,
1980-01,6998.447,
1980-02,6998.447,
1980-03,6998.447,
1980-04,6998.447,
1980-05,6998.447,
1980-06,6998.447,
1980-07,6998.447,
1980-08,6998.447,
1980-09,6998.447,
1980-10,6998.447,
1980-11,6998.447,
1980-12,6998.288,
1981-01,6998.317,
1981-02,6998.317,
1981-03,6998.317,
1981-04,6998.317,
1981-05,6998.317,
1981-06,6998.317,
1981-07,6998.317,
1981-08,6998.317,
1981-09,6998.317,
1981-10,6998.317,
1981-11,6998.317,
1981-12,6998.317,
1982-01,6998.317,
1982-02,6998.317,
1982-03,6998.317,
1982-04,6998.317,
1982-05,6998.317,
1982-06,6998.317,
1982-07,6998.317,
1982-08,6998.317,
1982-09,6998.317,
1982-10,6998.317,
1982-11,6998.317,
1982-12,6998.317,
1983-01,6998.317,
1983-02,6998.317,
1983-03,6998.317,
1983-04,6998.317,
1983-05,6998.317,
1983-06,6998.317,
1983-07,6998.317,
1983-08,6998.317,
1983-09,6998.317,
1983-10,6998.317,
1983-11,6998.317,
1983-12,6998.317,
1984-01,6998.317,
1984-02,6998.317,
1984-03,6998.317,
1984-04,6998.317,
1984-05,6998.317,
1984-06,6998.317,
1984-07,6998.317,
1984-08,6998.317,
1984-09,6998.317,
1984-10,6998.317,
1984-11,6998.317,
1984-12,6998.317,
1985-01,6998.317,
1985-02,6998.317,
1985-03,6998.317,
1985-04,6998.317,
1985-05,6998.317,
1985-06,6998.317,
1985-07,6998.317,
1985-08,6998.317,
1985-09,6998.317,
1985-10,6998.317,
1985-11,6998.317,
1985-12,6998.317,
1986-01,6998.317,
1986-02,6998.317,
1986-03,6998.317,
1986-04,6998.317,
1986-05,6998.317,
1986-06,6998.317,
1986-07,6998.317,
1986-08,6998.317,
1986-09,6998.317,
1986-10,6998.317,
1986-11,6998.317,
1986-12,6998.317,
1987-01,6998.317,
1987-02,6998.317,
1987-03,6998.317,
1987-04,6998.317,
1987-05,6998.317,
1987-06,6998.317,
1987-07,6998.317,
1987-08,6998.317,
1987-09,6998.317,
1987-10,6998.317,
1987-11,6998.317,
1987-12,6998.317,
1988-01,6998.317,
1988-02,6998.317,
1988-03,6998.317,
1988-04,6998.317,
1988-05,6998.317,
1988-06,6998.317,
1988-07,6998.317,
1988-08,6998.317,
1988-09,6998.317,
1988-10,6998.317,
1988-11,6998.317,
1988-12,6998.317,
1989-01,6998.317,
1989-02,6998.317,
1989-03,6998.317,
1989-04,6998.317,
1989-05,6998.317,
1989-06,6998.317,
1989-07,6998.317,
1989-08,6998.317,
1989-09,6998.317,
1989-10,6998.317,
1989-11,6998.317,
1989-12,6998.317,
1990-01,6998.317,
1990-02,6998.317,
1990-03,6998.317,
1990-04,6998.317,
1990-05,6998.317,
1990-06,6998.317,
1990-07,6998.317,
1990-08,6998.317,
1990-09,6998.317,
1990-10,6998.317,
1990-11,6998.317,
1990-12,6998.317,
1991-01,6998.317,
1991-02,6998.317,
1991-03,6998.317,
1991-04,6998.317,
1991-05,6998.317,
1991-06,6998.317,
1991-07,6998.317,
1991-08,6998.317,
1991-09,6998.317,
1991-10,6998.317,
1991-11,6998.317,
1991-12,6998.317,
1992-01,6998.317,
1992-02,6998.317,
1992-03,6998.317,
1992-04,6998.317,
1992-05,6998.317,
1992-06,6998.317,
1992-07,6998.317,
1992-08,6998.317,
1992-09,6998.317,
1992-10,6998.317,
1992-11,6998.317,
1992-12,6998.317,
1993-01,6998.317,
1993-02,6998.317,
