"",BBK01.OU1758,BBK01.OU1758_FLAGS
"",Deposits of banks (MFIs) / Total / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:08:49,
1948-12,0.303,
1949-01,-,Nothing exists
1949-02,-,Nothing exists
1949-03,-,Nothing exists
1949-04,-,Nothing exists
1949-05,-,Nothing exists
1949-06,0.466,Estimated value
1949-07,-,Nothing exists
1949-08,-,Nothing exists
1949-09,-,Nothing exists
1949-10,-,Nothing exists
1949-11,-,Nothing exists
1949-12,0.535,Estimated value
1950-01,-,Nothing exists
1950-02,-,Nothing exists
1950-03,-,Nothing exists
1950-04,-,Nothing exists
1950-05,-,Nothing exists
1950-06,0.713,
1950-07,-,Nothing exists
1950-08,-,Nothing exists
1950-09,-,Nothing exists
1950-10,-,Nothing exists
1950-11,-,Nothing exists
1950-12,1.000,
1951-01,-,Nothing exists
1951-02,-,Nothing exists
1951-03,-,Nothing exists
1951-04,-,Nothing exists
1951-05,-,Nothing exists
1951-06,1.035,
1951-07,-,Nothing exists
1951-08,-,Nothing exists
1951-09,-,Nothing exists
1951-10,-,Nothing exists
1951-11,-,Nothing exists
1951-12,1.208,
1952-01,-,Nothing exists
1952-02,-,Nothing exists
1952-03,-,Nothing exists
1952-04,-,Nothing exists
1952-05,-,Nothing exists
1952-06,1.414,
1952-07,-,Nothing exists
1952-08,-,Nothing exists
1952-09,-,Nothing exists
1952-10,-,Nothing exists
1952-11,-,Nothing exists
1952-12,1.484,
1953-01,-,Nothing exists
1953-02,-,Nothing exists
1953-03,-,Nothing exists
1953-04,-,Nothing exists
1953-05,-,Nothing exists
1953-06,1.809,
1953-07,-,Nothing exists
1953-08,-,Nothing exists
1953-09,-,Nothing exists
1953-10,-,Nothing exists
1953-11,-,Nothing exists
1953-12,1.837,
1954-01,-,Nothing exists
1954-02,-,Nothing exists
1954-03,-,Nothing exists
1954-04,-,Nothing exists
1954-05,-,Nothing exists
1954-06,2.109,
1954-07,-,Nothing exists
1954-08,-,Nothing exists
1954-09,-,Nothing exists
1954-10,-,Nothing exists
1954-11,-,Nothing exists
1954-12,2.358,
1955-01,-,Nothing exists
1955-02,-,Nothing exists
1955-03,-,Nothing exists
1955-04,-,Nothing exists
1955-05,-,Nothing exists
1955-06,2.925,
1955-07,-,Nothing exists
1955-08,-,Nothing exists
1955-09,-,Nothing exists
1955-10,-,Nothing exists
1955-11,-,Nothing exists
1955-12,2.877,
1956-01,-,Nothing exists
1956-02,-,Nothing exists
1956-03,-,Nothing exists
1956-04,-,Nothing exists
1956-05,-,Nothing exists
1956-06,3.002,
1956-07,-,Nothing exists
1956-08,-,Nothing exists
1956-09,-,Nothing exists
1956-10,-,Nothing exists
1956-11,-,Nothing exists
1956-12,3.139,
1957-01,-,Nothing exists
1957-02,-,Nothing exists
1957-03,-,Nothing exists
1957-04,-,Nothing exists
1957-05,-,Nothing exists
1957-06,3.933,
1957-07,-,Nothing exists
1957-08,-,Nothing exists
1957-09,-,Nothing exists
1957-10,-,Nothing exists
1957-11,-,Nothing exists
1957-12,4.967,
1958-01,-,Nothing exists
1958-02,-,Nothing exists
1958-03,-,Nothing exists
1958-04,-,Nothing exists
1958-05,-,Nothing exists
1958-06,6.156,
1958-07,-,Nothing exists
1958-08,-,Nothing exists
1958-09,-,Nothing exists
1958-10,-,Nothing exists
1958-11,-,Nothing exists
1958-12,6.353,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,6.875,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,6.573,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,6.819,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,7.153,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,8.614,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,9.182,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,9.279,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,9.490,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,9.689,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,11.010,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,10.838,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,11.237,
1965-01,11.470,
1965-02,11.644,
1965-03,11.720,
1965-04,11.286,
1965-05,12.029,
1965-06,11.582,
1965-07,11.779,
1965-08,12.428,
1965-09,12.016,
1965-10,11.986,
1965-11,12.888,
1965-12,12.626,
1966-01,12.532,
1966-02,12.805,
1966-03,12.272,
1966-04,12.450,
1966-05,12.798,
1966-06,12.607,
1966-07,12.820,
1966-08,13.545,
1966-09,13.456,
1966-10,13.773,
1966-11,14.408,
1966-12,14.193,
1967-01,14.454,
1967-02,15.260,
1967-03,15.216,
1967-04,15.563,
1967-05,16.305,
1967-06,16.015,
1967-07,16.912,
1967-08,17.844,
1967-09,17.671,
1967-10,18.137,
1967-11,18.817,
1967-12,18.717,
1968-01,18.644,
1968-02,19.176,
1968-03,18.509,
1968-04,18.908,
1968-05,19.806,
1968-06,19.960,
1968-07,21.560,
1968-08,21.325,
1968-09,21.266,
1968-10,21.838,
1968-11,23.407,
1968-12,23.137,
1969-01,22.081,
1969-02,22.589,
1969-03,21.860,
1969-04,23.093,
1969-05,23.605,
1969-06,22.144,
1969-07,21.953,
1969-08,22.326,
1969-09,22.373,
1969-10,21.754,
1969-11,22.479,
1969-12,22.870,
1970-01,20.845,
1970-02,21.542,
1970-03,20.426,
1970-04,20.677,
1970-05,20.733,
1970-06,21.551,
1970-07,21.151,
1970-08,21.749,
1970-09,21.543,
1970-10,23.196,
1970-11,24.341,
1970-12,24.310,
1971-01,22.666,
1971-02,21.873,
1971-03,21.835,
1971-04,22.342,
1971-05,22.975,
1971-06,21.467,
1971-07,22.396,
1971-08,22.676,
1971-09,22.603,
1971-10,22.440,
1971-11,24.977,
1971-12,25.958,
1972-01,24.960,
1972-02,25.074,
1972-03,24.998,
1972-04,25.854,
1972-05,26.407,
1972-06,26.513,
1972-07,27.785,
1972-08,27.248,
1972-09,27.333,
1972-10,25.470,
1972-11,28.047,
1972-12,28.481,
1973-01,26.607,
1973-02,26.560,
1973-03,23.534,
1973-04,22.670,
1973-05,21.933,
1973-06,23.102,
1973-07,21.988,
1973-08,23.720,
1973-09,24.029,
1973-10,24.760,
1973-11,26.694,
1973-12,28.800,
1974-01,27.063,
1974-02,28.717,
1974-03,27.629,
1974-04,28.986,
1974-05,28.319,
1974-06,29.114,
1974-07,28.960,
1974-08,29.391,
1974-09,30.185,
1974-10,30.631,
1974-11,32.573,
1974-12,34.547,
1975-01,30.794,
1975-02,31.078,
1975-03,30.155,
1975-04,30.319,
1975-05,29.884,
1975-06,30.808,
1975-07,30.553,
1975-08,32.206,
1975-09,31.871,
1975-10,32.666,
1975-11,36.391,
1975-12,37.103,
1976-01,33.259,
1976-02,34.502,
1976-03,32.055,
1976-04,31.644,
1976-05,32.852,
1976-06,32.259,
1976-07,31.784,
1976-08,32.127,
1976-09,32.939,
1976-10,33.249,
1976-11,36.268,
1976-12,36.887,
1977-01,33.488,
1977-02,34.644,
1977-03,34.460,
1977-04,34.798,
1977-05,35.839,
1977-06,37.806,
1977-07,37.717,
1977-08,38.073,
1977-09,38.801,
1977-10,40.206,
1977-11,44.003,
1977-12,43.768,
1978-01,39.618,
1978-02,41.698,
1978-03,39.260,
1978-04,40.780,
1978-05,41.754,
1978-06,41.557,
1978-07,43.349,
1978-08,44.301,
1978-09,44.484,
1978-10,46.918,
1978-11,51.827,
1978-12,51.614,
1979-01,47.220,
1979-02,49.627,
1979-03,46.113,
1979-04,47.143,
1979-05,48.646,
1979-06,48.387,
1979-07,48.187,
1979-08,48.287,
1979-09,47.360,
1979-10,47.631,
1979-11,53.929,
1979-12,54.783,
1980-01,50.400,
1980-02,50.437,
1980-03,50.789,
1980-04,51.382,
1980-05,53.032,
1980-06,54.107,
1980-07,54.323,
1980-08,54.215,
1980-09,53.450,
1980-10,55.763,
1980-11,62.048,
1980-12,59.245,
1981-01,55.482,
1981-02,55.605,
1981-03,54.736,
1981-04,54.302,
1981-05,56.180,
1981-06,56.546,
1981-07,54.582,
1981-08,56.773,
1981-09,54.659,
1981-10,56.319,
1981-11,60.592,
1981-12,60.547,
1982-01,56.739,
1982-02,57.122,
1982-03,59.255,
1982-04,59.793,
1982-05,60.372,
1982-06,61.174,
1982-07,59.773,
1982-08,59.335,
1982-09,60.067,
1982-10,60.800,
1982-11,63.745,
1982-12,61.582,
1983-01,57.316,
1983-02,55.472,
1983-03,55.544,
1983-04,58.093,
1983-05,60.020,
1983-06,60.162,
1983-07,60.036,
1983-08,60.159,
1983-09,58.425,
1983-10,59.967,
1983-11,61.530,
1983-12,60.947,
1984-01,55.329,
1984-02,54.051,
1984-03,52.682,
1984-04,51.781,
1984-05,50.759,
1984-06,54.437,
1984-07,53.884,
1984-08,54.544,
1984-09,57.007,
1984-10,58.282,
1984-11,61.268,
1984-12,64.257,
1985-01,54.954,
1985-02,59.219,
1985-03,55.911,
1985-04,55.991,
1985-05,54.785,
1985-06,57.655,
1985-07,56.536,
1985-08,56.298,
1985-09,58.527,
1985-10,60.398,
1985-11,64.529,
1985-12,66.504,
1986-01,60.301,
1986-02,61.559,
1986-03,62.439,
1986-04,63.698,
1986-05,64.051,
1986-06,64.836,
1986-07,63.143,
1986-08,64.462,
1986-09,65.406,
1986-10,65.788,
1986-11,71.980,
1986-12,71.133,
1987-01,66.218,
1987-02,66.884,
1987-03,70.744,
1987-04,68.748,
1987-05,70.810,
1987-06,72.621,
1987-07,71.107,
1987-08,72.934,
1987-09,72.734,
1987-10,73.993,
1987-11,77.612,
1987-12,77.418,
1988-01,74.082,
1988-02,77.298,
1988-03,76.299,
1988-04,76.749,
1988-05,77.798,
1988-06,79.313,
1988-07,82.559,
1988-08,86.390,
1988-09,87.191,
1988-10,88.815,
1988-11,94.870,
1988-12,96.356,
1989-01,89.771,
1989-02,90.909,
1989-03,91.334,
1989-04,93.247,
1989-05,94.813,
1989-06,96.831,
1989-07,97.003,
1989-08,94.995,
1989-09,95.448,
1989-10,96.896,
1989-11,105.749,
1989-12,106.264,
1990-01,101.613,
1990-02,106.636,
1990-03,105.726,
1990-04,107.486,
1990-05,106.845,
1990-06,107.779,
1990-07,108.802,
1990-08,112.634,
1990-09,117.432,
1990-10,132.987,
1990-11,137.315,
1990-12,142.183,
1991-01,137.314,
1991-02,138.099,
1991-03,137.480,
1991-04,140.240,
1991-05,137.065,
1991-06,140.027,
1991-07,138.866,
1991-08,139.881,
1991-09,140.240,
1991-10,142.758,
1991-11,152.382,
1991-12,157.814,
1992-01,147.548,
1992-02,150.864,
1992-03,156.454,
1992-04,155.126,
1992-05,153.235,
1992-06,156.544,
1992-07,154.405,
1992-08,156.068,
1992-09,167.491,
1992-10,173.060,
1992-11,178.380,
1992-12,180.123,
1993-01,173.438,
1993-02,178.963,
1993-03,186.236,
1993-04,185.554,
1993-05,188.613,
1993-06,193.323,
1993-07,191.624,
1993-08,190.833,
1993-09,195.912,
1993-10,202.236,
1993-11,213.165,
1993-12,219.184,
1994-01,205.322,
1994-02,204.521,
1994-03,192.222,
1994-04,195.599,
1994-05,197.900,
1994-06,196.893,
1994-07,199.813,
1994-08,200.145,
1994-09,198.953,
1994-10,205.792,
1994-11,217.612,
1994-12,222.058,
1995-01,215.228,
1995-02,220.412,
1995-03,211.242,
1995-04,217.323,
1995-05,217.079,
1995-06,217.309,
1995-07,217.028,
1995-08,221.753,
1995-09,226.367,
1995-10,231.116,
1995-11,249.378,
1995-12,250.999,
1996-01,249.583,
1996-02,255.376,
1996-03,256.720,
1996-04,254.008,
1996-05,251.930,
1996-06,258.376,
1996-07,257.302,
1996-08,257.255,
1996-09,258.298,
1996-10,266.415,
1996-11,281.985,
1996-12,280.534,
1997-01,271.185,
1997-02,281.165,
1997-03,287.658,
1997-04,291.989,
1997-05,295.226,
1997-06,301.149,
1997-07,299.659,
1997-08,307.799,
1997-09,299.573,
1997-10,311.185,
1997-11,326.935,
1997-12,325.998,
1998-01,322.987,
1998-02,323.971,
1998-03,332.300,
1998-04,335.271,
1998-05,344.474,
1998-06,348.334,
1998-07,340.438,
1998-08,345.228,
1998-09,342.548,
1998-10,358.554,
1998-11,375.566,
1998-12,374.631,
1999-01,374.717,
1999-02,375.400,
1999-03,373.071,
1999-04,384.178,
1999-05,384.888,
1999-06,397.417,
1999-07,412.429,
1999-08,428.183,
1999-09,424.302,
1999-10,431.819,
1999-11,425.502,
1999-12,421.414,
2000-01,413.770,
2000-02,408.160,
2000-03,410.673,
2000-04,419.770,
2000-05,427.833,
2000-06,417.820,
2000-07,422.981,
2000-08,430.912,
2000-09,419.438,
2000-10,431.751,
2000-11,444.071,
2000-12,439.058,
2001-01,424.723,
2001-02,433.530,
2001-03,454.574,
2001-04,447.024,
2001-05,454.113,
2001-06,462.669,
2001-07,454.151,
2001-08,461.522,
2001-09,475.070,
2001-10,468.438,
2001-11,473.477,
2001-12,460.792,
2002-01,461.444,
2002-02,458.253,
2002-03,459.829,
2002-04,459.245,
2002-05,459.321,
2002-06,462.167,
2002-07,458.195,
2002-08,470.135,
2002-09,470.386,
2002-10,478.160,
2002-11,480.511,
2002-12,472.621,
2003-01,460.346,
2003-02,468.086,
2003-03,466.256,
2003-04,463.902,
2003-05,461.300,
2003-06,460.373,
2003-07,450.893,
2003-08,445.757,
2003-09,442.372,
2003-10,438.872,
2003-11,449.739,
2003-12,450.471,
2004-01,453.111,
2004-02,463.993,
2004-03,461.844,
2004-04,466.057,
2004-05,462.277,
2004-06,463.893,
2004-07,469.621,
2004-08,464.789,
2004-09,461.529,
2004-10,465.229,
2004-11,468.216,
2004-12,430.231,
2005-01,421.756,
