"",BBK01.QUK864,BBK01.QUK864_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Norway / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:25,
2002-03,4.266,
2002-04,4.634,
2002-05,4.192,
2002-06,4.020,
2002-07,4.229,
2002-08,4.122,
2002-09,4.219,
2002-10,4.041,
2002-11,4.324,
2002-12,4.356,
2003-01,4.289,
2003-02,4.005,
2003-03,3.987,
2003-04,4.002,
2003-05,4.108,
2003-06,3.999,
2003-07,4.065,
2003-08,4.123,
2003-09,3.904,
2003-10,3.793,
2003-11,3.899,
2003-12,3.612,
2004-01,3.699,
2004-02,3.958,
2004-03,4.283,
2004-04,4.486,
2004-05,4.209,
2004-06,4.347,
2004-07,4.365,
2004-08,4.237,
2004-09,3.869,
2004-10,5.512,
2004-11,4.739,
2004-12,5.003,
2005-01,6.705,
2005-02,6.788,
2005-03,5.687,
2005-04,5.265,
2005-05,6.095,
2005-06,5.774,
2005-07,6.303,
2005-08,7.273,
2005-09,5.072,
2005-10,6.313,
2005-11,6.857,
2005-12,4.058,
2006-01,6.421,
2006-02,5.911,
2006-03,4.896,
2006-04,7.014,
2006-05,7.266,
2006-06,6.882,
2006-07,8.039,
2006-08,8.244,
2006-09,9.741,
2006-10,8.301,
2006-11,9.495,
2006-12,10.035,
2007-01,10.987,
2007-02,9.106,
2007-03,9.962,
2007-04,7.291,
2007-05,12.195,
2007-06,11.172,
2007-07,5.060,
2007-08,5.104,
2007-09,5.038,
2007-10,5.146,
2007-11,5.103,
2007-12,5.204,
2008-01,5.140,
2008-02,5.315,
2008-03,5.490,
2008-04,5.761,
2008-05,5.624,
2008-06,5.172,
2008-07,5.189,
2008-08,5.288,
2008-09,5.888,
2008-10,6.524,
2008-11,7.258,
2008-12,6.852,
2009-01,7.184,
2009-02,7.364,
2009-03,6.994,
2009-04,7.063,
2009-05,6.581,
2009-06,6.499,
2009-07,6.484,
2009-08,6.359,
2009-09,6.145,
2009-10,5.911,
2009-11,6.691,
2009-12,6.598,
2010-01,6.766,
2010-02,6.948,
2010-03,7.034,
2010-04,7.043,
2010-05,7.444,
2010-06,6.878,
2010-07,6.867,
2010-08,7.890,
2010-09,6.838,
2010-10,7.035,
2010-11,6.838,
2010-12,6.864,
2011-01,6.613,
2011-02,6.579,
2011-03,7.065,
2011-04,6.968,
2011-05,5.976,
2011-06,6.007,
2011-07,5.334,
2011-08,5.585,
2011-09,5.720,
2011-10,5.332,
2011-11,5.455,
2011-12,5.744,
2012-01,5.761,
2012-02,5.885,
2012-03,5.619,
2012-04,5.631,
2012-05,5.779,
2012-06,5.578,
2012-07,5.744,
2012-08,5.746,
2012-09,5.694,
2012-10,6.010,
2012-11,5.815,
2012-12,5.882,
2013-01,5.911,
2013-02,5.927,
2013-03,5.805,
2013-04,5.877,
2013-05,6.130,
2013-06,6.060,
2013-07,5.247,
2013-08,5.421,
2013-09,5.076,
2013-10,4.447,
2013-11,4.582,
2013-12,4.644,
2014-01,4.749,
2014-02,4.795,
2014-03,4.334,
2014-04,4.227,
2014-05,4.217,
2014-06,4.254,
2014-07,4.249,
2014-08,4.875,
2014-09,4.456,
2014-10,4.501,
