"",BBK01.PQ0403,BBK01.PQ0403_FLAGS
"",Lending to domestic enterprises and self-employed persons / Medium-term / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:22:16,
1968-10,0.093,
1969-01,0.097,
1969-04,0.088,
1969-07,0.088,
1969-10,0.143,
1970-01,0.119,
1970-04,0.151,
1970-07,0.153,
1970-10,0.138,
1971-01,0.153,
1971-04,0.164,
1971-07,0.142,
1971-10,0.194,
1972-01,0.182,
1972-04,0.217,
1972-07,0.282,
1972-10,0.352,
1973-01,0.390,
1973-04,0.342,
1973-07,0.371,
1973-10,0.361,
1974-01,0.373,
1974-04,0.377,
1974-07,0.342,
1974-10,0.398,
1975-01,0.367,
1975-04,0.372,
1975-07,0.398,
1975-10,0.356,
1976-01,0.382,
1976-04,0.299,
1976-07,0.232,
1976-10,0.232,
1977-01,0.216,
1977-04,0.200,
1977-07,0.162,
1977-10,0.160,
1978-01,0.153,
1978-04,0.161,
1978-07,0.169,
1978-10,0.209,
1979-01,0.202,
1979-04,0.248,
1979-07,0.234,
1979-10,0.250,
1980-01,0.245,
1980-04,0.224,
1980-07,0.231,
1980-10,0.237,
1981-01,0.226,
1981-04,0.254,
1981-07,0.234,
1981-10,0.212,
1982-01,0.185,
1982-04,0.201,
1982-07,0.203,
1982-10,0.204,
1983-01,0.210,
1983-04,0.235,
1983-07,0.231,
1983-10,0.230,
1984-01,0.233,
1984-04,0.249,
1984-07,0.236,
1984-10,0.278,
1985-01,0.316,
1985-04,0.321,
1985-07,0.354,
1985-10,0.414,
1986-01,0.402,
1986-04,0.344,
1986-07,0.322,
1986-10,0.305,
1987-01,0.305,
1987-04,0.315,
1987-07,0.339,
1987-10,0.357,
1988-01,0.373,
1988-04,0.334,
1988-07,0.364,
1988-10,0.342,
1989-01,0.365,
1989-04,0.335,
1989-07,0.297,
1989-10,0.260,
1990-01,0.234,
1990-04,0.232,
1990-07,0.208,
1990-10,0.198,
1991-01,0.168,
1991-04,0.195,
1991-07,0.192,
1991-10,0.184,
1992-01,0.174,
1992-04,0.145,
1992-07,0.159,
1992-10,0.172,
1993-01,0.175,
1993-04,0.215,
1993-07,0.232,
1993-10,0.310,
1994-01,0.327,
1994-04,0.329,
1994-07,0.339,
1994-10,0.372,
1995-01,0.437,
1995-04,0.478,
1995-07,0.504,
1995-10,0.548,
1996-01,0.624,
1996-04,0.622,
1996-07,0.689,
1996-10,0.675,
1997-01,0.700,
1997-04,1.072,
1997-07,1.047,
1997-10,1.065,
1998-01,1.387,
1998-04,1.413,
1998-07,1.457,
1998-10,1.460,
1999-01,1.843,
1999-04,1.638,
1999-07,1.858,
1999-10,1.995,
2000-01,2.403,
2000-04,2.470,
2000-07,2.515,
2000-10,3.053,
2001-01,3.324,
2001-04,3.106,
2001-07,3.200,
2001-10,3.315,
2002-01,3.567,
2002-04,3.482,
2002-07,3.756,
2002-10,3.881,
2003-01,3.662,
2003-04,3.698,
2003-07,3.727,
2003-10,3.986,
2004-01,3.892,
2004-04,4.019,
2004-07,4.158,
2004-10,4.047,
2005-01,4.160,
2005-04,4.661,
2005-07,5.578,
2005-10,6.217,
2006-01,6.457,
2006-04,6.886,
2006-07,7.964,
2006-10,7.530,
2007-01,8.846,
2007-04,10.006,
2007-07,10.423,
2007-10,10.242,
2008-01,12.319,
2008-04,11.948,
2008-07,11.992,
2008-10,11.685,
2009-01,12.247,
2009-04,11.748,
2009-07,11.340,
2009-10,13.428,
2010-01,12.195,
2010-04,12.461,
2010-07,12.923,
2010-10,12.547,
2011-01,12.325,
2011-04,11.442,
2011-07,11.725,
2011-10,12.020,
2012-01,12.205,
2012-04,12.225,
2012-07,11.969,
2012-10,11.517,
2013-01,11.332,
2013-04,10.922,
2013-07,10.858,
2013-10,10.467,
2014-01,11.472,
2014-04,11.801,
2014-07,12.116,
2014-10,12.996,
