"",BBDE1.M.DE.Y.AED1.A2P310000.F.V.I10.A,BBDE1.M.DE.Y.AED1.A2P310000.F.V.I10.A_FLAGS
"","Orders received from abroad, Euro-area countries / At current prices / Germany / Intermediate goods / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:21,
2003-01,77.0,
2003-02,75.7,
2003-03,75.6,
2003-04,75.3,
2003-05,73.1,
2003-06,73.4,
2003-07,74.3,
2003-08,73.4,
2003-09,75.2,
2003-10,75.9,
2003-11,75.2,
2003-12,82.3,
2004-01,80.8,
2004-02,82.3,
2004-03,79.4,
2004-04,82.9,
2004-05,85.0,
2004-06,87.0,
2004-07,85.5,
2004-08,90.7,
2004-09,87.9,
2004-10,84.7,
2004-11,87.4,
2004-12,86.6,
2005-01,87.4,
2005-02,86.3,
2005-03,86.4,
2005-04,86.4,
2005-05,87.3,
2005-06,87.2,
2005-07,89.8,
2005-08,88.9,
2005-09,92.6,
2005-10,92.9,
2005-11,95.1,
2005-12,96.2,
2006-01,94.6,
2006-02,96.3,
2006-03,96.0,
2006-04,98.5,
2006-05,100.3,
2006-06,101.6,
2006-07,101.5,
2006-08,102.8,
2006-09,102.1,
2006-10,105.7,
2006-11,106.4,
2006-12,104.3,
2007-01,105.1,
2007-02,107.9,
2007-03,110.6,
2007-04,110.0,
2007-05,108.0,
2007-06,110.2,
2007-07,108.0,
2007-08,107.8,
2007-09,106.4,
2007-10,111.5,
2007-11,119.5,
2007-12,115.0,
2008-01,110.3,
2008-02,111.1,
2008-03,111.3,
2008-04,115.0,
2008-05,118.1,
2008-06,110.2,
2008-07,112.8,
2008-08,113.3,
2008-09,104.9,
2008-10,99.6,
2008-11,85.9,
2008-12,86.6,
2009-01,74.1,
2009-02,69.3,
2009-03,68.3,
2009-04,74.1,
2009-05,75.1,
2009-06,81.2,
2009-07,80.6,
2009-08,85.2,
2009-09,86.2,
2009-10,86.3,
2009-11,88.3,
2009-12,83.6,
2010-01,92.0,
2010-02,92.6,
2010-03,95.1,
2010-04,99.4,
2010-05,97.8,
2010-06,98.5,
2010-07,101.0,
2010-08,102.1,
2010-09,103.7,
2010-10,104.2,
2010-11,103.5,
2010-12,107.4,
2011-01,114.5,
2011-02,113.5,
2011-03,114.3,
2011-04,111.7,
2011-05,109.4,
2011-06,111.5,
2011-07,109.6,
2011-08,115.8,
2011-09,108.3,
2011-10,105.5,
2011-11,103.2,
2011-12,97.8,
2012-01,108.7,
2012-02,104.6,
2012-03,105.0,
2012-04,104.0,
2012-05,105.5,
2012-06,104.3,
2012-07,104.9,
2012-08,105.3,
2012-09,98.5,
2012-10,103.9,
2012-11,103.1,
2012-12,106.2,
2013-01,101.0,
2013-02,101.9,
2013-03,110.2,
2013-04,102.3,
2013-05,103.2,
2013-06,102.9,
2013-07,99.9,
2013-08,104.0,
2013-09,101.9,
2013-10,106.5,
2013-11,104.0,
2013-12,102.7,
2014-01,105.1,
2014-02,104.6,
2014-03,102.7,
2014-04,106.7,
2014-05,101.5,
2014-06,103.4,
2014-07,104.4,
2014-08,102.9,
2014-09,106.3,
2014-10,112.6,
2014-11,102.8,
2014-12,109.5,Provisional value
