"",BBK01.QUW017,BBK01.QUW017_FLAGS
"",Banks in Germany: Short-term liabilities to foreign banks / Remaining countries in Africa / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:18:37,
2001-12,0.633,
2002-01,0.628,
2002-02,0.700,
2002-03,0.633,
2002-04,0.525,
2002-05,0.506,
2002-06,0.472,
2002-07,0.428,
2002-08,0.477,
2002-09,0.504,
2002-10,0.473,
2002-11,0.585,
2002-12,0.509,
2003-01,0.572,
2003-02,0.574,
2003-03,0.676,
2003-04,0.579,
2003-05,0.530,
2003-06,0.590,
2003-07,0.578,
2003-08,0.604,
2003-09,0.687,
2003-10,0.627,
2003-11,0.683,
2003-12,0.689,
2004-01,0.678,
2004-02,0.637,
2004-03,0.632,
2004-04,0.600,
2004-05,0.604,
2004-06,0.658,
2004-07,0.727,
2004-08,0.696,
2004-09,0.777,
2004-10,0.657,
2004-11,0.654,
2004-12,0.717,
2005-01,0.775,
2005-02,0.755,
2005-03,0.777,
2005-04,0.733,
2005-05,0.840,
2005-06,0.767,
2005-07,0.713,
2005-08,0.672,
2005-09,0.675,
2005-10,0.723,
2005-11,0.735,
2005-12,0.820,
2006-01,0.798,
2006-02,0.867,
2006-03,0.875,
2006-04,0.835,
2006-05,0.852,
2006-06,0.708,
2006-07,0.777,
2006-08,0.768,
2006-09,0.955,
2006-10,0.922,
2006-11,0.896,
2006-12,1.048,
2007-01,0.888,
2007-02,0.871,
2007-03,0.840,
2007-04,0.810,
2007-05,0.911,
2007-06,0.953,
2007-07,1.044,
2007-08,1.129,
2007-09,1.116,
2007-10,1.054,
2007-11,1.082,
2007-12,1.098,
2008-01,1.142,
2008-02,1.224,
2008-03,1.593,
2008-04,1.674,
2008-05,1.873,
2008-06,1.972,
2008-07,1.693,
2008-08,1.961,
2008-09,2.097,
2008-10,2.096,
2008-11,1.873,
2008-12,1.648,
2009-01,1.581,
2009-02,1.240,
2009-03,1.351,
2009-04,1.174,
2009-05,1.249,
2009-06,1.176,
2009-07,1.258,
2009-08,1.284,
2009-09,1.282,
2009-10,1.301,
2009-11,1.321,
2009-12,1.681,
2010-01,1.331,
2010-02,1.409,
2010-03,1.406,
2010-04,1.362,
2010-05,1.521,
2010-06,1.647,
2010-07,1.900,
2010-08,2.493,
2010-09,2.352,
2010-10,2.259,
2010-11,2.762,
2010-12,2.679,
2011-01,2.794,
2011-02,2.750,
2011-03,2.687,
2011-04,2.551,
2011-05,2.557,
2011-06,2.516,
2011-07,2.798,
2011-08,3.008,
2011-09,3.265,
2011-10,3.221,
2011-11,4.022,
2011-12,5.038,
2012-01,5.049,
2012-02,4.830,
2012-03,4.492,
2012-04,3.159,
2012-05,3.973,
2012-06,3.617,
2012-07,3.485,
2012-08,3.150,
2012-09,3.118,
2012-10,3.067,
2012-11,3.500,
2012-12,4.116,
2013-01,3.765,
2013-02,4.024,
2013-03,4.065,
2013-04,3.964,
2013-05,3.917,
2013-06,4.075,
2013-07,4.380,
2013-08,4.229,
2013-09,3.988,
2013-10,3.384,
2013-11,3.142,
2013-12,2.766,
2014-01,2.646,
2014-02,2.646,
2014-03,2.841,
2014-04,2.867,
2014-05,3.093,
2014-06,2.809,
2014-07,3.138,
2014-08,3.103,
2014-09,2.875,
2014-10,3.205,
2014-11,3.017,
2014-12,3.242,
