"",BBK01.OEAH15Q,BBK01.OEAH15Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:03,
2002-01,50.900,
2002-04,50.708,
2002-07,49.181,
2002-10,51.908,
2003-01,50.947,
2003-04,50.859,
2003-07,55.180,
2003-10,54.347,
2004-01,54.438,
2004-04,51.326,
2004-07,51.577,
2004-10,64.414,
2005-01,66.762,
2005-04,66.505,
2005-07,67.496,
2005-10,67.957,
2006-01,67.690,
2006-04,68.945,
2006-07,62.598,
2006-10,66.291,
2007-01,67.112,
2007-04,71.026,
2007-07,73.337,
2007-10,77.719,
2008-01,79.255,
2008-04,84.811,
2008-07,86.910,
2008-10,87.171,
2009-01,92.262,
2009-04,90.288,
2009-07,92.584,
2009-10,90.128,
2010-01,91.355,
2010-04,95.402,
2010-07,95.811,
2010-10,93.213,
2011-01,86.452,
2011-04,86.961,
2011-07,93.327,
2011-10,94.214,
2012-01,93.915,
2012-04,98.061,
2012-07,98.674,
2012-10,99.989,
2013-01,97.172,
2013-04,100.470,
2013-07,99.899,
2013-10,101.190,
2014-01,102.791,
2014-04,105.277,
2014-07,104.094,
