"",BBK01.QUY385,BBK01.QUY385_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign general government / Italy / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:45,
2002-03,66.937,
2002-04,60.752,
2002-05,61.830,
2002-06,55.943,
2002-07,56.995,
2002-08,54.147,
2002-09,55.645,
2002-10,57.160,
2002-11,56.701,
2002-12,56.856,
2003-01,56.990,
2003-02,55.874,
2003-03,52.606,
2003-04,52.735,
2003-05,48.395,
2003-06,47.769,
2003-07,50.419,
2003-08,47.997,
2003-09,48.685,
2003-10,44.672,
2003-11,43.730,
2003-12,45.258,
2004-01,46.144,
2004-02,44.663,
2004-03,47.354,
2004-04,48.190,
2004-05,49.651,
2004-06,51.757,
2004-07,51.337,
2004-08,51.340,
2004-09,47.156,
2004-10,47.109,
2004-11,46.451,
2004-12,48.009,
2005-01,47.959,
2005-02,46.931,
2005-03,52.757,
2005-04,56.425,
2005-05,54.175,
2005-06,59.719,
2005-07,59.182,
2005-08,60.082,
2005-09,57.644,
2005-10,59.591,
2005-11,58.868,
2005-12,51.152,
2006-01,52.317,
2006-02,52.251,
2006-03,55.919,
2006-04,57.865,
2006-05,55.644,
2006-06,53.353,
2006-07,48.943,
2006-08,48.706,
2006-09,48.433,
2006-10,49.277,
2006-11,48.773,
2006-12,47.370,
2007-01,46.378,
2007-02,45.728,
2007-03,45.586,
2007-04,45.261,
2007-05,44.156,
2007-06,45.412,
2007-07,44.532,
2007-08,43.654,
2007-09,42.446,
2007-10,43.514,
2007-11,41.028,
2007-12,42.658,
2008-01,46.629,
2008-02,47.354,
2008-03,46.978,
2008-04,47.113,
2008-05,46.835,
2008-06,47.349,
2008-07,45.710,
2008-08,45.417,
2008-09,43.000,
2008-10,41.635,
2008-11,41.622,
2008-12,41.612,
2009-01,39.776,
2009-02,40.967,
2009-03,39.803,
2009-04,40.207,
2009-05,41.427,
2009-06,40.930,
2009-07,42.155,
2009-08,41.252,
2009-09,40.794,
2009-10,41.367,
2009-11,40.561,
2009-12,38.406,
2010-01,40.209,
2010-02,40.943,
2010-03,39.543,
2010-04,40.116,
2010-05,37.186,
2010-06,36.232,
2010-07,37.020,
2010-08,36.107,
2010-09,36.657,
2010-10,35.720,
2010-11,34.153,
2010-12,35.874,
2011-01,35.013,
2011-02,34.589,
2011-03,33.503,
2011-04,33.241,
2011-05,32.105,
2011-06,30.706,
2011-07,31.719,
2011-08,30.450,
2011-09,30.619,
2011-10,31.792,
2011-11,31.248,
2011-12,30.059,
2012-01,29.875,
2012-02,30.183,
2012-03,30.238,
2012-04,29.566,
2012-05,29.504,
2012-06,29.141,
2012-07,29.303,
2012-08,29.269,
2012-09,29.920,
2012-10,29.926,
2012-11,29.413,
2012-12,30.454,
2013-01,31.731,
2013-02,30.324,
2013-03,31.277,
2013-04,30.523,
2013-05,32.179,
2013-06,31.438,
2013-07,31.764,
2013-08,29.944,
2013-09,29.520,
2013-10,28.731,
2013-11,29.500,
2013-12,26.777,
2014-01,27.674,
2014-02,27.566,
2014-03,28.171,
2014-04,28.874,
2014-05,29.168,
2014-06,28.308,
2014-07,28.953,
2014-08,27.872,
2014-09,28.357,
2014-10,27.730,
