"",BBK01.OEAA46N,BBK01.OEAA46N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:20,
2002-01,4.357,
2002-04,3.415,
2002-07,3.963,
2002-10,4.615,
2003-01,7.075,
2003-04,6.638,
2003-07,7.234,
2003-10,5.920,
2004-01,6.863,
2004-04,6.286,
2004-07,6.266,
2004-10,6.171,
2005-01,6.114,
2005-04,6.229,
2005-07,7.324,
2005-10,7.785,
2006-01,7.974,
2006-04,7.599,
2006-07,7.653,
2006-10,7.775,
2007-01,7.580,
2007-04,9.198,
2007-07,9.532,
2007-10,9.125,
2008-01,10.230,
2008-04,9.816,
2008-07,6.017,
2008-10,5.937,
2009-01,6.044,
2009-04,7.463,
2009-07,8.670,
2009-10,8.612,
2010-01,8.230,
2010-04,8.785,
2010-07,9.287,
2010-10,9.578,
2011-01,10.545,
2011-04,10.783,
2011-07,11.131,
2011-10,11.372,
2012-01,11.688,
2012-04,11.100,
2012-07,10.385,
2012-10,10.126,
2013-01,10.125,
2013-04,10.114,
2013-07,10.004,
2013-10,9.627,
2014-01,9.179,
2014-04,9.280,
2014-07,9.109,
