"",BBK01.TU2021,BBK01.TU2021_FLAGS
"",Foreign branches: Deposits of german non-banks (non-MFIs) / total,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:21,
1973-06,0.004,
1973-07,0.003,
1973-08,0.002,
1973-09,0.003,
1973-10,0.005,
1973-11,0.005,
1973-12,0.006,
1974-01,0.009,
1974-02,0.008,
1974-03,0.047,
1974-04,0.025,
1974-05,0.057,
1974-06,0.041,
1974-07,0.082,
1974-08,0.055,
1974-09,0.212,
1974-10,0.078,
1974-11,0.058,
1974-12,0.128,
1975-01,0.066,
1975-02,0.056,
1975-03,0.072,
1975-04,0.067,
1975-05,0.076,
1975-06,0.104,
1975-07,0.089,
1975-08,0.129,
1975-09,0.099,
1975-10,0.080,
1975-11,0.092,
1975-12,0.081,
1976-01,0.071,
1976-02,0.075,
1976-03,0.088,
1976-04,0.075,
1976-05,0.101,
1976-06,0.201,
1976-07,0.256,
1976-08,0.288,
1976-09,0.290,
1976-10,0.262,
1976-11,0.352,
1976-12,0.259,
1977-01,0.376,
1977-02,0.263,
1977-03,0.411,
1977-04,0.456,
1977-05,0.515,
1977-06,0.510,
1977-07,0.483,
1977-08,0.524,
1977-09,0.264,
1977-10,0.258,
1977-11,0.301,
1977-12,0.330,
1978-01,0.302,
1978-02,0.229,
1978-03,0.291,
1978-04,0.217,
1978-05,0.224,
1978-06,0.306,
1978-07,0.350,
1978-08,0.336,
1978-09,0.332,
1978-10,0.336,
1978-11,0.333,
1978-12,0.414,
1979-01,0.474,
1979-02,0.413,
1979-03,0.553,
1979-04,0.640,
1979-05,0.776,
1979-06,0.520,
1979-07,0.603,
1979-08,0.717,
1979-09,0.479,
1979-10,0.690,
1979-11,0.648,
1979-12,0.598,
1980-01,0.466,
1980-02,0.698,
1980-03,0.802,
1980-04,0.860,
1980-05,0.810,
1980-06,0.688,
1980-07,0.674,
1980-08,0.600,
1980-09,0.678,
1980-10,1.073,
1980-11,1.207,
1980-12,1.597,
1981-01,1.829,
1981-02,1.942,
1981-03,2.461,
1981-04,1.666,
1981-05,1.978,
1981-06,1.863,
1981-07,1.881,
1981-08,1.734,
1981-09,1.592,
1981-10,1.847,
1981-11,1.850,
1981-12,1.769,
1982-01,2.143,
1982-02,2.245,
1982-03,2.665,
1982-04,2.407,
1982-05,2.258,
1982-06,2.723,
1982-07,2.344,
1982-08,2.077,
1982-09,1.884,
1982-10,1.899,
1982-11,2.026,
1982-12,1.896,
1983-01,2.130,
1983-02,2.082,
1983-03,2.011,
1983-04,2.132,
1983-05,2.344,
1983-06,2.560,
1983-07,2.304,
1983-08,2.218,
1983-09,2.112,
1983-10,2.344,
1983-11,2.389,
1983-12,2.036,
1984-01,2.897,
1984-02,2.871,
1984-03,3.137,
1984-04,3.147,
1984-05,3.380,
1984-06,2.947,
1984-07,2.860,
1984-08,2.751,
1984-09,2.871,
1984-10,3.332,
1984-11,3.654,
1984-12,3.641,
1985-01,3.791,
1985-02,4.012,
1985-03,4.889,
1985-04,4.827,
1985-05,4.814,
1985-06,4.930,
1985-07,5.125,
1985-08,4.834,
1985-09,4.377,
1985-10,5.781,
1985-11,5.532,
1985-12,4.678,
1986-01,6.955,
1986-02,7.613,
1986-03,11.013,
1986-04,13.463,
1986-05,13.073,
1986-06,12.105,
1986-07,12.933,
1986-08,13.387,
1986-09,12.866,
1986-10,14.721,
1986-11,15.085,
1986-12,13.127,
1987-01,14.801,
1987-02,14.549,
1987-03,15.465,
1987-04,16.523,
1987-05,16.476,
1987-06,16.210,
1987-07,17.581,
1987-08,17.632,
1987-09,17.267,
1987-10,18.297,
1987-11,16.166,
1987-12,15.118,
1988-01,17.708,
1988-02,17.101,
1988-03,18.578,
1988-04,18.114,
1988-05,18.596,
1988-06,18.487,
1988-07,19.048,
1988-08,19.511,
1988-09,18.367,
1988-10,19.173,
1988-11,18.786,
1988-12,18.035,
1989-01,24.984,
1989-02,25.904,
1989-03,27.206,
1989-04,28.388,
1989-05,29.954,
1989-06,30.935,
1989-07,30.019,
1989-08,29.679,
1989-09,28.534,
1989-10,31.865,
1989-11,30.967,
1989-12,28.090,
1990-01,35.346,
1990-02,35.271,
1990-03,37.375,
1990-04,38.380,
1990-05,38.455,
1990-06,37.723,
1990-07,41.175,
1990-08,40.591,
1990-09,40.351,
1990-10,44.211,
1990-11,44.722,
1990-12,42.131,
1991-01,47.297,
1991-02,48.870,
1991-03,50.654,
1991-04,52.054,
1991-05,51.630,
1991-06,49.850,
1991-07,51.249,
1991-08,50.898,
1991-09,50.307,
1991-10,55.580,
1991-11,53.898,
1991-12,52.693,
1992-01,60.562,
1992-02,60.026,
1992-03,58.485,
1992-04,57.812,
1992-05,60.469,
1992-06,61.118,
1992-07,58.753,
1992-08,57.607,
1992-09,54.670,
1992-10,62.783,
1992-11,63.112,
1992-12,67.361,
1993-01,74.797,
