"",BBK01.OEAA11L,BBK01.OEAA11L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:17:20,
2002-01,67.768,
2002-04,56.487,
2002-07,56.644,
2002-10,55.935,
2003-01,65.429,
2003-04,60.579,
2003-07,62.526,
2003-10,61.586,
2004-01,63.997,
2004-04,56.092,
2004-07,54.841,
2004-10,56.621,
2005-01,62.938,
2005-04,64.679,
2005-07,74.050,
2005-10,67.995,
2006-01,74.584,
2006-04,77.650,
2006-07,77.818,
2006-10,58.988,
2007-01,70.976,
2007-04,75.217,
2007-07,69.467,
2007-10,67.687,
2008-01,77.126,
2008-04,75.946,
2008-07,75.986,
2008-10,84.897,
2009-01,99.936,
2009-04,90.147,
2009-07,84.010,
2009-10,71.939,
2010-01,65.586,
2010-04,70.826,
2010-07,60.538,
2010-10,68.167,
2011-01,77.164,
2011-04,73.383,
2011-07,74.095,
2011-10,74.220,
2012-01,74.274,
2012-04,71.530,
2012-07,70.519,
2012-10,72.129,
2013-01,75.644,
2013-04,82.940,
2013-07,48.801,
2013-10,51.062,
2014-01,52.148,
2014-04,51.905,
2014-07,50.609,
