"",BBK01.OEAH86K,BBK01.OEAH86K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:25:59,
2002-01,1.950,
2002-04,1.948,
2002-07,2.034,
2002-10,2.058,
2003-01,2.114,
2003-04,2.200,
2003-07,2.079,
2003-10,2.022,
2004-01,2.078,
2004-04,2.311,
2004-07,2.582,
2004-10,2.360,
2005-01,2.347,
2005-04,2.601,
2005-07,3.050,
2005-10,2.387,
2006-01,2.228,
2006-04,2.122,
2006-07,2.628,
2006-10,2.285,
2007-01,2.175,
2007-04,2.170,
2007-07,2.226,
2007-10,3.019,
2008-01,2.827,
2008-04,2.980,
2008-07,3.098,
2008-10,3.260,
2009-01,3.737,
2009-04,3.530,
2009-07,3.562,
2009-10,3.661,
2010-01,4.641,
2010-04,4.503,
2010-07,4.460,
2010-10,4.323,
2011-01,4.104,
2011-04,4.042,
2011-07,4.444,
2011-10,4.239,
2012-01,4.826,
2012-04,5.868,
2012-07,6.428,
2012-10,6.143,
2013-01,5.893,
2013-04,6.083,
2013-07,6.706,
2013-10,6.038,
2014-01,5.726,
2014-04,6.328,
2014-07,7.024,
