"",BBK01.OUU077,BBK01.OUU077_FLAGS
"","Securities portfolios / Shares, mutual fund shares and other securities / Building and loan associations",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:49:17,
1999-01,5.933,
1999-02,6.243,
1999-03,6.391,
1999-04,6.408,
1999-05,6.516,
1999-06,6.566,
1999-07,6.254,
1999-08,6.218,
1999-09,6.169,
1999-10,6.169,
1999-11,6.143,
1999-12,6.304,
2000-01,6.353,
2000-02,6.355,
2000-03,6.049,
2000-04,6.076,
2000-05,6.078,
2000-06,5.576,
2000-07,5.576,
2000-08,5.576,
2000-09,5.567,
2000-10,5.567,
2000-11,5.593,
2000-12,5.700,
2001-01,5.710,
2001-02,5.700,
2001-03,5.811,
2001-04,5.861,
2001-05,5.893,
2001-06,5.923,
2001-07,5.923,
2001-08,5.960,
2001-09,5.960,
2001-10,6.002,
2001-11,6.177,
2001-12,6.372,
2002-01,6.397,
2002-02,6.447,
2002-03,6.501,
2002-04,6.512,
2002-05,6.516,
2002-06,6.569,
2002-07,6.688,
2002-08,6.688,
2002-09,6.642,
2002-10,6.703,
2002-11,6.641,
2002-12,6.988,
2003-01,7.124,
2003-02,7.218,
2003-03,7.272,
2003-04,7.404,
2003-05,7.530,
2003-06,7.537,
2003-07,7.706,
2003-08,7.704,
2003-09,7.848,
2003-10,7.848,
2003-11,7.850,
2003-12,8.159,
2004-01,8.434,
2004-02,8.458,
2004-03,8.665,
2004-04,8.785,
2004-05,8.878,
2004-06,8.889,
2004-07,8.889,
2004-08,8.937,
2004-09,8.911,
2004-10,8.957,
2004-11,8.871,
2004-12,9.365,
2005-01,9.382,
2005-02,9.545,
2005-03,9.644,
2005-04,9.743,
2005-05,9.869,
2005-06,9.904,
2005-07,9.839,
2005-08,9.839,
2005-09,9.839,
2005-10,9.839,
2005-11,9.899,
2005-12,10.450,
2006-01,9.369,
2006-02,9.451,
2006-03,9.453,
2006-04,9.618,
2006-05,9.490,
2006-06,9.473,
2006-07,9.473,
2006-08,9.473,
2006-09,9.473,
2006-10,9.475,
2006-11,9.095,
2006-12,9.324,
2007-01,9.424,
2007-02,9.436,
2007-03,9.216,
2007-04,8.988,
2007-05,8.930,
2007-06,8.929,
2007-07,8.831,
2007-08,7.882,
2007-09,7.882,
2007-10,7.933,
2007-11,7.933,
2007-12,7.608,
2008-01,7.596,
2008-02,7.597,
2008-03,7.649,
2008-04,7.720,
2008-05,7.721,
2008-06,7.610,
2008-07,7.611,
2008-08,7.711,
2008-09,7.698,
2008-10,7.645,
2008-11,7.565,
2008-12,7.633,
2009-01,7.531,
2009-02,7.484,
2009-03,7.437,
2009-04,7.429,
2009-05,7.438,
2009-06,7.438,
2009-07,7.435,
2009-08,7.434,
2009-09,7.530,
2009-10,7.534,
2009-11,7.534,
2009-12,7.401,
2010-01,7.432,
2010-02,7.452,
2010-03,7.557,
2010-04,7.562,
2010-05,7.637,
2010-06,7.630,
2010-07,7.705,
2010-08,7.785,
2010-09,7.816,
2010-10,8.007,
2010-11,8.017,
2010-12,7.966,
2011-01,7.963,
2011-02,7.918,
2011-03,7.916,
2011-04,7.813,
2011-05,6.391,
2011-06,6.388,
2011-07,6.388,
2011-08,6.309,
2011-09,5.468,
2011-10,5.412,
2011-11,5.480,
2011-12,5.483,
2012-01,5.591,
2012-02,5.571,
2012-03,5.584,
2012-04,5.635,
2012-05,5.659,
2012-06,5.816,
2012-07,5.926,
2012-08,5.951,
2012-09,6.151,
2012-10,6.151,
2012-11,6.171,
2012-12,6.161,
2013-01,6.301,
2013-02,6.302,
2013-03,6.354,
2013-04,6.416,
2013-05,6.436,
2013-06,6.563,
2013-07,6.764,
2013-08,6.844,
2013-09,6.554,
2013-10,6.530,
2013-11,6.630,
2013-12,6.622,
2014-01,6.722,
2014-02,6.733,
2014-03,6.766,
2014-04,6.741,
2014-05,6.791,
2014-06,6.918,
2014-07,6.955,
2014-08,6.955,
2014-09,6.771,
2014-10,6.941,
2014-11,7.021,
2014-12,6.823,Provisional value
