"",BBDE1.M.DE.Y.AEA1.N2C250000.F.V.I10.A,BBDE1.M.DE.Y.AEA1.N2C250000.F.V.I10.A_FLAGS
"","Orders received / At current prices / Germany / 25 Manufacture of fabricated metal products, except machinery and equipment / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:34,
1991-01,64.6,
1991-02,65.6,
1991-03,64.7,
1991-04,63.7,
1991-05,63.8,
1991-06,64.3,
1991-07,63.8,
1991-08,62.9,
1991-09,63.6,
1991-10,64.0,
1991-11,65.5,
1991-12,66.0,
1992-01,67.6,
1992-02,68.9,
1992-03,66.5,
1992-04,66.9,
1992-05,64.6,
1992-06,63.4,
1992-07,62.1,
1992-08,63.0,
1992-09,61.7,
1992-10,59.7,
1992-11,59.4,
1992-12,60.0,
1993-01,60.0,
1993-02,59.7,
1993-03,58.6,
1993-04,58.1,
1993-05,59.8,
1993-06,57.3,
1993-07,57.3,
1993-08,57.8,
1993-09,58.9,
1993-10,59.8,
1993-11,60.2,
1993-12,61.4,
1994-01,59.1,
1994-02,60.6,
1994-03,60.4,
1994-04,63.7,
1994-05,63.4,
1994-06,63.5,
1994-07,63.3,
1994-08,64.5,
1994-09,67.4,
1994-10,66.5,
1994-11,67.2,
1994-12,68.4,
1995-01,64.7,
1995-02,67.0,
1995-03,67.2,
1995-04,66.3,
1995-05,65.9,
1995-06,66.8,
1995-07,65.3,
1995-08,65.3,
1995-09,65.9,
1995-10,65.0,
1995-11,64.2,
1995-12,64.8,
1996-01,65.6,
1996-02,62.3,
1996-03,62.8,
1996-04,63.0,
1996-05,64.3,
1996-06,64.4,
1996-07,64.7,
1996-08,64.2,
1996-09,64.7,
1996-10,64.4,
1996-11,64.1,
1996-12,66.3,
1997-01,63.4,
1997-02,64.1,
1997-03,65.7,
1997-04,65.0,
1997-05,65.6,
1997-06,66.8,
1997-07,68.8,
1997-08,68.7,
1997-09,69.0,
1997-10,69.6,
1997-11,70.7,
1997-12,69.4,
1998-01,70.8,
1998-02,71.4,
1998-03,73.4,
1998-04,75.6,
1998-05,71.1,
1998-06,73.3,
1998-07,70.1,
1998-08,71.6,
1998-09,68.9,
1998-10,69.5,
1998-11,69.4,
1998-12,69.4,
1999-01,70.7,
1999-02,68.9,
1999-03,69.2,
1999-04,69.8,
1999-05,70.4,
1999-06,70.8,
1999-07,72.0,
1999-08,71.9,
1999-09,74.8,
1999-10,72.3,
1999-11,73.4,
1999-12,74.6,
2000-01,73.4,
2000-02,76.9,
2000-03,75.1,
2000-04,75.9,
2000-05,80.3,
2000-06,76.2,
2000-07,78.6,
2000-08,78.5,
2000-09,78.9,
2000-10,79.3,
2000-11,79.0,
2000-12,81.0,
2001-01,81.1,
2001-02,81.4,
2001-03,79.5,
2001-04,77.3,
2001-05,78.1,
2001-06,77.6,
2001-07,76.9,
2001-08,77.1,
2001-09,77.3,
2001-10,75.1,
2001-11,74.2,
2001-12,77.9,
2002-01,77.0,
2002-02,77.1,
2002-03,75.6,
2002-04,76.9,
2002-05,79.7,
2002-06,76.4,
2002-07,79.5,
2002-08,76.1,
2002-09,80.5,
2002-10,76.5,
2002-11,78.0,
2002-12,78.3,
2003-01,76.8,
2003-02,76.3,
2003-03,76.8,
2003-04,76.1,
2003-05,75.7,
2003-06,77.9,
2003-07,77.9,
2003-08,78.0,
2003-09,78.0,
2003-10,80.6,
2003-11,79.3,
2003-12,79.7,
2004-01,81.4,
2004-02,80.2,
2004-03,83.1,
2004-04,84.1,
2004-05,83.1,
2004-06,83.2,
2004-07,83.7,
2004-08,84.2,
2004-09,85.1,
2004-10,86.9,
2004-11,83.9,
2004-12,87.8,
2005-01,85.3,
2005-02,84.8,
2005-03,85.2,
2005-04,85.2,
2005-05,85.0,
2005-06,88.1,
2005-07,88.3,
2005-08,87.9,
2005-09,91.0,
2005-10,91.9,
2005-11,91.0,
2005-12,92.2,
2006-01,93.4,
2006-02,91.2,
2006-03,93.8,
2006-04,96.6,
2006-05,97.6,
2006-06,97.4,
2006-07,98.9,
2006-08,104.0,
2006-09,102.5,
2006-10,103.7,
2006-11,106.9,
2006-12,110.2,
2007-01,106.8,
2007-02,111.8,
2007-03,110.3,
2007-04,109.9,
2007-05,112.5,
2007-06,108.4,
2007-07,112.8,
2007-08,112.3,
2007-09,108.8,
2007-10,116.1,
2007-11,113.5,
2007-12,116.3,
2008-01,115.2,
2008-02,117.6,
2008-03,115.8,
2008-04,117.1,
2008-05,116.2,
2008-06,117.3,
2008-07,114.9,
2008-08,115.9,
2008-09,107.2,
2008-10,101.3,
2008-11,92.3,
2008-12,85.9,
2009-01,81.7,
2009-02,76.7,
2009-03,78.6,
2009-04,78.8,
2009-05,79.4,
2009-06,80.0,
2009-07,81.4,
2009-08,87.8,
2009-09,90.9,
2009-10,87.8,
2009-11,91.2,
2009-12,87.4,
2010-01,85.9,
2010-02,91.0,
2010-03,93.1,
2010-04,98.7,
2010-05,102.5,
2010-06,102.1,
2010-07,100.9,
2010-08,101.2,
2010-09,103.0,
2010-10,102.7,
2010-11,105.3,
2010-12,108.8,
2011-01,107.9,
2011-02,110.0,
2011-03,111.6,
2011-04,114.5,
2011-05,114.2,
2011-06,117.5,
2011-07,115.1,
2011-08,114.0,
2011-09,114.3,
2011-10,114.2,
2011-11,111.7,
2011-12,113.6,
2012-01,112.2,
2012-02,109.2,
2012-03,112.1,
2012-04,114.3,
2012-05,112.9,
2012-06,110.4,
2012-07,109.9,
2012-08,112.2,
2012-09,106.2,
2012-10,110.2,
2012-11,110.9,
2012-12,113.0,
2013-01,111.7,
2013-02,112.8,
2013-03,109.2,
2013-04,111.9,
2013-05,110.4,
2013-06,116.6,
2013-07,112.4,
2013-08,113.4,
2013-09,112.5,
2013-10,112.4,
2013-11,113.6,
2013-12,117.0,
2014-01,117.4,
2014-02,120.3,
2014-03,116.1,
2014-04,117.6,
2014-05,113.8,
2014-06,113.9,
2014-07,118.1,
2014-08,117.7,
2014-09,112.0,
2014-10,115.2,
2014-11,113.3,
2014-12,116.4,Provisional value
