"",BBK01.QUJ366,BBK01.QUJ366_FLAGS
"","Banks in Germany: Claims on non-residents, total / Slovenia / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:11:30,
1994-01,0.125,
1994-02,0.131,
1994-03,0.134,
1994-04,0.142,
1994-05,0.137,
1994-06,0.133,
1994-07,0.137,
1994-08,0.131,
1994-09,0.132,
1994-10,0.135,
1994-11,0.135,
1994-12,0.163,
1995-01,0.205,
1995-02,0.164,
1995-03,0.162,
1995-04,0.170,
1995-05,0.179,
1995-06,0.190,
1995-07,0.198,
1995-08,0.200,
1995-09,0.261,
1995-10,0.258,
1995-11,0.256,
1995-12,0.259,
1996-01,0.271,
1996-02,0.276,
1996-03,0.283,
1996-04,0.298,
1996-05,0.298,
1996-06,0.334,
1996-07,0.352,
1996-08,0.361,
1996-09,0.364,
1996-10,0.367,
1996-11,0.372,
1996-12,0.417,
1997-01,0.428,
1997-02,0.433,
1997-03,0.437,
1997-04,0.448,
1997-05,0.441,
1997-06,0.443,
1997-07,0.450,
1997-08,0.451,
1997-09,0.479,
1997-10,0.491,
1997-11,0.499,
1997-12,0.528,
1998-01,0.533,
1998-02,0.541,
1998-03,0.540,
1998-04,0.567,
1998-05,0.577,
1998-06,0.544,
1998-07,0.544,
1998-08,0.545,
1998-09,0.537,
1998-10,0.534,
1998-11,0.552,
1998-12,0.566,
1999-01,0.600,
1999-02,0.609,
1999-03,0.642,
1999-04,0.626,
1999-05,0.624,
1999-06,0.653,
1999-07,0.640,
1999-08,0.655,
1999-09,0.665,
1999-10,0.671,
1999-11,0.683,
1999-12,0.694,
2000-01,0.703,
2000-02,0.726,
2000-03,0.797,
2000-04,0.829,
2000-05,0.841,
2000-06,0.894,
2000-07,0.879,
2000-08,0.905,
2000-09,0.954,
2000-10,0.972,
2000-11,1.051,
2000-12,1.083,
2001-01,1.131,
2001-02,1.167,
2001-03,1.178,
2001-04,1.216,
2001-05,1.250,
2001-06,1.253,
2001-07,1.266,
2001-08,1.255,
2001-09,1.280,
2001-10,1.310,
2001-11,1.395,
2001-12,1.366,
2002-01,1.362,
2002-02,1.377,
2002-03,1.356,
2002-04,1.356,
2002-05,1.309,
2002-06,1.383,
2002-07,1.355,
2002-08,1.348,
2002-09,1.339,
2002-10,1.362,
2002-11,1.370,
2002-12,1.445,
2003-01,1.414,
2003-02,1.440,
2003-03,1.459,
2003-04,1.365,
2003-05,1.385,
2003-06,1.484,
2003-07,1.538,
2003-08,1.547,
2003-09,1.548,
2003-10,1.572,
2003-11,1.560,
2003-12,1.545,
2004-01,1.574,
2004-02,1.573,
2004-03,1.659,
2004-04,1.694,
2004-05,1.683,
2004-06,1.652,
2004-07,1.690,
2004-08,1.827,
2004-09,1.805,
2004-10,1.857,
2004-11,1.865,
2004-12,1.973,
2005-01,1.991,
2005-02,2.067,
2005-03,2.072,
2005-04,2.147,
2005-05,2.098,
2005-06,2.347,
2005-07,2.406,
2005-08,2.522,
2005-09,2.657,
2005-10,2.769,
2005-11,2.908,
2005-12,3.132,
2006-01,3.119,
2006-02,3.098,
2006-03,3.252,
2006-04,3.291,
2006-05,3.669,
2006-06,3.572,
2006-07,3.667,
2006-08,3.587,
2006-09,3.678,
2006-10,3.664,
2006-11,3.654,
2006-12,3.732,
2007-01,3.736,
2007-02,3.801,
2007-03,3.901,
2007-04,4.114,
2007-05,4.188,
2007-06,4.280,
2007-07,4.346,
2007-08,4.282,
2007-09,4.313,
2007-10,4.348,
2007-11,4.608,
2007-12,4.518,
2008-01,4.494,
2008-02,4.566,
2008-03,4.533,
2008-04,4.369,
2008-05,4.407,
2008-06,4.604,
2008-07,4.598,
2008-08,4.598,
2008-09,4.568,
2008-10,4.620,
2008-11,4.440,
2008-12,4.425,
2009-01,4.536,
2009-02,4.469,
2009-03,4.527,
2009-04,4.357,
2009-05,4.207,
2009-06,3.879,
2009-07,3.954,
2009-08,3.853,
2009-09,4.008,
2009-10,3.910,
2009-11,3.900,
2009-12,3.800,
2010-01,3.964,
2010-02,3.905,
2010-03,3.970,
2010-04,3.844,
2010-05,3.809,
2010-06,3.646,
2010-07,3.670,
2010-08,3.578,
2010-09,3.593,
2010-10,3.492,
2010-11,3.496,
2010-12,3.497,
2011-01,3.327,
2011-02,3.445,
2011-03,3.467,
2011-04,3.346,
2011-05,3.227,
2011-06,3.139,
2011-07,3.161,
2011-08,3.163,
2011-09,2.995,
2011-10,2.918,
2011-11,2.776,
2011-12,2.863,
2012-01,2.860,
2012-02,2.843,
2012-03,2.909,
2012-04,2.860,
2012-05,2.825,
2012-06,2.749,
2012-07,2.714,
2012-08,2.669,
2012-09,2.629,
2012-10,2.543,
2012-11,2.440,
2012-12,2.374,
2013-01,2.350,
2013-02,2.353,
2013-03,2.364,
2013-04,2.303,
2013-05,2.267,
2013-06,2.226,
2013-07,2.192,
2013-08,2.198,
2013-09,2.185,
2013-10,2.147,
2013-11,2.058,
2013-12,2.058,
2014-01,2.081,
2014-02,2.061,
2014-03,2.050,
2014-04,1.988,
2014-05,1.991,
2014-06,2.005,
2014-07,1.935,
2014-08,1.947,
2014-09,1.923,
2014-10,1.965,
2014-11,1.863,
2014-12,1.905,
