"",BBK01.CEL030,BBK01.CEL030_FLAGS
"",External financing total                                       debtor: MFI  creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:48:50,
1999-01,89.2,
1999-04,110.0,
1999-07,127.5,
1999-10,130.0,
2000-01,118.3,
2000-04,13.9,
2000-07,65.2,
2000-10,189.5,
2001-01,165.3,
2001-04,-15.1,
2001-07,59.6,
2001-10,30.2,
2002-01,-19.8,
2002-04,57.1,
2002-07,86.1,
2002-10,114.0,
2003-01,71.6,
2003-04,61.8,
2003-07,-75.0,
2003-10,75.1,
2004-01,75.8,
2004-04,30.3,
2004-07,69.3,
2004-10,-68.6,
2005-01,84.7,
2005-04,72.0,
2005-07,186.4,
2005-10,106.7,
2006-01,234.4,
2006-04,192.6,
2006-07,137.5,
2006-10,201.5,
2007-01,133.3,
2007-04,108.8,
2007-07,125.8,
2007-10,224.5,
2008-01,61.4,
2008-04,-209.6,
2008-07,50.2,
2008-10,-156.6,
2009-01,125.4,
2009-04,-324.8,
2009-07,-201.3,
2009-10,-81.0,
2010-01,-9.7,
2010-04,347.0,
2010-07,-308.7,
2010-10,-257.0,
2011-01,-240.5,
2011-04,10.6,
2011-07,498.4,
2011-10,-281.6,
2012-01,303.4,
2012-04,190.5,
2012-07,-114.2,
2012-10,-353.9,
2013-01,-155.0,
2013-04,-128.2,
2013-07,-123.5,
2013-10,-110.1,
2014-01,-56.7,
2014-04,69.6,
2014-07,116.2,
