"",BBDE1.M.DE.Y.GUD5.A2P350000.F.V.I10.A,BBDE1.M.DE.Y.GUD5.A2P350000.F.V.I10.A_FLAGS
"","Turnover from abroad, Non-euro-area countries / At current prices / Germany / Consumer goods (Durable- and Non-durable gooods) / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:12:00,
2003-01,74.6,
2003-02,78.5,
2003-03,80.5,
2003-04,82.0,
2003-05,81.0,
2003-06,79.7,
2003-07,81.4,
2003-08,80.7,
2003-09,81.2,
2003-10,84.6,
2003-11,81.0,
2003-12,88.6,
2004-01,82.9,
2004-02,83.3,
2004-03,82.5,
2004-04,87.2,
2004-05,80.3,
2004-06,81.9,
2004-07,84.7,
2004-08,79.3,
2004-09,81.5,
2004-10,82.0,
2004-11,82.7,
2004-12,81.7,
2005-01,86.1,
2005-02,86.7,
2005-03,85.3,
2005-04,84.1,
2005-05,86.7,
2005-06,89.6,
2005-07,91.6,
2005-08,90.8,
2005-09,93.0,
2005-10,90.7,
2005-11,93.2,
2005-12,90.9,
2006-01,95.9,
2006-02,94.9,
2006-03,93.5,
2006-04,95.3,
2006-05,95.1,
2006-06,96.9,
2006-07,96.7,
2006-08,99.1,
2006-09,98.9,
2006-10,97.4,
2006-11,102.1,
2006-12,99.0,
2007-01,100.9,
2007-02,101.9,
2007-03,104.0,
2007-04,100.6,
2007-05,107.1,
2007-06,105.2,
2007-07,104.4,
2007-08,110.2,
2007-09,108.7,
2007-10,110.2,
2007-11,107.9,
2007-12,107.1,
2008-01,109.3,
2008-02,111.7,
2008-03,111.0,
2008-04,109.1,
2008-05,108.5,
2008-06,109.1,
2008-07,109.0,
2008-08,105.5,
2008-09,107.1,
2008-10,110.0,
2008-11,98.6,
2008-12,100.2,
2009-01,91.5,
2009-02,93.6,
2009-03,89.2,
2009-04,89.6,
2009-05,89.0,
2009-06,90.5,
2009-07,90.0,
2009-08,91.5,
2009-09,91.7,
2009-10,91.4,
2009-11,96.8,
2009-12,93.9,
2010-01,94.6,
2010-02,93.2,
2010-03,97.4,
2010-04,95.5,
2010-05,102.1,
2010-06,101.5,
2010-07,97.7,
2010-08,100.6,
2010-09,101.5,
2010-10,103.1,
2010-11,102.2,
2010-12,104.7,
2011-01,105.4,
2011-02,104.4,
2011-03,108.7,
2011-04,110.8,
2011-05,109.2,
2011-06,108.2,
2011-07,111.5,
2011-08,108.8,
2011-09,110.6,
2011-10,108.5,
2011-11,110.0,
2011-12,111.1,
2012-01,111.6,
2012-02,111.7,
2012-03,118.0,
2012-04,112.1,
2012-05,113.4,
2012-06,120.3,
2012-07,120.1,
2012-08,119.5,
2012-09,118.8,
2012-10,120.0,
2012-11,119.8,
2012-12,122.9,
2013-01,116.3,
2013-02,119.7,
2013-03,120.4,
2013-04,122.5,
2013-05,122.5,
2013-06,116.1,
2013-07,121.9,
2013-08,120.7,
2013-09,129.4,
2013-10,126.2,
2013-11,128.0,
2013-12,124.9,
2014-01,126.7,
2014-02,125.6,
2014-03,125.2,
2014-04,131.1,
2014-05,129.8,
2014-06,128.7,
2014-07,128.9,
2014-08,132.5,
2014-09,128.7,
2014-10,130.1,
2014-11,128.8,
2014-12,133.7,Provisional value
