"",BBK01.RU2722,BBK01.RU2722_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Ireland / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:10:02,
1982-06,0.045,
1982-07,0.038,
1982-08,0.048,
1982-09,0.033,
1982-10,0.037,
1982-11,0.039,
1982-12,0.069,
1983-01,0.062,
1983-02,0.056,
1983-03,0.071,
1983-04,0.058,
1983-05,0.057,
1983-06,0.057,
1983-07,0.057,
1983-08,0.054,
1983-09,0.059,
1983-10,0.058,
1983-11,0.051,
1983-12,0.065,
1984-01,0.078,
1984-02,0.072,
1984-03,0.065,
1984-04,0.072,
1984-05,0.049,
1984-06,0.056,
1984-07,0.057,
1984-08,0.054,
1984-09,0.066,
1984-10,0.064,
1984-11,0.060,
1984-12,0.058,
1985-01,0.049,
1985-02,0.039,
1985-03,0.046,
1985-04,0.033,
1985-05,0.032,
1985-06,0.038,
1985-07,0.030,
1985-08,0.028,
1985-09,0.055,
1985-10,0.041,
1985-11,0.027,
1985-12,0.069,
1986-01,0.073,
1986-02,0.086,
1986-03,0.077,
1986-04,0.030,
1986-05,0.050,
1986-06,0.073,
1986-07,0.062,
1986-08,0.038,
1986-09,0.086,
1986-10,0.056,
1986-11,0.060,
1986-12,0.067,
1987-01,0.092,
1987-02,0.071,
1987-03,0.059,
1987-04,0.118,
1987-05,0.060,
1987-06,0.071,
1987-07,0.069,
1987-08,0.104,
1987-09,0.128,
1987-10,0.073,
1987-11,0.094,
1987-12,0.162,
1988-01,0.217,
1988-02,0.080,
1988-03,0.075,
1988-04,0.090,
1988-05,0.066,
1988-06,0.098,
1988-07,0.117,
1988-08,0.129,
1988-09,0.082,
1988-10,0.117,
1988-11,0.114,
1988-12,0.150,
1989-01,0.080,
1989-02,0.079,
1989-03,0.094,
1989-04,0.088,
1989-05,0.138,
1989-06,0.164,
1989-07,0.320,
1989-08,0.284,
1989-09,0.303,
1989-10,0.380,
1989-11,0.419,
1989-12,0.324,
1990-01,0.353,
1990-02,0.572,
1990-03,0.694,
1990-04,0.653,
1990-05,0.571,
1990-06,0.578,
1990-07,0.533,
1990-08,0.709,
1990-09,0.598,
1990-10,0.607,
1990-11,0.655,
1990-12,0.627,
1991-01,0.658,
1991-02,0.659,
1991-03,0.734,
1991-04,0.581,
1991-05,0.678,
1991-06,0.742,
1991-07,0.594,
1991-08,0.819,
1991-09,0.831,
1991-10,0.934,
1991-11,0.916,
1991-12,0.979,
1992-01,1.124,
1992-02,1.312,
1992-03,1.289,
1992-04,1.316,
1992-05,1.382,
1992-06,1.575,
1992-07,1.523,
1992-08,1.528,
1992-09,1.525,
1992-10,1.539,
1992-11,1.581,
1992-12,1.528,
1993-01,1.586,
1993-02,1.535,
1993-03,1.667,
1993-04,1.548,
1993-05,1.833,
1993-06,1.801,
1993-07,1.649,
1993-08,1.671,
1993-09,1.825,
1993-10,1.711,
