"",BBK01.OEAA45L,BBK01.OEAA45L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:17:33,
2002-01,134.347,
2002-04,131.913,
2002-07,130.051,
2002-10,128.547,
2003-01,124.143,
2003-04,120.397,
2003-07,118.336,
2003-10,116.688,
2004-01,114.879,
2004-04,111.276,
2004-07,111.039,
2004-10,108.413,
2005-01,105.726,
2005-04,101.168,
2005-07,97.708,
2005-10,93.650,
2006-01,87.319,
2006-04,83.328,
2006-07,81.282,
2006-10,80.140,
2007-01,75.214,
2007-04,69.464,
2007-07,67.776,
2007-10,65.011,
2008-01,60.605,
2008-04,59.489,
2008-07,71.722,
2008-10,69.428,
2009-01,64.293,
2009-04,61.748,
2009-07,47.010,
2009-10,44.121,
2010-01,40.643,
2010-04,40.608,
2010-07,40.179,
2010-10,39.599,
2011-01,38.806,
2011-04,37.766,
2011-07,36.574,
2011-10,35.553,
2012-01,34.956,
2012-04,34.833,
2012-07,34.045,
2012-10,34.899,
2013-01,34.879,
2013-04,36.656,
2013-07,38.471,
2013-10,37.370,
2014-01,36.861,
2014-04,36.787,
2014-07,35.250,
