"",BBK01.TS5101,BBK01.TS5101_FLAGS
"",Deposits of non-MFIs / Other financial intermediaries / Short term / Domestic / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:53,
1999-01,27.62694,
1999-02,28.45920,
1999-03,27.92369,
1999-04,27.35841,
1999-05,29.22604,
1999-06,28.75527,
1999-07,30.09963,
1999-08,30.29716,
1999-09,30.79352,
1999-10,30.73533,
1999-11,30.66483,
1999-12,31.93842,
2000-01,38.53395,
2000-02,37.40274,
2000-03,37.06295,
2000-04,39.45275,
2000-05,41.76926,
2000-06,36.83443,
2000-07,36.19286,
2000-08,34.67625,
2000-09,36.83007,
2000-10,34.71451,
2000-11,36.62399,
2000-12,39.16320,
2001-01,37.75720,
2001-02,42.07800,
2001-03,41.93829,
2001-04,41.90317,
2001-05,40.68078,
2001-06,41.03971,
2001-07,41.11237,
2001-08,44.97473,
2001-09,47.41596,
2001-10,51.46284,
2001-11,47.63906,
2001-12,48.27167,
2002-01,46.42299,
2002-02,44.63702,
2002-03,44.37424,
2002-04,43.64020,
2002-05,44.91475,
2002-06,51.07558,
2002-07,48.48207,
2002-08,48.87917,
2002-09,48.48982,
2002-10,49.99898,
2002-11,55.78259,
2002-12,50.22706,
2003-01,54.63343,
2003-02,51.90662,
2003-03,55.28384,
2003-04,59.17062,
2003-05,60.04531,
2003-06,61.99278,
2003-07,59.19727,
2003-08,60.65934,
2003-09,58.94153,
2003-10,57.31587,
2003-11,58.75441,
2003-12,55.48419,
2004-01,55.15865,
2004-02,53.13351,
2004-03,55.22736,
2004-04,58.88797,
2004-05,56.24714,
2004-06,53.13816,
2004-07,54.99079,
2004-08,55.75849,
2004-09,52.68318,
2004-10,53.19018,
2004-11,53.96587,
2004-12,49.14835,
2005-01,54.49628,
2005-02,53.16319,
2005-03,51.96697,
2005-04,55.47018,
2005-05,57.05972,
2005-06,56.79992,
2005-07,60.69307,
2005-08,60.80154,
2005-09,61.22453,
2005-10,59.55747,
2005-11,57.27391,
2005-12,54.64694,
2006-01,55.80108,
2006-02,53.99373,
2006-03,57.37337,
2006-04,62.62230,
2006-05,64.60219,
2006-06,64.20634,
2006-07,61.35199,
2006-08,60.09045,
2006-09,62.32301,
2006-10,60.55291,
2006-11,61.69331,
2006-12,65.82241,
2007-01,68.78934,
2007-02,67.19000,
2007-03,68.30383,
2007-04,73.06884,
2007-05,71.57743,
2007-06,75.81568,
2007-07,78.27118,
2007-08,79.25668,
2007-09,82.25687,
2007-10,79.59171,
2007-11,81.10272,
2007-12,81.90116,
2008-01,89.04287,
2008-02,90.48098,
2008-03,96.09967,
2008-04,95.94745,
2008-05,97.98159,
2008-06,97.76280,
2008-07,101.90415,
2008-08,98.58375,
2008-09,99.98994,
2008-10,98.34145,
2008-11,96.21719,
2008-12,95.36058,
2009-01,100.99378,
2009-02,97.42314,
2009-03,93.77969,
2009-04,93.44575,
2009-05,87.60176,
2009-06,87.72347,
2009-07,78.02879,
2009-08,72.61008,
2009-09,72.98998,
2009-10,71.42153,
2009-11,71.11664,
2009-12,65.26338,
2010-01,70.94620,
2010-02,71.62478,
2010-03,66.51115,
2010-04,67.21449,
2010-05,71.24253,
2010-06,70.98537,
2010-07,71.16923,
2010-08,69.42611,
2010-09,69.60115,
2010-10,67.98661,
2010-11,68.43383,
2010-12,65.68204,
2011-01,75.54406,
2011-02,75.20107,
2011-03,73.03423,
2011-04,76.79648,
2011-05,75.20940,
2011-06,77.52949,
2011-07,78.60478,
2011-08,83.70085,
2011-09,84.85633,
2011-10,85.10168,
2011-11,87.87451,
2011-12,83.05534,
2012-01,83.50649,
2012-02,80.25425,
2012-03,80.00812,
2012-04,82.74602,
2012-05,84.84869,
2012-06,86.14799,
2012-07,84.48178,
2012-08,82.26061,
2012-09,82.68299,
2012-10,82.83647,
2012-11,81.37459,
2012-12,79.99182,
2013-01,80.04277,
2013-02,80.01015,
2013-03,81.66799,
2013-04,80.88786,
2013-05,80.81378,
2013-06,84.53790,
2013-07,84.11477,
2013-08,82.72372,
2013-09,81.56151,
2013-10,83.55363,
2013-11,77.99549,
2013-12,80.19410,
2014-01,80.33359,
2014-02,81.24751,
2014-03,81.92959,
2014-04,84.25319,
2014-05,84.48280,
2014-06,81.96720,
2014-07,81.65458,
2014-08,81.96753,
2014-09,80.63230,
2014-10,79.98128,
2014-11,78.87627,
2014-12,82.98347,Provisional value
2015-01,89.62444,
"","General: 1 Short-term deposits include overnight deposits, deposits with an agreed maturity of up to 2 years and deposits redeemable at notice of up to 3 months.",
