"",BBK01.OEYB12N,BBK01.OEYB12N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:33:30,
2002-01,29.359,
2002-04,29.820,
2002-07,29.556,
2002-10,30.739,
2003-01,28.406,
2003-04,27.681,
2003-07,27.847,
2003-10,22.708,
2004-01,22.635,
2004-04,22.395,
2004-07,22.560,
2004-10,22.805,
2005-01,22.226,
2005-04,22.500,
2005-07,23.174,
2005-10,23.898,
2006-01,33.064,
2006-04,33.414,
2006-07,33.455,
2006-10,33.827,
2007-01,33.774,
2007-04,34.485,
2007-07,35.010,
2007-10,35.453,
2008-01,35.053,
2008-04,35.417,
2008-07,32.863,
2008-10,33.203,
2009-01,33.555,
2009-04,34.020,
2009-07,33.833,
2009-10,34.119,
2010-01,34.176,
2010-04,33.523,
2010-07,33.676,
2010-10,33.728,
2011-01,33.962,
2011-04,33.977,
2011-07,33.892,
2011-10,34.048,
2012-01,34.299,
2012-04,34.708,
2012-07,35.135,
2012-10,33.674,
2013-01,33.704,
2013-04,33.692,
2013-07,31.041,
2013-10,31.080,
2014-01,31.038,
2014-04,31.083,
2014-07,31.296,
