"",BBK01.SUD230,BBK01.SUD230_FLAGS
"",New business (volumes) of German banks / Loans for consumption to households,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:56,
2003-01,11103,
2003-02,10510,
2003-03,11460,
2003-04,11292,
2003-05,9805,
2003-06,11152,
2003-07,12287,
2003-08,9890,
2003-09,11734,
2003-10,12125,
2003-11,11014,
2003-12,10476,
2004-01,9406,
2004-02,9810,
2004-03,11853,
2004-04,12083,
2004-05,9551,
2004-06,10567,
2004-07,10304,
2004-08,9315,
2004-09,9301,
2004-10,8716,
2004-11,8543,
2004-12,8947,
2005-01,8483,
2005-02,7994,
2005-03,9174,
2005-04,9841,
2005-05,8381,
2005-06,10001,
2005-07,9857,
2005-08,8645,
2005-09,9546,
2005-10,8361,
2005-11,8422,
2005-12,8852,
2006-01,8924,
2006-02,8371,
2006-03,10584,
2006-04,10200,
2006-05,11457,
2006-06,9707,
2006-07,9883,
2006-08,8844,
2006-09,9326,
2006-10,11828,
2006-11,10192,
2006-12,9953,
2007-01,8378,
2007-02,7253,
2007-03,10911,
2007-04,9460,
2007-05,9049,
2007-06,9039,
2007-07,9932,
2007-08,8382,
2007-09,8003,
2007-10,8018,
2007-11,6708,
2007-12,6096,
2008-01,7513,
2008-02,5401,
2008-03,5695,
2008-04,6677,
2008-05,5714,
2008-06,6227,
2008-07,6570,
2008-08,5681,
2008-09,5838,
2008-10,6122,
2008-11,5260,
2008-12,5250,
2009-01,5507,
2009-02,5700,
2009-03,7116,
2009-04,7107,
2009-05,6066,
2009-06,6928,
2009-07,7033,
2009-08,5546,
2009-09,5623,
2009-10,6055,
2009-11,6040,
2009-12,6201,
2010-01,5897,
2010-02,5720,
2010-03,7249,
2010-04,6523,
2010-05,5834,
2010-06,5530,
2010-07,5283,
2010-08,4850,
2010-09,4957,
2010-10,5170,
2010-11,4945,
2010-12,4400,
2011-01,5179,
2011-02,5233,
2011-03,6134,
2011-04,5700,
2011-05,6269,
2011-06,5203,
2011-07,5699,
2011-08,5764,
2011-09,5323,
2011-10,5498,
2011-11,5317,
2011-12,4659,
2012-01,5308,
2012-02,5116,
2012-03,6100,
2012-04,5641,
2012-05,5660,
2012-06,5408,
2012-07,5868,
2012-08,5348,
2012-09,4599,
2012-10,5362,
2012-11,4977,
2012-12,3747,
2013-01,5140,
2013-02,4781,
2013-03,5186,
2013-04,5658,
2013-05,5325,
2013-06,5396,
2013-07,5990,
2013-08,5253,
2013-09,4759,
2013-10,5232,
2013-11,4766,
2013-12,4327,
2014-01,5445,
2014-02,5076,
2014-03,5954,
2014-04,5613,
2014-05,5665,
2014-06,5571,
2014-07,5983,
2014-08,6277,
2014-09,6207,
2014-10,6460,
2014-11,5730,
2014-12,4952,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. Loans for consumption are definded as loans granted for the purpose of personal use in the consumption of goods and services. Excluding overdrafts. p = Provisional,
