"",BBK01.TVD431,BBK01.TVD431_FLAGS
"",Deposits of non-banks (non-MFIs) in the euro area / in the home country / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:08,
1980-01,0,
1980-02,3218,
1980-03,-1787,
1980-04,-4,
1980-05,5314,
1980-06,134,
1980-07,1546,
1980-08,3823,
1980-09,-1118,
1980-10,3966,
1980-11,13866,
1980-12,19008,
1981-01,-8242,
1981-02,2571,
1981-03,-4978,
1981-04,3179,
1981-05,4970,
1981-06,-489,
1981-07,-382,
1981-08,4923,
1981-09,-2204,
1981-10,2656,
1981-11,10683,
1981-12,19373,
1982-01,-6338,
1982-02,2187,
1982-03,-2732,
1982-04,2647,
1982-05,5660,
1982-06,-335,
1982-07,-2296,
1982-08,2766,
1982-09,-763,
1982-10,4412,
1982-11,8110,
1982-12,22960,
1983-01,-5349,
1983-02,4090,
1983-03,-3653,
1983-04,3412,
1983-05,4868,
1983-06,-603,
1983-07,1119,
1983-08,3018,
1983-09,-1915,
1983-10,6583,
1983-11,8508,
1983-12,18861,
1984-01,-8341,
1984-02,2912,
1984-03,-4089,
1984-04,5817,
1984-05,3440,
1984-06,-1102,
1984-07,910,
1984-08,2750,
1984-09,907,
1984-10,5394,
1984-11,9550,
1984-12,22898,
1985-01,-8076,
1985-02,4177,
1985-03,-3585,
1985-04,3839,
1985-05,4090,
1985-06,2101,
1985-07,1078,
1985-08,3809,
1985-09,597,
1985-10,4829,
1985-11,10056,
1985-12,24479,
1986-01,-5876,
1986-02,3993,
1986-03,-2274,
1986-04,3000,
1986-05,5132,
1986-06,4570,
1986-07,1953,
1986-08,6850,
1986-09,1263,
1986-10,6964,
1986-11,15271,
1986-12,20195,
1987-01,-3569,
1987-02,4020,
1987-03,-2731,
1987-04,2800,
1987-05,8628,
1987-06,388,
1987-07,173,
1987-08,7975,
1987-09,-3263,
1987-10,6669,
1987-11,15828,
1987-12,18434,
1988-01,-4697,
1988-02,5498,
1988-03,-8371,
1988-04,6361,
1988-05,8064,
1988-06,-372,
1988-07,-907,
1988-08,5935,
1988-09,-447,
1988-10,7494,
1988-11,14295,
1988-12,16008,
1989-01,-8463,
1989-02,2526,
1989-03,-6451,
1989-04,3040,
1989-05,4159,
1989-06,269,
1989-07,4808,
1989-08,3410,
1989-09,254,
1989-10,6488,
1989-11,14949,
1989-12,30171,
1990-01,-10135,
1990-02,5369,
1990-03,-7419,
1990-04,5867,
1990-05,4160,
1990-06,1690,
1990-07,-1738,
1990-08,7476,
1990-09,5797,
1990-10,3692,
1990-11,14608,
1990-12,36190,
1991-01,-16561,
1991-02,6588,
1991-03,-6293,
1991-04,1819,
1991-05,5436,
1991-06,2442,
1991-07,-3841,
1991-08,6532,
1991-09,3069,
1991-10,4483,
1991-11,20924,
1991-12,41904,
1992-01,-12563,
1992-02,6053,
1992-03,-1068,
1992-04,3352,
1992-05,7594,
1992-06,3369,
1992-07,1294,
1992-08,9909,
1992-09,10338,
1992-10,-762,
1992-11,19739,
1992-12,18258,
1993-01,-13588,
1993-02,6910,
1993-03,598,
1993-04,4591,
1993-05,9789,
1993-06,4354,
1993-07,3833,
1993-08,9094,
1993-09,1437,
1993-10,10346,
1993-11,27593,
1993-12,50203,
1994-01,-8129,
1994-02,3660,
1994-03,-4319,
1994-04,7945,
1994-05,5388,
1994-06,-385,
1994-07,-1701,
1994-08,3987,
1994-09,-4337,
1994-10,4983,
1994-11,13174,
1994-12,22603,
1995-01,-13504,
1995-02,3207,
1995-03,-5741,
1995-04,3211,
1995-05,10864,
1995-06,-720,
1995-07,4811,
1995-08,8107,
1995-09,2250,
1995-10,6251,
1995-11,23409,
1995-12,37850,
1996-01,-7201,
1996-02,12519,
1996-03,-1733,
1996-04,4312,
1996-05,5456,
1996-06,3466,
1996-07,1965,
1996-08,7166,
1996-09,6083,
1996-10,6677,
1996-11,20549,
1996-12,55875,
1997-01,-20205,
1997-02,2812,
1997-03,-1864,
1997-04,1092,
1997-05,7629,
1997-06,-720,
1997-07,-145,
1997-08,4747,
1997-09,-2474,
1997-10,5707,
1997-11,23487,
1997-12,37196,
1998-01,-16240,
1998-02,6212,
1998-03,-2966,
1998-04,4689,
1998-05,5030,
1998-06,39,
1998-07,-2407,
1998-08,11969,
1998-09,-1657,
1998-10,9304,
1998-11,24424,
1998-12,52075,
1999-01,-891,
1999-02,3520,
1999-03,-4667,
1999-04,357,
1999-05,9807,
1999-06,21,
1999-07,-722,
1999-08,3125,
1999-09,3647,
1999-10,5351,
1999-11,25427,
1999-12,20623,
2000-01,-6140,
2000-02,6280,
2000-03,-11162,
2000-04,-95,
2000-05,-1487,
2000-06,-8636,
2000-07,-6385,
2000-08,-3946,
2000-09,-2097,
2000-10,879,
2000-11,22505,
2000-12,30096,
2001-01,-12747,
2001-02,11551,
2001-03,1160,
2001-04,3587,
2001-05,5241,
2001-06,9427,
2001-07,-4436,
2001-08,5341,
2001-09,18720,
2001-10,2385,
2001-11,24012,
2001-12,40985,
2002-01,-22815,
2002-02,-1881,
2002-03,-1147,
2002-04,-5387,
2002-05,10989,
2002-06,12073,
2002-07,-5560,
2002-08,-2791,
2002-09,5227,
2002-10,12183,
2002-11,29378,
2002-12,26700,
2003-01,-13660,
2003-02,11913,
2003-03,4137,
2003-04,3922,
2003-05,10200,
2003-06,5146,
2003-07,-7880,
2003-08,9568,
2003-09,-3456,
2003-10,-85,
2003-11,25446,
2003-12,5082,
2004-01,-4549,
2004-02,3067,
2004-03,2798,
2004-04,8692,
2004-05,8279,
2004-06,-3962,
2004-07,1520,
2004-08,3730,
2004-09,8217,
2004-10,4791,
2004-11,22654,
2004-12,9638,
2005-01,6201,
2005-02,5269,
2005-03,-486,
2005-04,10574,
2005-05,6107,
2005-06,2591,
2005-07,6180,
2005-08,2258,
2005-09,4205,
2005-10,4212,
2005-11,16411,
2005-12,11996,
2006-01,1833,
2006-02,5718,
2006-03,8796,
2006-04,16425,
2006-05,12232,
2006-06,7287,
2006-07,-2770,
2006-08,4132,
2006-09,6697,
2006-10,-3416,
2006-11,30898,
2006-12,30732,
2007-01,-801,
2007-02,4238,
2007-03,5884,
2007-04,15632,
2007-05,9531,
2007-06,18268,
2007-07,6673,
2007-08,16892,
2007-09,23706,
2007-10,-2421,
2007-11,36289,
2007-12,43421,
2008-01,-4152,
2008-02,12208,
2008-03,-715,
2008-04,10546,
2008-05,14992,
2008-06,1265,
2008-07,5381,
2008-08,11146,
2008-09,3712,
2008-10,44388,
2008-11,29901,
2008-12,44428,
2009-01,12394,
2009-02,13201,
2009-03,-14852,
2009-04,17175,
2009-05,-4547,
2009-06,5275,
2009-07,-10143,
2009-08,1332,
2009-09,-994,
2009-10,3757,
2009-11,15121,
2009-12,6135,
2010-01,4764,
2010-02,-411,
2010-03,-11838,
2010-04,10647,
2010-05,10748,
2010-06,703,
2010-07,-4712,
2010-08,10285,
2010-09,4103,
2010-10,1862,
2010-11,17630,
2010-12,15931,
2011-01,6474,
2011-02,-6106,
2011-03,4008,
2011-04,10818,
2011-05,10131,
2011-06,3313,
2011-07,8323,
2011-08,19903,
2011-09,9095,
2011-10,5217,
2011-11,22690,
2011-12,3546,
2012-01,-2398,
2012-02,3745,
2012-03,8363,
2012-04,12099,
2012-05,15197,
2012-06,19788,
2012-07,-1589,
2012-08,11905,
2012-09,5062,
2012-10,2968,
2012-11,12804,
2012-12,-20814,
2013-01,-1158,
2013-02,-5947,
2013-03,810,
2013-04,4907,
2013-05,13962,
2013-06,324,
2013-07,-2994,
2013-08,12191,
2013-09,-921,
2013-10,6156,
2013-11,18816,
2013-12,1680,
2014-01,1971,
2014-02,8362,
2014-03,-7192,
2014-04,7597,
2014-05,17804,
2014-06,-7622,
2014-07,7363,
2014-08,17747,
2014-09,-1668,
2014-10,5938,
2014-11,19781,
2014-12,-1286,
2015-01,8876,
